,s,a,r,s1
26,[-0.6640925   0.74765044  5.2721725 ],[-0.40427464],-8.056300573124293,[-0.849424   0.527711   5.7722692]
27,[-0.849424   0.527711   5.7722692],[1.5657766],-10.02014925115636,[-0.97233766  0.23357965  6.402919  ]
28,[-0.97233766  0.23357965  6.402919  ],[-1.1949654],-12.545042662819913,[-0.99645853 -0.08408599  6.398859  ]
29,[-0.99645853 -0.08408599  6.398859  ],[-0.87085253],-13.443037037245018,[-0.9232105 -0.3842947  6.2051663]
30,[-0.9232105 -0.3842947  6.2051663],[-0.7316913],-11.39777178799464,[-0.77454346 -0.6325207   5.807192  ]
31,[-0.77454346 -0.6325207   5.807192  ],[1.6012194],-9.410725458666262,[-0.5706883  -0.82116675  5.572984  ]
32,[-0.5706883  -0.82116675  5.572984  ],[1.916261],-7.853781807680718,[-0.33830622 -0.9410361   5.2445483 ]
33,[-0.33830622 -0.9410361   5.2445483 ],[-1.562969],-6.423693094744782,[-0.1295351 -0.9915748  4.304326 ]
34,[-0.1295351 -0.9915748  4.304326 ],[-1.8080473],-4.748359501077802,[ 0.03456489 -0.99940246  3.2894375 ]
35,[ 0.03456489 -0.99940246  3.2894375 ],[1.6422193],-3.444722750559403,[ 0.1730078  -0.98492044  2.7862186 ]
36,[ 0.1730078  -0.98492044  2.7862186 ],[-1.3178617],-2.729405869161951,[ 0.2632362 -0.9647314  1.8498491]
37,[ 0.2632362 -0.9647314  1.8498491],[0.25117072],-2.04377182087631,[ 0.31890503 -0.9477867   1.1639762 ]
38,[ 0.31890503 -0.9477867   1.1639762 ],[1.8908161],-1.6921293866173277,[ 0.3535953  -0.9353985   0.73675853]
39,[ 0.3535953  -0.9353985   0.73675853],[0.82112217],-1.5175662480324985,[ 0.36099145 -0.93256915  0.15837799]
40,[ 0.36099145 -0.93256915  0.15837799],[1.2766412],-0.1459208084522022,[ 0.96775204 -0.2519048   0.74446654]
41,[ 0.96775204 -0.2519048   0.74446654],[-0.96401525],-0.12119797482344699,[ 0.97272325 -0.23196882  0.41093567]
42,[ 0.97272325 -0.23196882  0.41093567],[-1.8480682],-0.07510555008992306,[ 0.9722544  -0.23392601 -0.04025117]
43,[ 0.9722544  -0.23392601 -0.04025117],[0.87251145],-0.05667300799514444,[ 0.9712536  -0.23804717 -0.08481896]
44,[ 0.9712536  -0.23804717 -0.08481896],[1.6705228],-0.06128046621154811,[ 0.97110134 -0.23866755 -0.01277591]
45,[ 0.97110134 -0.23866755 -0.01277591],[0.6393039],-0.0585029092901183,[ 0.96994597 -0.2433203  -0.09588099]
46,[ 0.96994597 -0.2433203  -0.09588099],[0.6455831],-0.061747624046743804,[ 0.9676975  -0.25211406 -0.18153375]
47,[ 0.9676975  -0.25211406 -0.18153375],[0.24173313],-0.0683096756278897,[ 0.9633477  -0.268256   -0.33435932]
48,[ 0.9633477  -0.268256   -0.33435932],[-1.3411843],-0.08673529585913899,[ 0.95281476 -0.3035523  -0.73672897]
49,[ 0.95281476 -0.3035523  -0.73672897],[0.4631597],-0.14961355187646871,[ 0.93828285 -0.34586886 -0.8949192 ]
50,[ 0.93828285 -0.34586886 -0.8949192 ],[-0.4414806],-0.20500820899090558,[ 0.9154419  -0.40245017 -1.220543  ]
51,[ 0.9154419  -0.40245017 -1.220543  ],[0.85007155],-0.32124997016944545,[ 0.8851708  -0.46526617 -1.3948699 ]
52,[ 0.8851708  -0.46526617 -1.3948699 ],[-0.89778614],-0.4295655713490999,[ 0.83763367 -0.54623234 -1.8784875 ]
53,[ 0.83763367 -0.54623234 -1.8784875 ],[-1.7883744],-0.6899915568452599,[ 0.7611704 -0.648552  -2.556418 ]
54,[ 0.7611704 -0.648552  -2.556418 ],[1.7729441],-1.15465558326124,[ 0.66408646 -0.7476558  -2.7768903 ]
55,[ 0.66408646 -0.7476558  -2.7768903 ],[1.9691904],-1.4882122131724338,[ 0.5431285 -0.8396496 -3.0422535]
56,[ 0.5431285 -0.8396496 -3.0422535],[1.9906765],-1.9227802064022914,[ 0.39446828 -0.91890955 -3.3733892 ]
57,[ 0.39446828 -0.91890955 -3.3733892 ],[-1.7476],-2.498970449631977,[ 0.18812583 -0.98214495 -4.3247113 ]
58,[ 0.18812583 -0.98214495 -4.3247113 ],[0.6164707],-3.7793533058752242,[-0.05915435 -0.9982489  -4.9688497 ]
59,[-0.05915435 -0.9982489  -4.9688497 ],[-0.44059455],-5.125992522614668,[-0.34136635 -0.9399303  -5.783625  ]
60,[-0.34136635 -0.9399303  -5.783625  ],[0.49847552],-9.463574737360263,[-0.9995209   0.03095072  0.86200553]
61,[-0.9995209   0.03095072  0.86200553],[-0.7802431],-9.750976600502499,[-0.9999722  -0.00745337  0.7681821 ]
62,[-0.9999722  -0.00745337  0.7681821 ],[-0.5964691],-9.882194765159324,[-0.9991551  -0.04109795  0.6731217 ]
63,[-0.9991551  -0.04109795  0.6731217 ],[-1.2073396],-9.659762588788618,[-0.99794185 -0.06412536  0.4611973 ]
64,[-0.99794185 -0.06412536  0.4611973 ],[-1.3821129],-9.493714482316955,[-0.9972292  -0.07438993  0.20578635]
65,[-0.9972292  -0.07438993  0.20578635],[-0.00159548],-9.411545457895302,[-0.99664426 -0.08185475  0.14975458]
66,[-0.99664426 -0.08185475  0.14975458],[-0.7445627],-9.364232000621318,[-0.99673903 -0.08069257 -0.02332089]
67,[-0.99673903 -0.08069257 -0.02332089],[1.2770497],-9.370256951283533,[-0.99628997 -0.08605966  0.10771714]
68,[-0.99628997 -0.08605966  0.10771714],[-1.1269563],-9.33806085087161,[-0.99681187 -0.0797878  -0.12587106]
69,[-0.99681187 -0.0797878  -0.12587106],[-0.84958446],-9.376435252139492,[-0.99793893 -0.06417109 -0.31314957]
70,[-0.99793893 -0.06417109 -0.31314957],[-1.9774766],-9.483968571629424,[-0.9995096  -0.03131513 -0.6578994 ]
71,[-0.9995096  -0.03131513 -0.6578994 ],[0.8562108],-9.71781069935945,[-0.99999326 -0.00367253 -0.5529541 ]
72,[-0.99999326 -0.00367253 -0.5529541 ],[-0.37857255],-9.87726176815954,[-0.9996368   0.02694891 -0.6124944 ]
73,[-0.9996368   0.02694891 -0.6124944 ],[-1.4138278],-9.740499142546007,[-0.9977449   0.06711952 -0.8043569 ]
74,[-0.9977449   0.06711952 -0.8043569 ],[0.05328769],-9.51677636229775,[-0.99454784  0.10428129 -0.7460241 ]
75,[-0.99454784  0.10428129 -0.7460241 ],[-1.6302729],-9.282419557768668,[-0.9887578   0.14952606 -0.91235405]
76,[-0.9887578   0.14952606 -0.91235405],[-1.2224839],-9.033828007794895,[-0.98021173  0.1979519  -0.9835821 ]
77,[-0.98021173  0.1979519  -0.9835821 ],[0.5536251],-8.754324063712525,[-0.97207683  0.23466288 -0.75207436]
78,[-0.97207683  0.23466288 -0.75207436],[0.8791971],-8.494738111872165,[-0.9666257   0.25619295 -0.44419765]
79,[-0.9666257   0.25619295 -0.44419765],[-0.1481647],-8.328622903116681,[-0.96302146  0.26942462 -0.27427766]
80,[-0.96302146  0.26942462 -0.27427766],[-0.30359954],-7.979448084378209,[-0.9530198   0.30290797  0.18151087]
81,[-0.9530198   0.30290797  0.18151087],[-0.3831895],-8.034148094181017,[-0.9581919   0.28612646  0.35121343]
82,[-0.9581919   0.28612646  0.35121343],[-1.0206996],-8.143920554460799,[-0.9638917   0.2662945   0.41270334]
83,[-0.9638917   0.2662945   0.41270334],[0.17667152],-8.265711741353845,[-0.9719056   0.23537114  0.63892496]
84,[-0.9719056   0.23537114  0.63892496],[-0.46322128],-8.474207949280038,[-0.9800066   0.19896522  0.74597013]
85,[-0.9800066   0.19896522  0.74597013],[-0.5736314],-8.707167377967274,[-0.98725206  0.15916465  0.8091493 ]
86,[-0.98725206  0.15916465  0.8091493 ],[0.32065472],-8.956397409325733,[-0.99384433  0.11078552  0.97662103]
87,[-0.99384433  0.11078552  0.97662103],[1.5160334],-9.282087808148052,[-0.99891174  0.04664072  1.2871152 ]
88,[-0.99891174  0.04664072  1.2871152 ],[1.4560739],-9.74640939869239,[-0.99953896 -0.03036303  1.5405067 ]
89,[-0.99953896 -0.03036303  1.5405067 ],[-1.9911667],-9.921001610611738,[-0.99583316 -0.0911938   1.2190595 ]
90,[-0.99583316 -0.0911938   1.2190595 ],[-0.351354],-9.452893239045755,[-0.9893291  -0.14569825  1.0979611 ]
91,[-0.9893291  -0.14569825  1.0979611 ],[-1.431828],-9.09486697321648,[-0.982952   -0.18386237  0.77391315]
92,[-0.982952   -0.18386237  0.77391315],[-0.03642276],-8.801841901303408,[-0.9766677  -0.21475603  0.63055295]
93,[-0.9766677  -0.21475603  0.63055295],[-0.23287426],-8.596320117739822,[-0.9717714  -0.23592445  0.43455482]
94,[-0.9717714  -0.23592445  0.43455482],[1.6220536],-8.451379297196075,[-0.9655583  -0.26018688  0.5009195 ]
95,[-0.9655583  -0.26018688  0.5009195 ],[1.2208546],-8.311636157574268,[-0.95891005 -0.28371024  0.48890755]
96,[-0.95891005 -0.28371024  0.48890755],[-1.5031893],-8.17108783116977,[-0.95818853 -0.28613758  0.05064647]
97,[-0.95818853 -0.28613758  0.05064647],[1.1674191],-8.132096824295841,[-0.9580288  -0.28667203  0.01115614]
98,[-0.9580288  -0.28667203  0.01115614],[0.23517407],-8.127364452267079,[-0.96041095 -0.2785871  -0.16857177]
99,[-0.96041095 -0.2785871  -0.16857177],[-1.750988],-8.18133247999777,[-0.9688345  -0.24770881 -0.6401603 ]
100,[-0.9688345  -0.24770881 -0.6401603 ],[1.6548474],-0.15907500440395592,[ 0.9301797  -0.36710444 -0.61571527]
101,[ 0.9301797  -0.36710444 -0.61571527],[-0.1740715],-0.1792372922882738,[ 0.9123732  -0.40935948 -0.9171544 ]
102,[ 0.9123732  -0.40935948 -0.9171544 ],[-1.5251447],-0.2643179691548238,[ 0.880254  -0.4745029 -1.4529457]
103,[ 0.880254  -0.4745029 -1.4529457],[0.8415189],-0.4562438537455913,[ 0.83726794 -0.54679286 -1.682595  ]
104,[ 0.83726794 -0.54679286 -1.682595  ],[-1.3260309],-0.6195667232102293,[ 0.7692635  -0.63893163 -2.2915943 ]
105,[ 0.7692635  -0.63893163 -2.2915943 ],[-1.1396116],-1.006838806727273,[ 0.6673173  -0.74477357 -2.9417348 ]
106,[ 0.6673173  -0.74477357 -2.9417348 ],[-1.3529015],-1.573139048688317,[ 0.5187929  -0.85489994 -3.7032502 ]
107,[ 0.5187929  -0.85489994 -3.7032502 ],[1.2441275],-2.4243129199569533,[ 0.33117455 -0.9435695  -4.157806  ]
108,[ 0.33117455 -0.9435695  -4.157806  ],[1.6944859],-3.2525075477905734,[ 0.10677863 -0.99428284 -4.61131   ]
109,[ 0.10677863 -0.99428284 -4.61131   ],[1.3318777],-4.270942782936389,[-0.15030766 -0.9886393  -5.157241  ]
110,[-0.15030766 -0.9886393  -5.157241  ],[1.3873968],-5.62580551332448,[-0.42178217 -0.9066972  -5.6906104 ]
111,[-0.42178217 -0.9066972  -5.6906104 ],[1.3038225],-7.264868640924312,[-0.6773563 -0.7356551 -6.1750603]
112,[-0.6773563 -0.7356551 -6.1750603],[0.22015765],-9.172221890133933,[-0.8814161  -0.47234064 -6.693778  ]
113,[-0.8814161  -0.47234064 -6.693778  ],[0.03402334],-11.501302958268019,[-0.99024415 -0.13934304 -7.0429296 ]
114,[-0.99024415 -0.13934304 -7.0429296 ],[1.3777214],-13.972955578555625,[-0.97860235  0.20576072 -6.9407787 ]
115,[-0.97860235  0.20576072 -6.9407787 ],[0.56245375],-13.428177200955686,[-0.8565004   0.51614636 -6.7020903 ]
116,[-0.8565004   0.51614636 -6.7020903 ],[1.1402938],-11.24918744240279,[-0.6603269  0.7509783 -6.1439366]
117,[-0.6603269  0.7509783 -6.1439366],[0.27380165],-9.028365193818642,[-0.42980102  0.90292364 -5.5396323 ]
118,[-0.42980102  0.90292364 -5.5396323 ],[0.01585568],-7.1292549577815665,[-0.19991317  0.97981364 -4.8600616 ]
119,[-0.19991317  0.97981364 -4.8600616 ],[-1.344773],-5.504044719504754,[ 0.01507599  0.99988633 -4.326917  ]
120,[ 0.01507599  0.99988633 -4.326917  ],[0.36721987],-0.2095196612383693,[0.88780016 0.4602291  0.41516083]
121,[0.88780016 0.4602291  0.41516083],[-1.1667676],-0.2473233652984643,[0.8739529  0.48601058 0.58531755]
122,[0.8739529  0.48601058 0.58531755],[1.2209145],-0.293325952672219,[0.8450342 0.5347123 1.1329626]
123,[0.8450342 0.5347123 1.1329626],[0.44051462],-0.44683917717346927,[0.7995979  0.60053575 1.600074  ]
124,[0.7995979  0.60053575 1.600074  ],[-1.5187945],-0.6732866575264247,[0.741627  0.6708125 1.8226566]
125,[0.741627  0.6708125 1.8226566],[-0.9267014],-0.8737381799453363,[0.66399914 0.74773335 2.186761  ]
126,[0.66399914 0.74773335 2.186761  ],[0.60655487],-1.1919800300787975,[0.551555  0.8341385 2.8385441]
127,[0.551555  0.8341385 2.8385441],[-1.7844715],-1.7822360453137163,[0.4117772  0.91128457 3.1964772 ]
128,[0.4117772  0.91128457 3.1964772 ],[0.17362791],-2.335993496661663,[0.22710522 0.9738702  3.9059849 ]
129,[0.22710522 0.9738702  3.9059849 ],[1.4803513],-3.3280009931386227,[-0.01381738  0.9999045   4.8584404 ]
130,[-0.01381738  0.9999045   4.8584404 ],[1.3192691],-4.873186602418261,[-0.29946396  0.95410764  5.806259  ]
131,[-0.29946396  0.95410764  5.806259  ],[0.7497208],-6.887178029096739,[-0.5938581  0.8045698  6.634298 ]
132,[-0.5938581  0.8045698  6.634298 ],[0.9603784],-9.271581927621547,[-0.844127   0.5361433  7.381782 ]
133,[-0.844127   0.5361433  7.381782 ],[1.890656],-12.087035598296374,[-0.98627645  0.16510214  8.        ]
134,[-0.98627645  0.16510214  8.        ],[-0.14696278],-15.254997081784865,[-0.9727146  -0.23200502  8.        ]
135,[-0.9727146  -0.23200502  8.        ],[-0.10218357],-14.853300501909809,[-0.8111551 -0.5848311  7.810669 ]
136,[-0.8111551 -0.5848311  7.810669 ],[1.2581711],-12.437127812768486,[-0.5380196  -0.84293234  7.560771  ]
137,[-0.5380196  -0.84293234  7.560771  ],[-0.3065403],-10.291437028345142,[-0.22208892 -0.9750264   6.882591  ]
138,[-0.22208892 -0.9750264   6.882591  ],[-0.5826283],-7.958482213512234,[ 0.07915706 -0.9968622   6.0639267 ]
139,[ 0.07915706 -0.9968622   6.0639267 ],[0.5188155],-5.902130222694931,[ 0.34190664 -0.9397339   5.3941026 ]
140,[ 0.34190664 -0.9397339   5.3941026 ],[-0.22975908],-0.08235490110435496,[ 0.9557785  -0.29408756 -0.2329967 ]
141,[ 0.9557785  -0.29408756 -0.2329967 ],[-1.5187929],-0.09683816054383002,[ 0.9452065 -0.3264731 -0.6813813]
142,[ 0.9452065 -0.3264731 -0.6813813],[0.26497793],-0.1571009258896435,[ 0.92981213 -0.36803448 -0.88648945]
143,[ 0.92981213 -0.36803448 -0.88648945],[0.8301186],-0.22132473070472056,[ 0.90946776 -0.4157744  -1.0379975 ]
144,[ 0.90946776 -0.4157744  -1.0379975 ],[0.5281588],-0.29188724519613246,[ 0.88123655 -0.47267547 -1.2706045 ]
145,[ 0.88123655 -0.47267547 -1.2706045 ],[-1.4453518],-0.40591589704712294,[ 0.8340322 -0.5517158 -1.8419138]
146,[ 0.8340322 -0.5517158 -1.8419138],[-1.7659905],-0.683930196716809,[ 0.75806844 -0.652175   -2.5205994 ]
147,[ 0.75806844 -0.652175   -2.5205994 ],[-0.5183934],-1.1403500398010749,[ 0.64877367 -0.76098144 -3.0874896 ]
148,[ 0.64877367 -0.76098144 -3.0874896 ],[-1.6059426],-1.70375962467598,[ 0.48906368 -0.87224805 -3.899117  ]
149,[ 0.48906368 -0.87224805 -3.899117  ],[0.18182197],-2.6434787681941665,[ 0.28088346 -0.9597419  -4.5260296 ]
150,[ 0.28088346 -0.9597419  -4.5260296 ],[-0.3759273],-3.702642332817466,[ 0.01960197 -0.99980783 -5.302225  ]
151,[ 0.01960197 -0.99980783 -5.302225  ],[-1.3673823],-5.219429025886157,[-0.28907093 -0.9573077  -6.2571883 ]
152,[-0.28907093 -0.9573077  -6.2571883 ],[0.11247644],-7.38994524445608,[-0.59813434 -0.80139583 -6.9582977 ]
153,[-0.59813434 -0.80139583 -6.9582977 ],[-1.3048875],-9.73629337821671,[-0.85674506 -0.51574016 -7.755078  ]
154,[-0.85674506 -0.51574016 -7.755078  ],[-0.19672075],-12.772712720860497,[-0.9899531  -0.14139591 -8.        ]
155,[-0.9899531  -0.14139591 -8.        ],[1.3086522],-15.400040455063122,[-0.96801144  0.25090602 -7.909749  ]
156,[-0.96801144  0.25090602 -7.909749  ],[1.6107036],-14.599416020602364,[-0.8094307   0.58721536 -7.4799643 ]
157,[-0.8094307   0.58721536 -7.4799643 ],[0.81405187],-11.915736040998565,[-0.5624201   0.82685167 -6.9174447 ]
158,[-0.5624201   0.82685167 -6.9174447 ],[-0.5095559],-9.48604793159662,[-0.27503183  0.96143514 -6.3737392 ]
159,[-0.27503183  0.96143514 -6.3737392 ],[1.6137837],-7.485410846203037,[-0.00809295  0.9999673  -5.4105954 ]
160,[-0.00809295  0.9999673  -5.4105954 ],[-0.90633035],-0.009212017668149356,[0.99960756 0.02801303 0.16172262]
161,[0.99960756 0.02801303 0.16172262],[-0.39838162],-0.003559063676289884,[0.9994164  0.03415881 0.12297514]
162,[0.9994164  0.03415881 0.12297514],[-0.7624756],-0.0032609360918652267,[0.9993565  0.03586891 0.03422291]
163,[0.9993565  0.03586891 0.03422291],[1.9849457],-0.0053442605896259565,[0.9985521  0.05379394 0.35886645]
164,[0.9985521  0.05379394 0.35886645],[-1.8122939],-0.019059505424156284,[0.9981892  0.06015198 0.12736781]
165,[0.9981892  0.06015198 0.12736781],[1.621666],-0.007874689715525343,[0.9967233  0.08088644 0.4157317 ]
166,[0.9967233  0.08088644 0.4157317 ],[-0.10007225],-0.023850232903339014,[0.9945923  0.10385657 0.4613857 ]
167,[0.9945923  0.10385657 0.4613857 ],[0.64097315],-0.03252371367772471,[0.99079126 0.13539824 0.6354241 ]
168,[0.99079126 0.13539824 0.6354241 ],[1.8682716],-0.062312634862042277,[0.98262656 0.18559374 1.0172135 ]
169,[0.98262656 0.18559374 1.0172135 ],[-1.7062999],-0.14123174178641382,[0.97327757 0.22963169 0.9004638 ]
170,[0.97327757 0.22963169 0.9004638 ],[-1.4211217],-0.13678763933604868,[0.9625133  0.27123433 0.85951936]
171,[0.9625133  0.27123433 0.85951936],[-1.9315512],-0.15305471502730994,[0.95131063 0.30823377 0.77321243]
172,[0.95131063 0.30823377 0.77321243],[-0.43322143],-0.15815277291561333,[0.935789   0.35256067 0.93940455]
173,[0.935789   0.35256067 0.93940455],[-0.21192345],-0.2181134584565797,[0.9135337  0.40676302 1.1720365 ]
174,[0.9135337  0.40676302 1.1720365 ],[-0.05940404],-0.31285430633583483,[0.88123965 0.4726697  1.4681982 ]
175,[0.88123965 0.4726697  1.4681982 ],[1.2573378],-0.45951829709910497,[0.8293333 0.5587542 2.011301 ]
176,[0.8293333 0.5587542 2.011301 ],[-0.12414034],-0.7560587008395675,[0.75609535 0.65446144 2.4117458 ]
177,[0.75609535 0.65446144 2.4117458 ],[1.2359697],-1.092218987255396,[0.6464535 0.7629534 3.0879872]
178,[0.6464535 0.7629534 3.0879872],[1.5110252],-1.7090471840893415,[0.48694098 0.8734349  3.886856  ]
179,[0.48694098 0.8734349  3.886856  ],[0.44964457],-2.6392621657448005,[0.27454364 0.9615746  4.609379  ]
180,[0.27454364 0.9615746  4.609379  ],[1.3415266],-7.730940038324165,[-0.94539124 -0.3259377  -0.76124203]
181,[-0.94539124 -0.3259377  -0.76124203],[-0.6102278],-7.952113055937469,[-0.96184134 -0.27360776 -1.0972295 ]
182,[-0.96184134 -0.27360776 -1.0972295 ],[1.1236295],-8.326731723522975,[-0.97579974 -0.21866621 -1.1338909 ]
183,[-0.97579974 -0.21866621 -1.1338909 ],[1.8882161],-8.665225866964096,[-0.985633   -0.16890094 -1.0146581 ]
184,[-0.985633   -0.16890094 -1.0146581 ],[0.9307239],-8.935879212130228,[-0.99285305 -0.11934309 -1.0017252 ]
185,[-0.99285305 -0.11934309 -1.0017252 ],[-1.8913976],-9.236191754895508,[-0.99870586 -0.05085916 -1.3749422 ]
186,[-0.99870586 -0.05085916 -1.3749422 ],[-0.46233648],-9.741758190216508,[-0.99972993  0.02323865 -1.482437  ]
187,[-0.99972993  0.02323865 -1.482437  ],[-1.5886245],-9.946404344482929,[-0.99412984  0.10819362 -1.7033017 ]
188,[-0.99412984  0.10819362 -1.7033017 ],[-1.2345055],-9.491870012770498,[-0.9803097   0.19746609 -1.8073323 ]
189,[-0.9803097   0.19746609 -1.8073323 ],[1.9491051],-8.990634822864992,[-0.9645362   0.26395062 -1.366867  ]
190,[-0.9645362   0.26395062 -1.366867  ],[-0.81542],-8.450114674109098,[-0.9454977   0.32562876 -1.291217  ]
191,[-0.9454977   0.32562876 -1.291217  ],[0.87888974],-8.063124571258854,[-0.9296131   0.36853698 -0.915162  ]
192,[-0.9296131   0.36853698 -0.915162  ],[1.3079367],-7.726031797005637,[-0.92123103  0.38901597 -0.44256878]
193,[-0.92123103  0.38901597 -0.44256878],[-1.9898831],-7.5422719671885705,[-0.9122603   0.40961105 -0.44928926]
194,[-0.9122603   0.40961105 -0.44928926],[-0.45956865],-7.416431123859216,[-0.9078878   0.41921315 -0.21101627]
195,[-0.9078878   0.41921315 -0.21101627],[1.109038],-7.344440662923127,[-0.91345924  0.40693027  0.26974928]
196,[-0.91345924  0.40693027  0.26974928],[-1.7591289],-7.422386290099724,[-0.9196778   0.3926738   0.31107765]
197,[-0.9196778   0.3926738   0.31107765],[-1.0996116],-7.507834232134841,[-0.92810535  0.37231773  0.44064125]
198,[-0.92810535  0.37231773  0.44064125],[0.03059515],-7.637500999319284,[-0.9409802   0.33846167  0.7244688 ]
199,[-0.9409802   0.33846167  0.7244688 ],[-0.62450045],-7.87223098322152,[-0.9550258   0.29652277  0.88464004]
200,[-0.9550258   0.29652277  0.88464004],[-1.0586774],-9.14755234909042,[-0.98928696 -0.14598411  0.43021116]
201,[-0.98928696 -0.14598411  0.43021116],[-0.86132216],-8.989784090178304,[-0.98784363 -0.15545093  0.19152474]
202,[-0.98784363 -0.15545093  0.19152474],[0.66127145],-8.917367920181379,[-0.98645276 -0.16404545  0.17412727]
203,[-0.98645276 -0.16404545  0.17412727],[-0.04976178],-8.864386927264736,[-0.98609257 -0.16619694  0.04362892]
204,[-0.98609257 -0.16619694  0.04362892],[0.12717825],-8.848576236111965,[-0.9866026  -0.16314213 -0.06194206]
205,[-0.9866026  -0.16314213 -0.06194206],[-1.1541066],-8.868520364257627,[-0.98936033 -0.1454857  -0.35741463]
206,[-0.98936033 -0.1454857  -0.35741463],[-1.5802559],-8.988823819022933,[-0.99386513 -0.11059879 -0.7035673 ]
207,[-0.99386513 -0.11059879 -0.7035673 ],[1.0358968],-9.236123213951048,[-0.99685985 -0.07918593 -0.6311319 ]
208,[-0.99685985 -0.07918593 -0.6311319 ],[1.0980858],-9.418865169119822,[-0.99859697 -0.05295372 -0.52580845]
209,[-0.99859697 -0.05295372 -0.52580845],[0.8371475],-9.567885663037247,[-0.9995201  -0.03097596 -0.43995163]
210,[-0.9995201  -0.03097596 -0.43995163],[0.78853256],-9.695882899275519,[-0.99990565 -0.0137353  -0.34490374]
211,[-0.99990565 -0.0137353  -0.34490374],[-1.1142482],-9.79662633211453,[-0.99992335  0.01238107 -0.52234244]
212,[-0.99992335  0.01238107 -0.52234244],[-0.14200874],-9.819267461420893,[-0.99923575  0.03908933 -0.5343579 ]
213,[-0.99923575  0.03908933 -0.5343579 ],[0.0868315],-9.654026474726898,[-0.99797183  0.06365702 -0.4920162 ]
214,[-0.99797183  0.06365702 -0.4920162 ],[1.5635991],-9.500075429922447,[-0.9972494   0.07411874 -0.20973358]
215,[-0.9972494   0.07411874 -0.20973358],[-1.574579],-9.415856938889142,[-0.99561304  0.09356628 -0.39033136]
216,[-0.99561304  0.09356628 -0.39033136],[-1.1003047],-9.306075774561638,[-0.9930504   0.11769006 -0.48520237]
217,[-0.9930504   0.11769006 -0.48520237],[1.835133],-9.169243336365899,[-0.99231607  0.12372882 -0.12166487]
