,s,a,r,s1
65,[-0.49087477  0.00721738],[-0.05130351],-0.0002632049717377072,[-0.48397937  0.00689539]
66,[-0.48397937  0.00689539],[-0.16540778],-0.0027359732636696777,[-0.47762856  0.00635083]
67,[-0.47762856  0.00635083],[0.35119152],-0.012333548420519947,[-0.47109464  0.00653393]
68,[-0.47109464  0.00653393],[-0.38313568],-0.014679294651820385,[-0.46552756  0.00556707]
69,[-0.46552756  0.00556707],[-0.16933554],-0.0028674526498807754,[-0.46064782  0.00487974]
70,[-0.46064782  0.00487974],[0.07130075],-0.0005083796239034655,[-0.45613047  0.00451736]
71,[-0.45613047  0.00451736],[-0.5082555],-0.02583236346983995,[-0.45287806  0.00325241]
72,[-0.45287806  0.00325241],[0.31592155],-0.009980642261331241,[-0.4496782   0.00319986]
73,[-0.4496782   0.00319986],[0.01504433],-2.263319118043228e-05,[-0.44700566  0.00267255]
74,[-0.44700566  0.00267255],[-0.07486749],-0.0005605140602767733,[-0.4450148   0.00199084]
75,[-0.4450148   0.00199084],[-0.24341738],-0.005925202197671809,[-0.44397303  0.00104178]
76,[-0.44397303  0.00104178],[-0.29310453],-0.008591026514353927,[-4.43962425e-01  1.05953595e-05]
77,[-4.43962425e-01  1.05953595e-05],[-0.52060694],-0.02710315807953556,[-0.44532436 -0.00136192]
78,[-0.44532436 -0.00136192],[0.1276964],-0.0016306369275653765,[-0.4470764  -0.00175206]
79,[-0.4470764  -0.00175206],[0.29693294],-0.008816916831216303,[-0.44895196 -0.00187555]
80,[-0.44895196 -0.00187555],[-0.0329181],-0.00010836010171857425,[-0.45143208 -0.00248011]
81,[-0.45143208 -0.00248011],[-0.12989938],-0.001687384959758731,[-0.45464405 -0.00321199]
82,[-0.45464405 -0.00321199],[-0.19304168],-0.003726509108334142,[-0.45865908 -0.00401503]
83,[-0.45865908 -0.00401503],[0.764768],-0.05848701005806021,[-0.46201092 -0.00335185]
84,[-0.46201092 -0.00335185],[-0.53328055],-0.02843881465372853,[-0.46662197 -0.00461106]
85,[-0.46662197 -0.00461106],[-0.62907904],-0.03957404434303591,[-0.4726019  -0.00597992]
86,[-0.4726019  -0.00597992],[0.20740914],-0.00430185527857816,[-0.47865167 -0.0060498 ]
87,[-0.47865167 -0.0060498 ],[-0.05653101],-0.0003195755324330918,[-0.48512235 -0.00647068]
88,[-0.48512235 -0.00647068],[0.05862105],-0.00034364273773377366,[-0.49179304 -0.00667068]
89,[-0.49179304 -0.00667068],[-0.01891524],-3.577861527936932e-05,[-0.49873027 -0.00693723]
90,[-0.49873027 -0.00693723],[0.779161],-0.06070918271600476,[-0.5046851  -0.00595483]
91,[-0.5046851  -0.00595483],[-0.18149662],-0.003294102313611802,[-0.511054   -0.00636885]
92,[-0.511054   -0.00636885],[0.08765769],-0.0007683870624589418,[-0.5173854  -0.00633143]
93,[-0.5173854  -0.00633143],[0.5469719],-0.02991782781533772,[-0.522943   -0.00555757]
94,[-0.522943   -0.00555757],[-0.15068394],-0.002270564961026267,[-0.5287315  -0.00578851]
95,[-0.5287315  -0.00578851],[0.04858184],-0.0002360195042513169,[-0.5344087  -0.00567714]
96,[-0.5344087  -0.00567714],[0.01812553],-3.285349848738406e-05,[-0.5399776 -0.0055689]
97,[-0.5399776 -0.0055689],[0.48112702],-0.023148321293143682,[-0.54470205 -0.00472441]
98,[-0.54470205 -0.00472441],[-0.06030053],-0.00036361537980589276,[-0.5493587 -0.0046567]
99,[-0.5493587 -0.0046567],[-0.13137037],-0.0017258172963042996,[-0.55401945 -0.00466074]
100,[-0.55401945 -0.00466074],[-0.46017212],-0.021175837704010193,[-0.5591426  -0.00512316]
101,[-0.5591426  -0.00512316],[-0.4601015],-0.02116933767314464,[-0.5646898  -0.00554724]
102,[-0.5646898  -0.00554724],[0.00748718],-5.605783213979976e-06,[-0.56991845 -0.00522861]
103,[-0.56991845 -0.00522861],[-0.37806588],-0.01429338127303801,[-0.57536787 -0.00544943]
104,[-0.57536787 -0.00544943],[-0.5798407],-0.03362152602220512,[-0.5813003  -0.00593248]
105,[-0.5813003  -0.00593248],[-0.4290713],-0.018410218664713797,[-0.5874458  -0.00614548]
106,[-0.5874458  -0.00614548],[0.15998077],-0.002559384802589193,[-0.59287536 -0.00542958]
107,[-0.59287536 -0.00542958],[-0.00858635],-7.3725356575238266e-06,[-0.597802   -0.00492662]
108,[-0.597802   -0.00492662],[-0.42705345],-0.018237465047059233,[-0.60281724 -0.00501526]
109,[-0.60281724 -0.00501526],[0.10761547],-0.0011581089574065118,[-0.6070825  -0.00426527]
110,[-0.6070825  -0.00426527],[0.3068396],-0.00941505311096904,[-0.6102679  -0.00318541]
111,[-0.6102679  -0.00318541],[0.18478191],-0.003414435388960158,[-0.6125334  -0.00226552]
112,[-0.6125334  -0.00226552],[0.03526103],-0.0001243340586839281,[-0.61408687 -0.0015535 ]
113,[-0.61408687 -0.0015535 ],[0.09494531],-0.0009014612184628846,[-0.6148276  -0.00074073]
114,[-0.6148276  -0.00074073],[0.44178152],-0.019517091215880102,[-6.1422992e-01  5.9764733e-04]
115,[-6.1422992e-01  5.9764733e-04],[0.43909788],-0.01928069493772,[-0.61230224  0.00192768]
116,[-0.61230224  0.00192768],[0.4715278],-0.022233848019146765,[-0.6090098   0.00329243]
117,[-0.6090098   0.00329243],[0.05350721],-0.00028630213961520216,[-0.60500354  0.00400628]
118,[-0.60500354  0.00400628],[0.08582211],-0.0007365433776612918,[-0.600264   0.0047395]
119,[-0.600264   0.0047395],[0.23141778],-0.005355418665727996,[-0.5946075   0.00565656]
120,[-0.5946075   0.00565656],[0.23092294],-0.005332540301429845,[-0.588076    0.00653149]
121,[-0.588076    0.00653149],[0.29083943],-0.00845875761775119,[-0.5806277   0.00744832]
122,[-0.5806277   0.00744832],[0.30308485],-0.009186042648821058,[-0.5722991   0.00832858]
123,[-0.5722991   0.00832858],[0.03812587],-0.00014535821624264144,[-0.5635494   0.00874973]
124,[-0.5635494   0.00874973],[-0.13834417],-0.0019139109003063481,[-0.5547083   0.00884112]
125,[-0.5547083   0.00884112],[0.11606705],-0.0013471560533858452,[-0.5454601   0.00924821]
126,[-0.5454601   0.00924821],[0.3325578],-0.01105946886327871,[-0.5355492   0.00991088]
127,[-0.5355492   0.00991088],[-0.06156313],-0.00037900194917170896,[-0.5256411   0.00990815]
128,[-0.5256411   0.00990815],[0.51480806],-0.026502733734231756,[-0.5149454   0.01069568]
129,[-0.5149454   0.01069568],[0.10828292],-0.0011725191564678995,[-0.5041522   0.01079321]
130,[-0.5041522   0.01079321],[0.04391992],-0.00019289594537355017,[-0.49343887  0.01071332]
131,[-0.49343887  0.01071332],[-0.11666203],-0.0013610028182483803,[-0.48312643  0.01031244]
132,[-0.48312643  0.01031244],[-0.10328209],-0.001066719094139046,[-0.47327173  0.00985472]
133,[-0.47327173  0.00985472],[-0.10300565],-0.0010610163449712219,[-0.46394753  0.00932419]
134,[-0.46394753  0.00932419],[0.25559223],-0.006532738649367787,[-0.45468497  0.00926258]
135,[-0.45468497  0.00926258],[0.17956674],-0.003224421446965664,[-0.44566622  0.00901875]
136,[-0.44566622  0.00901875],[0.01024902],-1.0504238368014285e-05,[-0.43721128  0.00845494]
137,[-0.43721128  0.00845494],[-0.2934152],-0.008609247301230027,[-0.42983714  0.00737414]
138,[-0.42983714  0.00737414],[-0.05896682],-0.0003477085326867524,[-0.42324543  0.00659171]
139,[-0.42324543  0.00659171],[-0.07959056],-0.0006334657082845752,[-0.41751444  0.00573099]
140,[-0.41751444  0.00573099],[-0.4238395],-0.01796399298023097,[-0.41320148  0.00431296]
141,[-0.41320148  0.00431296],[-0.35981178],-0.01294645190682786,[-0.41024116  0.00296032]
142,[-0.41024116  0.00296032],[-0.2897135],-0.008393391320068134,[-0.4085493   0.00169186]
143,[-0.4085493   0.00169186],[0.13960123],-0.0019488503590991968,[-0.4074939   0.00105542]
144,[-0.4074939   0.00105542],[-0.3672651],-0.013488365753245546,[-4.0784264e-01 -3.4876162e-04]
145,[-4.0784264e-01 -3.4876162e-04],[0.72497725],-0.05255920200752939,[-4.07954752e-01 -1.12122136e-04]
146,[-4.07954752e-01 -1.12122136e-04],[-0.42713863],-0.01824474063127788,[-0.4095576  -0.00160287]
147,[-0.4095576  -0.00160287],[0.5372598],-0.02886481110954833,[-0.4111933 -0.0016357]
148,[-0.4111933 -0.0016357],[-0.039783],-0.00015826871642730112,[-0.41371584 -0.00252253]
149,[-0.41371584 -0.00252253],[-0.48794895],-0.02380941818125315,[-0.41777956 -0.00406373]
150,[-0.41777956 -0.00406373],[-0.9788116],-0.09580721907083359,[-0.42409188 -0.00631232]
151,[-0.42409188 -0.00631232],[0.314821],-0.009911226510581628,[-0.43066722 -0.00657536]
152,[-0.43066722 -0.00657536],[-0.3461401],-0.011981295958665684,[-0.43844977 -0.00778256]
153,[-0.43844977 -0.00778256],[-0.27968532],-0.007822387736766601,[-0.44728357 -0.00883378]
154,[-0.44728357 -0.00883378],[0.16568494],-0.0027451498822813392,[-0.4564362  -0.00915263]
155,[-0.4564362  -0.00915263],[-0.71586764],-0.05124664759774902,[-0.46716294 -0.01072675]
156,[-0.46716294 -0.01072675],[-0.24442714],-0.005974462898183575,[-0.47867757 -0.01151464]
157,[-0.47867757 -0.01151464],[0.23519933],-0.005531872588484532,[-0.4901753  -0.01149774]
158,[-0.4901753  -0.01149774],[-0.6446055],-0.0415516273046265,[-0.5028902 -0.0127149]
159,[-0.5028902 -0.0127149],[-0.88407683],-0.07815918479291782,[-0.51708645 -0.01419623]
160,[-0.51708645 -0.01419623],[-0.20448697],-0.004181491931832682,[-0.53163826 -0.0145518 ]
161,[-0.53163826 -0.0145518 ],[-0.84161264],-0.07083118308304713,[-0.5473922  -0.01575393]
162,[-0.5473922  -0.01575393],[0.31568956],-0.009965990066143605,[-0.5624943  -0.01510209]
163,[-0.5624943  -0.01510209],[-0.92526054],-0.0856107073956082,[-0.5786932  -0.01619893]
164,[-0.5786932  -0.01619893],[-0.10370016],-0.0010753723387324499,[-0.5946364  -0.01594315]
165,[-0.5946364  -0.01594315],[-0.38003433],-0.014442609008371222,[-0.6106208  -0.01598444]
166,[-0.6106208  -0.01598444],[-0.7322716],-0.05362217132878336,[-0.6270584  -0.01643758]
167,[-0.6270584  -0.01643758],[0.5882578],-0.03460472270389801,[-0.64185005 -0.01479164]
168,[-0.64185005 -0.01479164],[-0.02728027],-7.442131887422932e-05,[-0.65581423 -0.01396416]
169,[-0.65581423 -0.01396416],[0.42343748],-0.017929929621517716,[-0.6681774  -0.01236319]
170,[-0.6681774  -0.01236319],[-0.6255051],-0.039125661731544886,[-0.6804282  -0.01225079]
171,[-0.6804282  -0.01225079],[-0.0831157],-0.0006908219072343513,[-0.69167036 -0.01124216]
172,[-0.69167036 -0.01124216],[-0.615714],-0.037910374651449176,[-0.7026283  -0.01095793]
173,[-0.7026283  -0.01095793],[0.64914274],-0.04213862996950866,[-0.71133345 -0.00870512]
174,[-0.71133345 -0.00870512],[-0.66737276],-0.04453864050036636,[-0.71970487 -0.00837143]
175,[-0.71970487 -0.00837143],[0.15104294],-0.002281396918988321,[-0.7264623  -0.00675746]
176,[-0.7264623  -0.00675746],[-0.52760166],-0.027836351089394286,[-0.7325819  -0.00611959]
177,[-0.7325819  -0.00611959],[-0.12089127],-0.0014614699892806728,[-0.73741615 -0.00483423]
178,[-0.73741615 -0.00483423],[-0.24332643],-0.005920774937209217,[-0.74111944 -0.00370332]
179,[-0.74111944 -0.00370332],[-0.44884288],-0.02014599337185388,[-0.74397796 -0.00285853]
180,[-0.74397796 -0.00285853],[-0.13800162],-0.0019044447335009097,[-0.74550843 -0.00153049]
181,[-0.74550843 -0.00153049],[0.48314714],-0.023343116306227787,[-7.447701e-01  7.383120e-04]
182,[-7.447701e-01  7.383120e-04],[0.25646698],-0.0065775314266161905,[-0.7421074   0.00266274]
183,[-0.7421074   0.00266274],[-0.03207821],-0.00010290113347686259,[-0.73796886  0.00413856]
184,[-0.73796886  0.00413856],[0.05111444],-0.000261268597286346,[-0.7322544   0.00571445]
185,[-0.7322544   0.00571445],[0.29046524],-0.008437005315614953,[-0.72463953  0.00761485]
186,[-0.72463953  0.00761485],[0.00531948],-2.829682627236707e-06,[-0.71559864  0.00904087]
187,[-0.71559864  0.00904087],[0.22818804],-0.0052069780628016815,[-0.70485383  0.01074484]
188,[-0.70485383  0.01074484],[0.04005623],-0.0001604501452675322,[-0.6927555   0.01209832]
189,[-0.6927555   0.01209832],[0.39682686],-0.015747155942769098,[-0.678847    0.01390848]
190,[-0.678847    0.01390848],[0.103176],-0.0010645286508420783,[-0.66366106  0.01518597]
191,[-0.66366106  0.01518597],[0.31034052],-0.009631124066267205,[-0.64698976  0.01667131]
192,[-0.64698976  0.01667131],[0.3115474],-0.00970617815539896,[-0.6289467   0.01804307]
193,[-0.6289467   0.01804307],[0.1196028],-0.0014304829628045469,[-0.6099472  0.0189995]
194,[-0.6099472  0.0189995],[0.42115164],-0.01773687022161994,[-0.5896756   0.02027162]
195,[-0.5896756   0.02027162],[0.18494797],-0.003420575069321785,[-0.5686342   0.02104138]
196,[-0.5686342   0.02104138],[0.305969],-0.00936170288769631,[-0.54679716  0.02183707]
197,[-0.54679716  0.02183707],[0.1343615],-0.0018053014162489945,[-0.5245847   0.02221246]
198,[-0.5245847   0.02221246],[0.31059277],-0.009646786913437212,[-0.50189894  0.02268574]
199,[-0.50189894  0.02268574],[0.17528939],-0.003072637111296217,[-0.4791129   0.02278604]
200,[-0.4791129   0.02278604],[0.40285802],-0.016229458337198823,[-0.45605522  0.02305767]
201,[-0.45605522  0.02305767],[0.04731917],-0.00022391042103322436,[-0.4334297   0.02262554]
202,[-0.4334297   0.02262554],[0.43402648],-0.018837898509906383,[-0.41082117  0.02260852]
203,[-0.41082117  0.02260852],[0.3271923],-0.010705480544493185,[-0.38855165  0.02226952]
204,[-0.38855165  0.02226952],[0.23019552],-0.005298997849081388,[-0.3669222   0.02162945]
205,[-0.3669222   0.02162945],[0.26050735],-0.006786407690293573,[-0.3460343   0.02088793]
206,[-0.3460343   0.02088793],[-0.11013764],-0.0012130300059741473,[-0.3265812   0.01945308]
207,[-0.3265812   0.01945308],[0.35540724],-0.01263143048274742,[-0.3079881  0.0185931]
208,[-0.3079881  0.0185931],[0.2135166],-0.004558933547754407,[-0.29058138  0.01740672]
209,[-0.29058138  0.01740672],[0.5481421],-0.030045973497580293,[-0.27396116  0.01662021]
210,[-0.27396116  0.01662021],[0.28670716],-0.008220099723354224,[-0.258613    0.01534816]
211,[-0.258613    0.01534816],[0.30837834],-0.009509719984954756,[-0.24458686  0.01402614]
212,[-0.24458686  0.01402614],[-0.02659947],-7.075316340809934e-05,[-0.23245727  0.01212959]
213,[-0.23245727  0.01212959],[0.01620734],-2.6267778493149764e-05,[-0.22221969  0.01023757]
214,[-0.22221969  0.01023757],[-0.21034986],-0.004424706267949219,[-0.21426238  0.00795731]
215,[-0.21426238  0.00795731],[-0.27291363],-0.007448185204723146,[-0.20871551  0.00554687]
216,[-0.20871551  0.00554687],[0.24871719],-0.006186024002205671,[-0.20482129  0.00389422]
217,[-0.20482129  0.00389422],[0.37041378],-0.013720636857124192,[-0.20241416  0.00240713]
218,[-0.20241416  0.00240713],[-0.11040825],-0.0012189980898998699,[-2.022257e-01  1.884590e-04]
219,[-2.022257e-01  1.884590e-04],[-0.34738922],-0.012067927099997178,[-0.2046122  -0.00238649]
220,[-0.2046122  -0.00238649],[0.4005499],-0.016044021326615622,[-0.20844147 -0.00382928]
221,[-0.20844147 -0.00382928],[-0.48565972],-0.023586536218660116,[-0.21502617 -0.0065847 ]
222,[-0.21502617 -0.0065847 ],[0.1739273],-0.0030250708165112886,[-0.2233476  -0.00832144]
223,[-0.2233476  -0.00832144],[0.64749897],-0.041925491001713056,[-0.23265728 -0.00930968]
224,[-0.23265728 -0.00930968],[1.],-0.1,[-0.24238233 -0.00972505]
225,[-0.24238233 -0.00972505],[0.03642917],-0.0001327084193292194,[-0.25392044 -0.01153809]
226,[-0.25392044 -0.01153809],[0.1559174],-0.00243102375193871,[-0.2670337  -0.01311327]
227,[-0.2670337  -0.01311327],[-1.],-0.1,[-0.28338677 -0.01635306]
228,[-0.28338677 -0.01635306],[-0.49472636],-0.024475417112470057,[-0.30213156 -0.0187448 ]
229,[-0.30213156 -0.0187448 ],[-1.],-0.1,[-0.32391784 -0.02178627]
230,[-0.32391784 -0.02178627],[1.],-0.1,[-0.34561375 -0.0216959 ]
231,[-0.34561375 -0.0216959 ],[0.04936981],-0.0002437378338072449,[-0.36850795 -0.0228942 ]
232,[-0.36850795 -0.0228942 ],[-0.8370304],-0.07006199085481057,[-0.39377937 -0.02527142]
233,[-0.39377937 -0.02527142],[-1.],-0.1,[-0.4215     -0.02772063]
234,[-0.4215     -0.02772063],[-0.35023445],-0.012266416920312296,[-0.4504998  -0.02899981]
235,[-0.4504998  -0.02899981],[-1.],-0.1,[-0.48154348 -0.03104367]
236,[-0.48154348 -0.03104367],[-1.],-0.1,[-0.51440173 -0.03285825]
237,[-0.51440173 -0.03285825],[-0.22344339],-0.004992694806050225,[-0.5476641  -0.03326238]
238,[-0.5476641  -0.03326238],[-1.],-0.1,[-0.5822461  -0.03458204]
239,[-0.5822461  -0.03458204],[-1.],-0.1,[-0.6178906  -0.03564446]
240,[-0.6178906  -0.03564446],[-1.],-0.1,[-0.6543373  -0.03644666]
241,[-0.6543373  -0.03644666],[-0.16591156],-0.002752664417882045,[-0.69007725 -0.03573994]
242,[-0.69007725 -0.03573994],[-0.23158097],-0.00536297469034821,[-0.72496724 -0.03488998]
243,[-0.72496724 -0.03488998],[1.],-0.1,[-0.75693715 -0.03196992]
244,[-0.75693715 -0.03196992],[-1.],-0.1,[-0.7887965  -0.03185934]
245,[-0.7887965  -0.03185934],[-0.48375273],-0.023401670137195654,[-0.81959575 -0.03079927]
246,[-0.81959575 -0.03079927],[-0.25214595],-0.006357757809727005,[-0.84883374 -0.02923798]
247,[-0.84883374 -0.02923798],[1.],-0.1,[-0.87450147 -0.02566773]
248,[-0.87450147 -0.02566773],[-1.],-0.1,[-0.8994973  -0.02499582]
249,[-0.8994973  -0.02499582],[-0.15862632],-0.0025162308755227515,[-0.9224725  -0.02297519]
250,[-0.9224725  -0.02297519],[-0.07506859],-0.0005635293658784235,[-0.94323325 -0.02076077]
251,[-0.94323325 -0.02076077],[-0.8839937],-0.07814448355539448,[-0.96294063 -0.01970737]
252,[-0.96294063 -0.01970737],[0.06909049],-0.000477349519668735,[-0.9801238  -0.01718318]
253,[-0.9801238  -0.01718318],[0.09189618],-0.0008444907225580779,[-0.99471956 -0.01459578]
254,[-0.99471956 -0.01459578],[0.33061266],-0.010930473059147516,[-1.0063504  -0.01163078]
255,[-1.0063504  -0.01163078],[-0.56579506],-0.032012405441561496,[-1.0163486  -0.00999822]
256,[-1.0163486  -0.00999822],[0.61366177],-0.03765807631143617,[-1.022937   -0.00658842]
257,[-1.022937   -0.00658842],[0.03741932],-0.00014002054458615021,[-1.026976   -0.00403891]
258,[-1.026976   -0.00403891],[0.07002628],-0.0004903679679969742,[-1.0284145  -0.00143847]
259,[-1.0284145  -0.00143847],[0.43791032],-0.019176544693897315,[-1.0267      0.00171443]
260,[-1.0267      0.00171443],[0.26144242],-0.00683521404744738,[-1.0220982   0.00460187]
261,[-1.0220982   0.00460187],[0.41053462],-0.01685386744525772,[-1.0143876   0.00771058]
262,[-1.0143876   0.00771058],[0.30814564],-0.009495373685651032,[-1.003727   0.0106607]
263,[-1.003727   0.0106607],[0.22738838],-0.005170547624948086,[-0.9902464   0.01348056]
264,[-0.9902464   0.01348056],[0.31149685],-0.00970302899450104,[-0.973835   0.0164114]
265,[-0.973835   0.0164114],[0.6030377],-0.03636544856619963,[-0.95407933  0.01975565]
266,[-0.95407933  0.01975565],[0.3521452],-0.01240062383667464,[-0.9313924   0.02268696]
267,[-0.9313924   0.02268696],[0.42563617],-0.018116615116561263,[-0.9057163   0.02567605]
268,[-0.9057163   0.02567605],[0.3655088],-0.013359667906485129,[-0.87721384  0.02850248]
269,[-0.87721384  0.02850248],[0.522593],-0.02731034660084788,[-0.84574556  0.03146829]
270,[-0.84574556  0.03146829],[0.41381943],-0.017124652251483498,[-0.8115994   0.03414619]
271,[-0.8115994   0.03414619],[0.45770526],-0.020949410441204463,[-0.7748655   0.03673387]
272,[-0.7748655   0.03673387],[0.4219432],-0.017803605365793375,[-0.7357877   0.03907782]
273,[-0.7357877   0.03907782],[0.4512726],-0.02036469656928972,[-0.6945469   0.04124082]
274,[-0.6945469   0.04124082],[0.42941713],-0.01843990743984705,[-0.6514353   0.04311159]
275,[-0.6514353   0.04311159],[0.5094805],-0.02595703558117748,[-0.60662407  0.04481126]
276,[-0.60662407  0.04481126],[0.47458136],-0.02252274680348734,[-0.56048465  0.0461394 ]
277,[-0.56048465  0.0461394 ],[0.48993897],-0.024004019861700955,[-0.5133343   0.04715039]
278,[-0.5133343   0.04715039],[0.49134922],-0.02414240562657142,[-0.46552384  0.04781044]
