,s,a,r,s1
42,[-0.5502506  -0.00405992],[0.6672825],-0.0445265963799276,[-0.5531099  -0.00285932]
43,[-0.5531099  -0.00285932],[-0.24857491],-0.0061789487148278255,[-0.556121   -0.00301114]
44,[-0.556121   -0.00301114],[-0.5504648],-0.030301150588232774,[-0.5597143 -0.0035933]
45,[-0.5597143 -0.0035933],[0.50489587],-0.025491983542028508,[-0.56227994 -0.00256562]
46,[-0.56227994 -0.00256562],[0.68031394],-0.046282706351190944,[-0.56353563 -0.00125569]
47,[-0.56353563 -0.00125569],[-0.00038804],-1.5057504439357683e-08,[-0.5644931  -0.00095746]
48,[-0.5644931  -0.00095746],[0.16322209],-0.002664145047130995,[-5.6489980e-01 -4.0669294e-04]
49,[-5.6489980e-01 -4.0669294e-04],[0.976666],-0.09538764241117406,[-0.56353253  0.00136727]
50,[-0.56353253  0.00136727],[0.7464437],-0.05571781806530716,[-0.5607468   0.00278572]
51,[-0.5607468   0.00278572],[-0.19134164],-0.0036611622648763387,[-0.55797005  0.00277675]
52,[-0.55797005  0.00277675],[0.51491463],-0.026513707808659605,[-0.5541636   0.00380645]
53,[-0.5541636   0.00380645],[0.03592572],-0.00012906573494004953,[-0.55007434  0.00408925]
54,[-0.55007434  0.00408925],[0.48570672],-0.02359110147212187,[-0.5450582   0.00501617]
55,[-0.5450582   0.00501617],[-0.8360069],-0.06989075030838308,[-0.5411352   0.00392299]
56,[-0.5411352   0.00392299],[-0.46328205],-0.021463025664974468,[-0.53777564  0.00335953]
57,[-0.53777564  0.00335953],[-0.44627184],-0.019915855228305548,[-0.5349792   0.00279642]
58,[-0.5349792   0.00279642],[-0.9950217],-0.09900681851804763,[-0.53359     0.00138922]
59,[-0.53359     0.00138922],[-0.715686],-0.051220648385438855,[-5.331994e-01  3.906158e-04]
60,[-5.331994e-01  3.906158e-04],[0.08345854],-0.0006965328370270641,[-0.5326116  0.0005878]
61,[-0.5326116  0.0005878],[-0.14379059],-0.002067573313494031,[-5.3217191e-01  4.3970073e-04]
62,[-5.3217191e-01  4.3970073e-04],[-0.31097844],-0.009670759165649745,[-5.3213435e-01  3.7524449e-05]
63,[-5.3213435e-01  3.7524449e-05],[-0.14944918],-0.0022335058758754522,[-5.3225702e-01 -1.2263948e-04]
64,[-5.3225702e-01 -1.2263948e-04],[0.26911274],-0.007242166467025246,[-5.3191108e-01  3.4595915e-04]
65,[-5.3191108e-01  3.4595915e-04],[-0.946671],-0.08961859994017232,[-0.5329228  -0.00101171]
66,[-0.5329228  -0.00101171],[0.17634402],-0.003109721414973543,[-0.5336001  -0.00067727]
67,[-0.5336001  -0.00067727],[0.6904378],-0.0476704347013083,[-5.331667e-01  4.333809e-04]
68,[-5.331667e-01  4.333809e-04],[-0.8457385],-0.07152735605756143,[-0.5339302  -0.00076348]
69,[-0.5339302  -0.00076348],[0.47286668],-0.022360290102477,[-5.3390688e-01  2.3295997e-05]
70,[-5.3390688e-01  2.3295997e-05],[0.6429921],-0.04134388139884813,[-0.5328418   0.00106508]
71,[-0.5328418   0.00106508],[-0.2170935],-0.00471295866631758,[-0.532033    0.00080876]
72,[-0.532033    0.00080876],[-0.8256416],-0.06816840061997063,[-5.323995e-01 -3.664562e-04]
73,[-5.323995e-01 -3.664562e-04],[0.61818933],-0.03821580537462524,[-0.5317727   0.00062683]
74,[-0.5317727   0.00062683],[0.25091547],-0.006295857195073396,[-0.5307082  0.0010645]
75,[-0.5307082  0.0010645],[0.4546108],-0.020667097473290232,[-0.5289085   0.00179973]
76,[-0.5289085   0.00179973],[-0.02674694],-7.153985930080099e-05,[-0.5271091   0.00179943]
77,[-0.5271091   0.00179943],[0.22635312],-0.005123573664680437,[-0.5249438   0.00216529]
78,[-0.5249438   0.00216529],[-0.75499195],-0.05700128424577464,[-0.5239009   0.00104289]
79,[-0.5239009   0.00104289],[0.41162437],-0.016943462362889152,[-0.5222383   0.00166259]
80,[-0.5222383   0.00166259],[0.01708726],-2.9197459054325706e-05,[-0.5205603   0.00167802]
81,[-0.5205603   0.00167802],[-0.5807299],-0.033724721883374185,[-0.51977617  0.00078413]
82,[-0.51977617  0.00078413],[0.9513183],-0.09050065528403516,[-0.51759374  0.00218244]
83,[-0.51759374  0.00218244],[0.9317966],-0.08682449230697707,[-0.51405865  0.0035351 ]
84,[-0.51405865  0.0035351 ],[0.80346656],-0.06455585105578053,[-0.5093899   0.00466876]
85,[-0.5093899   0.00466876],[0.01303131],-1.698150993349615e-05,[-0.5048081   0.00458177]
86,[-0.5048081   0.00458177],[0.9080893],-0.08246261406842592,[-0.49900508  0.00580305]
87,[-0.49900508  0.00580305],[0.22950287],-0.005267156808759866,[-0.49304205  0.00596302]
88,[-0.49304205  0.00596302],[-0.6503388],-0.04229405919375928,[-0.4882834   0.00475866]
89,[-0.4882834   0.00475866],[-0.39650115],-0.015721316489138194,[-0.48438385  0.00389954]
90,[-0.48438385  0.00389954],[0.2674959],-0.007155405672681159,[-0.4803765   0.00400735]
91,[-0.4803765   0.00400735],[0.03836331],-0.0001471743664623451,[-0.4766349   0.00374163]
92,[-0.4766349   0.00374163],[0.09535235],-0.0009092070968140576,[-0.4731013  0.0035336]
93,[-0.4731013  0.0035336],[-0.62497896],-0.0390598699893193,[-0.47088245  0.00221884]
94,[-0.47088245  0.00221884],[-0.8035761],-0.06457345674451886,[-0.4702627   0.00061975]
95,[-0.4702627   0.00061975],[0.8093269],-0.06550100102327293,[-0.46882728  0.00143543]
96,[-0.46882728  0.00143543],[-0.59298635],-0.03516328057017404,[-4.6869028e-01  1.3700723e-04]
97,[-4.6869028e-01  1.3700723e-04],[-0.76887286],-0.05911654703756,[-0.47011653 -0.00142626]
98,[-0.47011653 -0.00142626],[0.8947893],-0.08006478529314941,[-0.4706     -0.00048347]
99,[-0.4706     -0.00048347],[0.70257765],-0.04936153550481812,[-4.7042543e-01  1.7457829e-04]
100,[-4.7042543e-01  1.7457829e-04],[-0.7814697],-0.06106948962702888,[-0.47182018 -0.00139474]
101,[-0.47182018 -0.00139474],[0.12421777],-0.0015430054630645674,[-0.47341537 -0.00159519]
102,[-0.47341537 -0.00159519],[-0.31697083],-0.010047050402499737,[-0.47586098 -0.0024456 ]
103,[-0.47586098 -0.0024456 ],[0.8751614],-0.0765907492464578,[-0.47735065 -0.00148967]
104,[-0.47735065 -0.00148967],[0.70566344],-0.049796089423858804,[-0.47812757 -0.00077692]
105,[-0.47812757 -0.00077692],[0.9319186],-0.08684723162843966,[-4.7784659e-01  2.8097624e-04]
106,[-4.7784659e-01  2.8097624e-04],[0.4101546],-0.016822680481978214,[-0.47729245  0.00055414]
107,[-0.47729245  0.00055414],[-0.17751056],-0.003150999875490257,[-4.7735074e-01 -5.8304100e-05]
108,[-4.7735074e-01 -5.8304100e-05],[0.71586746],-0.051246621996330434,[-0.476681    0.00066975]
109,[-0.476681    0.00066975],[-0.8340803],-0.06956899116056015,[-0.4776131  -0.00093209]
110,[-0.4776131  -0.00093209],[-0.9447033],-0.0892464288991878,[-0.48030603 -0.00269295]
111,[-0.48030603 -0.00269295],[-0.36894423],-0.01361198431498032,[-0.48387617 -0.00357015]
112,[-0.48387617 -0.00357015],[0.88164896],-0.07773048846652308,[-0.48642105 -0.00254489]
113,[-0.48642105 -0.00254489],[0.5106794],-0.026079347390194487,[-0.48847818 -0.00205713]
114,[-0.48847818 -0.00205713],[-0.20234025],-0.0040941574846570464,[-0.49110174 -0.00262355]
115,[-0.49110174 -0.00262355],[-0.91328204],-0.083408407870742,[-0.49533856 -0.00423682]
116,[-0.49533856 -0.00423682],[-0.24172638],-0.005843164451231098,[-0.50014967 -0.00481111]
117,[-0.50014967 -0.00481111],[0.9010789],-0.08119431476814931,[-0.5037849  -0.00363521]
118,[-0.5037849  -0.00363521],[0.8498411],-0.07222299256036423,[-0.50629383 -0.00250897]
119,[-0.50629383 -0.00250897],[0.03184616],-0.00010141777925110618,[-0.5088848  -0.00259093]
120,[-0.5088848  -0.00259093],[-0.94173604],-0.08868667737426997,[-0.51299864 -0.00411385]
121,[-0.51299864 -0.00411385],[-0.95133764],-0.09050432967513054,[-0.518619   -0.00562034]
122,[-0.518619   -0.00562034],[-0.2858553],-0.008171324869272212,[-0.52470547 -0.00608647]
123,[-0.52470547 -0.00608647],[0.07939202],-0.0006303092194062999,[-0.53066456 -0.00595908]
124,[-0.53066456 -0.00595908],[0.3164152],-0.010011857290363935,[-0.53609604 -0.00543147]
125,[-0.53609604 -0.00543147],[0.02280843],-5.202242568405624e-05,[-0.5413996  -0.00530355]
126,[-0.5413996  -0.00530355],[-0.8692365],-0.0755572143127953,[-0.54787356 -0.00647396]
127,[-0.54787356 -0.00647396],[0.24456955],-0.0059814267196195425,[-0.5537988  -0.00592521]
128,[-0.5537988  -0.00592521],[0.7987967],-0.06380761892622822,[-0.5582996  -0.00450082]
129,[-0.5582996  -0.00450082],[0.3751546],-0.014074098474203822,[-0.5619779  -0.00367831]
130,[-0.5619779  -0.00367831],[0.75109506],-0.05641437839495325,[-0.56424236 -0.00226446]
131,[-0.56424236 -0.00226446],[0.8001814],-0.06402902550698855,[-0.5650025  -0.00076011]
132,[-0.5650025  -0.00076011],[-0.40073112],-0.016058542775800877,[-0.566054   -0.00105148]
133,[-0.566054   -0.00105148],[0.23906252],-0.005715088745579156,[-5.6642932e-01 -3.7533042e-04]
134,[-5.6642932e-01 -3.7533042e-04],[0.81654406],-0.06667441952888567,[-0.56525946  0.00116983]
135,[-0.56525946  0.00116983],[-0.7425614],-0.055139743267591614,[-5.6489182e-01  3.6763167e-04]
136,[-5.6489182e-01  3.6763167e-04],[0.47070742],-0.022156547198051157,[-0.5635092  0.0013826]
137,[-0.5635092  0.0013826],[0.89712024],-0.08048247202637526,[-0.5604823   0.00302689]
138,[-0.5604823   0.00302689],[0.31037864],-0.009633490072079899,[-0.5567138   0.00376852]
139,[-0.5567138   0.00376852],[0.11454597],-0.0013120779507880265,[-0.5525255  0.0041883]
140,[-0.5525255  0.0041883],[-0.17948225],-0.0032213878569664622,[-0.5483898   0.00413575]
141,[-0.5483898   0.00413575],[0.6640503],-0.04409627757596901,[-0.5430722   0.00531759]
142,[-0.5430722   0.00531759],[-0.9954958],-0.0991011880259066,[-0.5391019   0.00397031]
143,[-0.5391019   0.00397031],[-0.5436737],-0.029558108569304766,[-0.53583086  0.00327103]
144,[-0.53583086  0.00327103],[-0.6687694],-0.044725253604810083,[-0.5334712  0.0023596]
145,[-0.5334712  0.0023596],[-0.71692747],-0.05139849954865703,[-0.532113    0.00135824]
146,[-0.532113    0.00135824],[-0.72577906],-0.052675523892526145,[-5.3177959e-01  3.3342178e-04]
147,[-5.3177959e-01  3.3342178e-04],[0.9050357],-0.08190895722479788,[-0.5300273   0.00175233]
148,[-0.5300273   0.00175233],[-0.41673234],-0.017366584407793175,[-0.5288518   0.00117544]
149,[-0.5288518   0.00117544],[-0.48269162],-0.02329911959828559,[-5.2836102e-01  4.9079617e-04]
150,[-5.2836102e-01  4.9079617e-04],[0.95316833],-0.09085298702271452,[-0.52640474  0.00195626]
151,[-0.52640474  0.00195626],[0.7040313],-0.04956600553613022,[-0.5233714   0.00303336]
152,[-0.5233714   0.00303336],[0.7294764],-0.053213580687799224,[-0.5192455   0.00412586]
153,[-0.5192455   0.00412586],[-0.5183535],-0.026869037358722283,[-0.5159298   0.00331569]
154,[-0.5159298   0.00331569],[-0.8113866],-0.06583481907002807,[-0.5138887   0.00204109]
155,[-0.5138887   0.00204109],[0.7065142],-0.04991622861264525,[-0.5108607   0.00302805]
156,[-0.5108607   0.00302805],[-0.12034493],-0.001448290203159447,[-0.5081087   0.00275202]
157,[-0.5081087   0.00275202],[0.84589],-0.07155298676730162,[-0.504204    0.00390472]
158,[-0.504204    0.00390472],[0.10442765],-0.001090513420375161,[-0.500288    0.00391598]
159,[-0.500288    0.00391598],[0.17297964],-0.002992195515585139,[-0.49628726  0.00400076]
160,[-0.49628726  0.00400076],[-0.9215747],-0.08492999494285557,[-0.49387345  0.0024138 ]
161,[-0.49387345  0.0024138 ],[-0.7244464],-0.052482260951207144,[-0.49276897  0.00110448]
162,[-0.49276897  0.00110448],[0.03932729],-0.00015466360246074728,[-0.4918364   0.00093258]
163,[-0.4918364   0.00093258],[-0.75657445],-0.057240490130314826,[-4.9227655e-01 -4.4014095e-04]
164,[-4.9227655e-01 -4.4014095e-04],[0.21085367],-0.004445926849394599,[-4.9263498e-01 -3.5843160e-04]
165,[-4.9263498e-01 -3.5843160e-04],[-0.6884765],-0.04739998950390181,[-0.49425802 -0.00162304]
166,[-0.49425802 -0.00162304],[-0.94081813],-0.08851387555618864,[-0.49751204 -0.00325404]
167,[-0.49751204 -0.00325404],[-0.85601705],-0.07327651952447277,[-0.50224555 -0.00473352]
168,[-0.50224555 -0.00473352],[-0.53223664],-0.028327583636525235,[-0.50793743 -0.00569191]
169,[-0.50793743 -0.00569191],[0.08958973],-0.0008026319704473872,[-0.5136124  -0.00567494]
170,[-0.5136124  -0.00567494],[0.09436481],-0.0008904716801977353,[-0.51922065 -0.00560828]
171,[-0.51922065 -0.00560828],[-0.0250627],-6.281389680591089e-05,[-0.52489936 -0.00567871]
172,[-0.52489936 -0.00567871],[-0.30658585],-0.009399488239711574,[-0.5310282  -0.00612884]
173,[-0.5310282  -0.00612884],[-0.49123058],-0.024130748000616455,[-0.53783816 -0.00680997]
174,[-0.53783816 -0.00680997],[0.0545614],-0.00029769466589921884,[-0.5444595  -0.00662136]
175,[-0.5444595  -0.00662136],[-0.9861201],-0.09724328610705157,[-0.5524037  -0.00794419]
176,[-0.5524037  -0.00794419],[-0.30515614],-0.00931202707070975,[-0.56058985 -0.00818615]
177,[-0.56058985 -0.00818615],[0.8965332],-0.08037717629305555,[-0.56715435 -0.00656449]
178,[-0.56715435 -0.00656449],[-0.06968214],-0.0004855601140676458,[-0.57349765 -0.00634328]
179,[-0.57349765 -0.00634328],[-0.81695074],-0.06674085090213602,[-0.5806935  -0.00719586]
180,[-0.5806935  -0.00719586],[0.39656594],-0.015726454790601085,[-0.58686835 -0.00617489]
181,[-0.58686835 -0.00617489],[-0.7716284],-0.059541035654638114,[-0.593729   -0.00686065]
182,[-0.593729   -0.00686065],[0.60375506],-0.036452016868168256,[-0.5991619  -0.00543292]
183,[-0.5991619  -0.00543292],[0.84390676],-0.07121786199378591,[-0.6027671  -0.00360517]
184,[-0.6027671  -0.00360517],[-0.9984024],-0.09968073856845515,[-0.6072817  -0.00451458]
185,[-0.6072817  -0.00451458],[0.3610492],-0.013035652847790492,[-0.6106337  -0.00335196]
186,[-0.6106337  -0.00335196],[-0.13927115],-0.0019396454614959647,[-0.6135492  -0.00291549]
187,[-0.6135492  -0.00291549],[-0.11228269],-0.001260740156088952,[-0.6159666  -0.00241745]
188,[-0.6159666  -0.00241745],[0.13774073],-0.0018972509042342268,[-0.6174935  -0.00152691]
189,[-0.6174935  -0.00152691],[-0.45150664],-0.020385825001625425,[-0.61900276 -0.00150923]
190,[-0.61900276 -0.00150923],[0.5882785],-0.034607156111698956,[-6.189238e-01  7.898359e-05]
191,[-6.189238e-01  7.898359e-05],[0.82223654],-0.06760729243126207,[-0.6169062   0.00201757]
192,[-0.6169062   0.00201757],[0.88404],-0.07815267181602081,[-0.6128719   0.00403433]
193,[-0.6128719   0.00403433],[-0.47064745],-0.02215090262030941,[-0.60888195  0.00398993]
194,[-0.60888195  0.00398993],[0.25227785],-0.006364411415802351,[-0.60388094  0.00500102]
195,[-0.60388094  0.00500102],[0.14900292],-0.0022201871527880225,[-0.59806013  0.00582084]
196,[-0.59806013  0.00582084],[0.0612175],-0.00037475825216779505,[-0.5915936   0.00646649]
197,[-0.5915936   0.00646649],[0.5747589],-0.03303477785199362,[-0.5837586   0.00783506]
198,[-0.5837586   0.00783506],[-0.7798105],-0.06081043975441994,[-0.5766445  0.0071141]
199,[-0.5766445  0.0071141],[-0.31348726],-0.009827426314392174,[-0.56960446  0.00704003]
200,[-0.56960446  0.00704003],[0.70630574],-0.0498867801554809,[-4.2165378e-01  3.0894458e-04]
201,[-4.2165378e-01  3.0894458e-04],[-0.42717397],-0.018247760246516975,[-0.4227383  -0.00108454]
202,[-0.4227383  -0.00108454],[0.9714439],-0.09437032343817578,[-4.2311066e-01 -3.7233758e-04]
203,[-4.2311066e-01 -3.7233758e-04],[-0.74019796],-0.0547893014898623,[-0.4253356  -0.00222493]
204,[-0.4253356  -0.00222493],[-0.68607754],-0.047070238424084115,[-0.42931598 -0.00398039]
205,[-0.42931598 -0.00398039],[-0.8718949],-0.07602007097239075,[-0.43530196 -0.00598597]
206,[-0.43530196 -0.00598597],[0.8932485],-0.07978928799649375,[-0.44060257 -0.0053006 ]
207,[-0.44060257 -0.0053006 ],[0.10389463],-0.0010794093848687293,[-0.4463634  -0.00576082]
208,[-0.4463634  -0.00576082],[-0.5600403],-0.03136451321626375,[-0.45353836 -0.00717498]
209,[-0.45353836 -0.00717498],[0.95310354],-0.09084063623979546,[-0.45980528 -0.00626691]
210,[-0.45980528 -0.00626691],[0.6580458],-0.043302431219888506,[-0.46556067 -0.00575538]
211,[-0.46556067 -0.00575538],[-0.9333805],-0.08711991289966506,[-0.4731492  -0.00758854]
212,[-0.4731492  -0.00758854],[-0.08245544],-0.000679889980916415,[-0.48123837 -0.00808915]
213,[-0.48123837 -0.00808915],[-0.03996062],-0.00015968510758330862,[-0.4897043  -0.00846594]
214,[-0.4897043  -0.00846594],[-0.9206108],-0.08475242183500456,[-0.49980494 -0.01010063]
215,[-0.49980494 -0.01010063],[-0.26373407],-0.006955566096938615,[-0.51047945 -0.01067453]
216,[-0.51047945 -0.01067453],[0.2776857],-0.007710934901030342,[-0.5208358  -0.01035638]
217,[-0.5208358  -0.01035638],[0.49712554],-0.024713379874550245,[-0.5304672  -0.00963141]
218,[-0.5304672  -0.00963141],[-0.66970426],-0.044850379377524875,[-0.5410517  -0.01058445]
219,[-0.5410517  -0.01058445],[-0.63597596],-0.040446541777625106,[-0.55245924 -0.01140758]
220,[-0.55245924 -0.01140758],[0.1611999],-0.0025985406962939273,[-0.56340885 -0.0109496 ]
221,[-0.56340885 -0.0109496 ],[-0.90387976],-0.0816998623603368,[-0.5754164  -0.01200755]
222,[-0.5754164  -0.01200755],[0.22616342],-0.005114989123475855,[-0.58669764 -0.01128124]
223,[-0.58669764 -0.01128124],[0.94494605],-0.08929230386275436,[-0.59609103 -0.0093934 ]
224,[-0.59609103 -0.0093934 ],[0.08503717],-0.0007231320594659253,[-0.60481745 -0.00872643]
225,[-0.60481745 -0.00872643],[0.51597077],-0.026622583192835593,[-0.61216676 -0.00734934]
226,[-0.61216676 -0.00734934],[-0.7893679],-0.06231017039681888,[-0.6200437  -0.00787692]
227,[-0.6200437  -0.00787692],[-0.44235906],-0.019568153800748524,[-0.62787086 -0.00782717]
228,[-0.62787086 -0.00782717],[0.43598402],-0.01900820617407959,[-0.6342747  -0.00640385]
229,[-0.6342747  -0.00640385],[0.07753265],-0.0006011311667194264,[-0.6397474  -0.00547265]
230,[-0.6397474  -0.00547265],[0.334979],-0.011221092890503215,[-0.643864   -0.00411659]
231,[-0.643864   -0.00411659],[0.03139965],-9.859381684462765e-05,[-0.6470509  -0.00318694]
232,[-0.6470509  -0.00318694],[0.34637067],-0.011997263910984747,[-0.6488134  -0.00176251]
233,[-0.6488134  -0.00176251],[-0.5968271],-0.03562025751030582,[-0.650554   -0.00174058]
234,[-0.650554   -0.00174058],[0.7244017],-0.0524757840953555,[-6.5027869e-01  2.7533766e-04]
235,[-6.5027869e-01  2.7533766e-04],[-0.8566017],-0.07337664982915158,[-6.5036088e-01 -8.2171486e-05]
236,[-6.5036088e-01 -8.2171486e-05],[-0.14469767],-0.002093741459452758,[-6.4973211e-01  6.2874786e-04]
237,[-6.4973211e-01  6.2874786e-04],[0.8429949],-0.07106404492406569,[-0.6469153   0.00281683]
238,[-0.6469153   0.00281683],[-0.9208319],-0.08479314225269832,[-0.64457583  0.0023395 ]
239,[-0.64457583  0.0023395 ],[-0.43076622],-0.018555954048112257,[-0.64199495  0.00258089]
240,[-0.64199495  0.00258089],[0.55930597],-0.03128231634918031,[-0.6377057   0.00428927]
241,[-0.6377057   0.00428927],[-0.177792],-0.003160999447827906,[-0.6328439   0.00486176]
242,[-0.6328439   0.00486176],[-0.34751853],-0.012076913110392074,[-0.62769866  0.00514523]
243,[-0.62769866  0.00514523],[-0.5806476],-0.03371516211903014,[-0.6226563   0.00504238]
244,[-0.6226563   0.00504238],[-0.5660037],-0.03203601660329838,[-0.61773086  0.00492542]
245,[-0.61773086  0.00492542],[-0.80912876],-0.06546893523491236,[-0.6133225   0.00440837]
246,[-0.6133225   0.00440837],[-0.2703139],-0.007306959847181194,[-0.60865474  0.00466773]
247,[-0.60865474  0.00466773],[-0.82818425],-0.06858891470069609,[-0.6045983   0.00405648]
248,[-0.6045983   0.00405648],[-0.74371046],-0.05531052457530486,[-0.60105586  0.00354245]
249,[-0.60105586  0.00354245],[-0.19730046],-0.00389274730610234,[-0.59723365  0.00382221]
250,[-0.59723365  0.00382221],[-0.8316573],-0.0691653848773072,[-0.59411114  0.00312251]
251,[-0.59411114  0.00312251],[0.5738095],-0.032925734746483214,[-0.589603    0.00450813]
252,[-0.589603    0.00450813],[0.29483005],-0.008692476076801459,[-0.5841608   0.00544218]
253,[-0.5841608   0.00544218],[-0.45626453],-0.020817731736838232,[-0.5789513  0.0052095]
254,[-0.5789513  0.0052095],[-0.29149938],-0.00849718863815383,[-0.5737658   0.00518549]
255,[-0.5737658   0.00518549],[0.7956836],-0.06331124268922964,[-0.56701195  0.00675385]
256,[-0.56701195  0.00675385],[0.41671136],-0.017364835773318623,[-0.55930835  0.00770359]
257,[-0.55930835  0.00770359],[0.9758771],-0.09523361263852373,[-0.54987365  0.00943472]
258,[-0.54987365  0.00943472],[0.5447769],-0.029678188875550404,[-0.5394249   0.01044874]
259,[-0.5394249   0.01044874],[-0.41534647],-0.017251269301186145,[-0.5294805   0.00994437]
260,[-0.5294805   0.00994437],[0.00251746],-6.337618486452513e-07,[-0.5194883   0.00999226]
261,[-0.5194883   0.00999226],[0.4510149],-0.020341444558571543,[-0.50885034  0.01063795]
262,[-0.50885034  0.01063795],[-0.06981439],-0.00048740492513266734,[-0.4984277   0.01042266]
263,[-0.4984277   0.01042266],[-0.8496533],-0.07219107363578169,[-0.48946813  0.00895957]
264,[-0.48946813  0.00895957],[-0.00389116],-1.5141144367601027e-06,[-0.48076993  0.0086982 ]
265,[-0.48076993  0.0086982 ],[0.9847745],-0.09697807574123232,[-0.4709149   0.00985503]
266,[-0.4709149   0.00985503],[-0.7171809],-0.051434845440710225,[-0.46252912  0.00838577]
267,[-0.46252912  0.00838577],[0.51687443],-0.026715917903813138,[-0.4538235   0.00870562]
268,[-0.4538235   0.00870562],[0.562053],-0.03159036026517903,[-0.4447943  0.0090292]
269,[-0.4447943  0.0090292],[-0.20568445],-0.004230609430833088,[-0.43665916  0.00813513]
270,[-0.43665916  0.00813513],[0.4703221],-0.022120287991967393,[-0.42846322  0.00819593]
271,[-0.42846322  0.00819593],[0.9749],-0.09504300241320039,[-0.4195088   0.00895442]
272,[-0.4195088   0.00895442],[0.07356337],-0.0005411568983263671,[-0.41121212  0.00829671]
273,[-0.41121212  0.00829671],[-0.3261949],-0.010640312074203795,[-0.40423173  0.0069804 ]
