,s,a,r,s1
49,[ 0.99858147 -0.05324464  0.03938829],[0.04472873],-0.002994819628927202,[ 0.99859786 -0.05293687  0.00616411]
50,[ 0.99859786 -0.05293687  0.00616411],[0.26192865],-1.9291296225451813,[0.14292115 0.98973405 0.76959217]
51,[0.14292115 0.98973405 0.76959217],[0.99392873],-2.097640441710764,[0.06032649 0.9981787  1.660982  ]
52,[0.06032649 0.9981787  1.660982  ],[1.1856896],-2.5587004204213235,[-0.06895558  0.99761975  2.5874696 ]
53,[-0.06895558  0.99761975  2.5874696 ],[0.678866],-3.3589266084622427,[-0.23856318  0.971127    3.4375143 ]
54,[-0.23856318  0.971127    3.4375143 ],[-1.5793465],-4.466337767224227,[-0.4235258  0.905884   3.9289575]
55,[-0.4235258  0.905884   3.9289575],[-1.0933614],-5.577453217940496,[-0.61276305  0.7902667   4.4443665 ]
56,[-0.61276305  0.7902667   4.4443665 ],[-1.4907488],-6.951916218140494,[-0.7834667   0.62143373  4.813454  ]
57,[-0.7834667   0.62143373  4.813454  ],[0.65594816],-8.423310277324694,[-0.9204073   0.39096087  5.3779216 ]
58,[-0.9204073   0.39096087  5.3779216 ],[0.21915941],-10.399399048998962,[-0.9932245   0.11621133  5.704016  ]
59,[-0.9932245   0.11621133  5.704016  ],[0.36532938],-12.405053192433105,[-0.9845827  -0.17491968  5.845974  ]
60,[-0.9845827  -0.17491968  5.845974  ],[-0.7020154],-12.213816595181356,[-0.8976897  -0.44062814  5.609482  ]
61,[-0.8976897  -0.44062814  5.609482  ],[0.26865542],-10.357506758846576,[-0.75031114 -0.6610849   5.319309  ]
62,[-0.75031114 -0.6610849   5.319309  ],[1.3274056],-8.684419346172053,[-0.56249654 -0.82679963  5.0226064 ]
63,[-0.56249654 -0.82679963  5.0226064 ],[-1.5104104],-7.22602390344137,[-0.37889782 -0.9254385   4.175945  ]
64,[-0.37889782 -0.9254385   4.175945  ],[-1.3323622],-5.584880508429293,[-0.22262326 -0.97490454  3.2820117 ]
65,[-0.22262326 -0.97490454  3.2820117 ],[0.41934353],-4.3004408038760396,[-0.09368011 -0.99560237  2.613735  ]
66,[-0.09368011 -0.99560237  2.613735  ],[0.06274622],-3.4541047618269407,[ 4.573512e-06 -1.000000e+00  1.876445e+00]
67,[ 4.573512e-06 -1.000000e+00  1.876445e+00],[1.3729942],-2.821376466872068,[ 0.06657501 -0.9977814   1.3323942 ]
68,[ 0.06657501 -0.9977814   1.3323942 ],[-0.64490736],-2.4404768750244723,[ 0.09086488 -0.99586326  0.48732206]
69,[ 0.09086488 -0.99586326  0.48732206],[1.166732],-2.214935159244962,[ 0.0866533  -0.9962385  -0.08456557]
70,[ 0.0866533  -0.9962385  -0.08456557],[1.2111748],-2.2045396369168184,[ 0.05423208 -0.99852836 -0.6500682 ]
71,[ 0.05423208 -0.99852836 -0.6500682 ],[1.3769444],-2.3440412297455393,[-0.00536242 -0.99998564 -1.1924229 ]
72,[-0.00536242 -0.99998564 -1.1924229 ],[1.1999053],-2.62790347137108,[-0.09334765 -0.9956336  -1.7624263 ]
73,[-0.09334765 -0.9956336  -1.7624263 ],[0.9398825],-3.0813262182920775,[-0.21031016 -0.9776347  -2.368169  ]
74,[-0.21031016 -0.9776347  -2.368169  ],[1.1480906],-3.740119016678854,[-0.35073072 -0.93647635 -2.9291816 ]
75,[-0.35073072 -0.93647635 -2.9291816 ],[-1.9323933],-4.5833551029939255,[-0.5264513 -0.8502053 -3.9213977]
76,[-0.5264513 -0.8502053 -3.9213977],[-0.97762537],-6.0552412459673794,[-0.7101463 -0.7040542 -4.7056956]
77,[-0.7101463 -0.7040542 -4.7056956],[1.9273386],-7.790042732634389,[-0.86085   -0.5088588 -4.9446354]
78,[-0.86085   -0.5088588 -4.9446354],[-0.02602512],-9.245219481337255,[-0.9644745  -0.26417598 -5.330183  ]
79,[-0.9644745  -0.26417598 -5.330183  ],[-1.3933642],-11.104300883039208,[-0.99980956  0.01951532 -5.73732   ]
80,[-0.99980956  0.01951532 -5.73732   ],[0.7271073],-13.039571776172355,[-0.95527816  0.2957088  -5.6136174 ]
81,[-0.95527816  0.2957088  -5.6136174 ],[0.4320824],-11.224983477256432,[-0.84375846  0.5367231  -5.3270235 ]
82,[-0.84375846  0.5367231  -5.3270235 ],[-0.42636436],-9.46875148791891,[-0.6851619  0.7283908 -4.9884357]
83,[-0.6851619  0.7283908 -4.9884357],[1.1198956],-7.898222212228484,[-0.51509464  0.8571333  -4.274158  ]
84,[-0.51509464  0.8571333  -4.274158  ],[-0.6573057],-6.2874572253594,[-0.3472367  0.9377775 -3.7299042]
85,[-0.3472367  0.9377775 -3.7299042],[-0.41068175],-5.098626091817148,[-0.19887924  0.980024   -3.0881732 ]
86,[-0.19887924  0.980024   -3.0881732 ],[1.6328189],-4.092825701683239,[-0.09466062  0.9955096  -2.1082323 ]
87,[-0.09466062  0.9955096  -2.1082323 ],[0.8115581],-3.2193426638250373,[-0.03280336  0.9994618  -1.2398665 ]
88,[-0.03280336  0.9994618  -1.2398665 ],[-0.9540114],-2.7261878367387298,[-0.00114065  0.99999934 -0.6333718 ]
89,[-0.00114065  0.99999934 -0.6333718 ],[1.801737],-2.514348102368982,[-0.02048363  0.9997902   0.38688827]
90,[-0.02048363  0.9997902   0.38688827],[0.63341624],-2.547545936287299,[-0.08198012  0.99663395  1.2317433 ]
91,[-0.08198012  0.99663395  1.2317433 ],[1.7484303],-2.886750646460927,[-0.19292904  0.98121274  2.2414834 ]
92,[-0.19292904  0.98121274  2.2414834 ],[-1.9673183],-3.621317930328335,[-0.32239753  0.9466044   2.682295  ]
93,[-0.32239753  0.9466044   2.682295  ],[-1.2903243],-4.3275549846619885,[-0.4690335  0.8831804  3.1986997]
94,[-0.4690335  0.8831804  3.1986997],[-0.8023593],-5.263261803064218,[-0.625079   0.7805615  3.7407312]
95,[-0.625079   0.7805615  3.7407312],[1.8732394],-6.447462382619399,[-0.78678924  0.6172218   4.607138  ]
96,[-0.78678924  0.6172218   4.607138  ],[-0.08912569],-8.255067501731945,[-0.91617256  0.40078402  5.0566854 ]
97,[-0.91617256  0.40078402  5.0566854 ],[0.4393598],-10.005843077729022,[-0.9900459   0.14074469  5.4231777 ]
98,[-0.9900459   0.14074469  5.4231777 ],[1.2931366],-11.945032584140746,[-0.9895172  -0.14441504  5.722707  ]
99,[-0.9895172  -0.14441504  5.722707  ],[1.4557259],-12.257092582364788,[-0.90621173 -0.42282414  5.832754  ]
100,[-0.90621173 -0.42282414  5.832754  ],[0.5534281],-2.0400752734474477,[0.09839931 0.995147   0.8829763 ]
101,[0.09839931 0.995147   0.8829763 ],[0.6380442],-2.2458551615231603,[0.01230633 0.9999243  1.7250432 ]
102,[0.01230633 0.9999243  1.7250432 ],[-0.21700788],-2.7265146110955065,[-0.10959454  0.99397635  2.4424353 ]
103,[-0.10959454  0.99397635  2.4424353 ],[0.54582566],-3.4213017601661715,[-0.26991495  0.9628842   3.2697914 ]
104,[-0.26991495  0.9628842   3.2697914 ],[-0.8528724],-4.470589514103045,[-0.44976828  0.89314526  3.8640237 ]
105,[-0.44976828  0.89314526  3.8640237 ],[-1.9119898],-5.647323825074423,[-0.62790626  0.77828896  4.247084  ]
106,[-0.62790626  0.77828896  4.247084  ],[-1.2273393],-6.866232666563362,[-0.79023665  0.6128018   4.6467    ]
107,[-0.79023665  0.6128018   4.6467    ],[1.6678258],-8.322245045543868,[-0.9242318   0.38183182  5.3564754 ]
108,[-0.9242318   0.38183182  5.3564754 ],[-0.72887945],-10.431197355042176,[-0.9933831   0.11484765  5.5335174 ]
109,[-0.9933831   0.11484765  5.5335174 ],[-0.0749676],-12.221634728055278,[-0.986366   -0.16456676  5.608408  ]
110,[-0.986366   -0.16456676  5.608408  ],[-1.30611],-12.005335975915912,[-0.9090607  -0.41666362  5.2890663 ]
111,[-0.9090607  -0.41666362  5.2890663 ],[0.18168418],-10.15142601610035,[-0.77759594 -0.62876433  5.003821  ]
112,[-0.77759594 -0.62876433  5.003821  ],[-1.4615831],-8.565578745937419,[-0.62503994 -0.7805928   4.31301   ]
113,[-0.62503994 -0.7805928   4.31301   ],[1.0377656],-6.905704539353917,[-0.4626847 -0.8865229  3.8832307]
114,[-0.4626847 -0.8865229  3.8832307],[0.35042816],-5.718025800175028,[-0.3121697  -0.95002633  3.2709026 ]
115,[-0.3121697  -0.95002633  3.2709026 ],[-1.151105],-4.636777941269151,[-0.19689526 -0.9804245   2.3857172 ]
116,[-0.19689526 -0.9804245   2.3857172 ],[0.03354878],-3.6984789708475163,[-0.11516253 -0.9933467   1.655431  ]
117,[-0.11516253 -0.9933467   1.655431  ],[-0.47683102],-3.1175933938480185,[-0.0734077 -0.997302   0.8388964]
118,[-0.0734077 -0.997302   0.8388964],[1.3913935],-2.7759349210831714,[-0.058459   -0.9982898   0.29962894]
119,[-0.058459   -0.9982898   0.29962894],[-1.448038],-2.6656561422687686,[-0.09167814 -0.9957887  -0.6662941 ]
120,[-0.09167814 -0.9957887  -0.6662941 ],[-1.3806318],-2.8105509232810473,[-0.17195961 -0.985104   -1.6202304 ]
121,[-0.17195961 -0.985104   -1.6202304 ],[1.4297833],-3.304751853193258,[-0.27640188 -0.96104217 -2.1445909 ]
122,[-0.27640188 -0.96104217 -2.1445909 ],[-0.82337093],-3.8862301115100073,[-0.41640902 -0.90917736 -2.9888783 ]
123,[-0.41640902 -0.90917736 -2.9888783 ],[-0.5023501],-4.894745105605939,[-0.5784259 -0.8157349 -3.7461138]
124,[-0.5784259 -0.8157349 -3.7461138],[-0.6653641],-6.189347172797593,[-0.744432  -0.6676983 -4.4577193]
125,[-0.744432  -0.6676983 -4.4577193],[1.6032358],-7.800110584660261,[-0.87986785 -0.47521842 -4.718008  ]
126,[-0.87986785 -0.47521842 -4.718008  ],[0.02793169],-9.22928988394397,[-0.9709323 -0.2393542 -5.070232 ]
127,[-0.9709323 -0.2393542 -5.070232 ],[1.7229211],-10.983067291044184,[-0.99996907  0.00786474 -4.9913096 ]
128,[-0.99996907  0.00786474 -4.9913096 ],[1.966014],-12.315432302854001,[-0.970767    0.24002369 -4.690509  ]
129,[-0.970767    0.24002369 -4.690509  ],[-0.8205635],-10.606135085057241,[-0.8897181   0.45651034 -4.6335754 ]
130,[-0.8897181   0.45651034 -4.6335754 ],[1.9050335],-9.266313608443353,[-0.78111863  0.6243826  -4.005438  ]
131,[-0.78111863  0.6243826  -4.005438  ],[0.6815576],-7.69214877048016,[-0.66291803  0.748692   -3.4349172 ]
132,[-0.66291803  0.748692   -3.4349172 ],[-1.6019154],-6.451778920636292,[-0.53881115  0.84242654 -3.1136854 ]
133,[-0.53881115  0.84242654 -3.1136854 ],[0.67043805],-5.548789681119466,[-0.4349298   0.90046436 -2.3812997 ]
134,[-0.4349298   0.90046436 -2.3812997 ],[0.8419041],-4.651224974102215,[-0.36252615  0.9319736  -1.5796659 ]
135,[-0.36252615  0.9319736  -1.5796659 ],[1.4969345],-4.0222588810636815,[-0.33176103  0.9433635  -0.6561455 ]
136,[-0.33176103  0.9433635  -0.6561455 ],[-1.6318885],-3.6898671220043706,[-0.32262304  0.94652754 -0.19340618]
137,[-0.32262304  0.94652754 -0.19340618],[-0.84958416],-3.61178668845388,[-0.34097326  0.940073    0.38905182]
138,[-0.34097326  0.940073    0.38905182],[-0.60823834],-3.6971012404432195,[-0.3876635  0.921801   1.0028708]
139,[-0.3876635  0.921801   1.0028708],[-1.838287],-3.980489492295751,[-0.45201185  0.89201194  1.4184785 ]
140,[-0.45201185  0.89201194  1.4184785 ],[-0.00523365],-4.362056637187877,[-0.5424532  0.840086   2.0867023]
141,[-0.5424532  0.840086   2.0867023],[-0.6181794],-5.033197989067225,[-0.6476961  0.7618988  2.62404  ]
142,[-0.6476961  0.7618988  2.62404  ],[-1.7237386],-5.8687607542222775,[-0.7522048  0.6589294  2.9369032]
143,[-0.7522048  0.6589294  2.9369032],[0.792392],-6.730211548246428,[-0.856732   0.5157618  3.5499592]
144,[-0.856732   0.5157618  3.5499592],[1.3041822],-8.020341402525194,[-0.9443195   0.32903004  4.1324077 ]
145,[-0.9443195   0.32903004  4.1324077 ],[1.2635849],-9.58468803013027,[-0.994298    0.10663717  4.568718  ]
146,[-0.994298    0.10663717  4.568718  ],[-1.9081771],-11.300681391071231,[-0.9938144  -0.11105361  4.362469  ]
147,[-0.9938144  -0.11105361  4.362469  ],[1.567823],-11.088347659203299,[-0.9437506  -0.33065808  4.514353  ]
148,[-0.9437506  -0.33065808  4.514353  ],[1.2062706],-9.905128615450655,[-0.8475918 -0.5306487  4.4472995]
149,[-0.8475918 -0.5306487  4.4472995],[-0.7045935],-8.64623957325524,[-0.7272105 -0.6864145  3.943624 ]
150,[-0.7272105 -0.6864145  3.943624 ],[-0.42246744],-0.8397401434562485,[ 0.5796888  -0.81483793 -1.448282  ]
151,[ 0.5796888  -0.81483793 -1.448282  ],[-1.0124091],-1.1179372730248347,[ 0.4862413 -0.8738246 -2.2112718]
152,[ 0.4862413 -0.8738246 -2.2112718],[-0.27435294],-1.619044611558209,[ 0.3545133  -0.93505096 -2.9077933 ]
153,[ 0.3545133  -0.93505096 -2.9077933 ],[1.8281864],-2.3091058386479353,[ 0.19440497 -0.9809213  -3.3348534 ]
154,[ 0.19440497 -0.9809213  -3.3348534 ],[-1.178949],-3.0045399025401007,[-0.01671775 -0.9998602  -4.247387  ]
155,[-0.01671775 -0.9998602  -4.247387  ],[-1.4325516],-4.326285159293555,[-0.27378553 -0.96179074 -5.212165  ]
156,[-0.27378553 -0.96179074 -5.212165  ],[-0.47306976],-6.1324489801643685,[-0.5459731 -0.8378027 -6.0044684]
157,[-0.5459731 -0.8378027 -6.0044684],[0.9535903],-8.221666094507537,[-0.7845929  -0.62001127 -6.489782  ]
158,[-0.7845929  -0.62001127 -6.489782  ],[-0.14698033],-10.326664349757179,[-0.9492621  -0.31448606 -6.976837  ]
159,[-0.9492621  -0.31448606 -6.976837  ],[1.402005],-12.831455259621801,[-0.99954385  0.03020028 -7.002401  ]
160,[-0.99954385  0.03020028 -7.002401  ],[0.28033677],-14.584174609387109,[-0.92974013  0.3682164  -6.9377003 ]
161,[-0.92974013  0.3682164  -6.9377003 ],[-0.13114819],-12.455661353094538,[-0.7576115  0.6527058 -6.6812105]
162,[-0.7576115  0.6527058 -6.6812105],[0.18186769],-10.370939697419214,[-0.5239023  0.8517784 -6.164401 ]
163,[-0.5239023  0.8517784 -6.164401 ],[-0.72090924],-8.30433054925465,[-0.26648152  0.96384    -5.633703  ]
164,[-0.26648152  0.96384    -5.633703  ],[-1.0719824],-6.562587154565485,[-0.01615896  0.9998694  -5.071621  ]
165,[-0.01615896  0.9998694  -5.071621  ],[-1.1039408],-5.091781738916199,[ 0.20670481  0.97840333 -4.48731   ]
166,[ 0.20670481  0.97840333 -4.48731   ],[0.41239846],-3.870417895626017,[ 0.38276577  0.9238454  -3.6916475 ]
167,[ 0.38276577  0.9238454  -3.6916475 ],[-1.220747],-2.7520195226219353,[ 0.52429074  0.8515393  -3.1818755 ]
168,[ 0.52429074  0.8515393  -3.1818755 ],[-1.6379262],-2.053302436564702,[ 0.6375604   0.77040035 -2.78891   ]
169,[ 0.6375604   0.77040035 -2.78891   ],[0.90876395],-1.5520931881058841,[ 0.7139107  0.7002368 -2.074795 ]
170,[ 0.7139107  0.7002368 -2.074795 ],[0.26979235],-1.032305891247727,[ 0.76466715  0.64442545 -1.5091487 ]
171,[ 0.76466715  0.64442545 -1.5091487 ],[-0.92091346],-0.7189814546409788,[ 0.8008559   0.59885716 -1.1639667 ]
172,[ 0.8008559   0.59885716 -1.1639667 ],[-0.36579984],-0.5478737996972933,[ 0.823304    0.56760067 -0.76969373]
173,[ 0.823304    0.56760067 -0.76969373],[1.333551],-0.4253404524433126,[ 0.82736826  0.5616599  -0.14396057]
174,[ 0.82736826  0.5616599  -0.14396057],[-1.6962824],-0.36063160616781886,[0.82672626 0.5626044  0.02284197]
175,[0.82672626 0.5626044  0.02284197],[-0.74030524],-0.35764557345544074,[0.81722313 0.5763214  0.3337495 ]
176,[0.81722313 0.5763214  0.3337495 ],[-1.9234487],-0.3921049697797717,[0.80323267 0.59566545 0.47747326]
177,[0.80323267 0.59566545 0.47747326],[1.4254843],-0.4319938425298578,[0.7680562  0.64038247 1.138045  ]
178,[0.7680562  0.64038247 1.138045  ],[-1.9343241],-0.616275832374545,[0.7238672 0.6899393 1.3281832]
179,[0.7238672 0.6899393 1.3281832],[0.12735619],-0.7561612555614944,[0.65648836 0.7543362  1.8647411 ]
180,[0.65648836 0.7543362  1.8647411 ],[0.9843864],-1.0791084641383903,[0.5540709 0.8324695 2.5781512]
181,[0.5540709 0.8324695 2.5781512],[0.01583454],-1.6320569860954721,[0.41414434 0.9102112  3.2048786 ]
182,[0.41414434 0.9102112  3.2048786 ],[-1.0855496],-2.336567320786749,[0.23844786 0.9711553  3.7247045 ]
183,[0.23844786 0.9711553  3.7247045 ],[1.1011531],-3.1575321223037793,[0.00985494 0.9999514  4.618244  ]
184,[0.00985494 0.9999514  4.618244  ],[-1.1386026],-4.570651647550496,[-0.24741922  0.96890855  5.1974173 ]
185,[-0.24741922  0.96890855  5.1974173 ],[-1.9460483],-6.020458236487592,[-0.506935    0.86198425  5.632191  ]
186,[-0.506935    0.86198425  5.632191  ],[1.3606344],-7.594185983865404,[-0.75507206  0.6556418   6.4827747 ]
187,[-0.75507206  0.6556418   6.4827747 ],[-1.2831277],-10.092478432671502,[-0.9301664   0.36713815  6.782037  ]
188,[-0.9301664   0.36713815  6.782037  ],[0.7961593],-12.249123789489799,[-0.99985397  0.01708888  7.1768146 ]
189,[-0.99985397  0.01708888  7.1768146 ],[-0.39259794],-14.913339193617881,[-0.9429388  -0.33296603  7.130741  ]
190,[-0.9429388  -0.33296603  7.130741  ],[-1.3111546],-12.938484580608195,[-0.7815408  -0.62385416  6.684344  ]
191,[-0.7815408  -0.62385416  6.684344  ],[0.6821841],-10.559179517825035,[-0.54902124 -0.8358084   6.3187804 ]
192,[-0.54902124 -0.8358084   6.3187804 ],[-1.4044689],-8.625728403936295,[-0.30232424 -0.95320517  5.481254  ]
193,[-0.30232424 -0.95320517  5.481254  ],[1.9611241],-6.534868048063168,[-0.05407773 -0.9985367   5.0605187 ]
194,[-0.05407773 -0.9985367   5.0605187 ],[-1.2359375],-5.202714002764403,[ 0.15162013 -0.98843884  4.1262255 ]
195,[ 0.15162013 -0.98843884  4.1262255 ],[-1.7594154],-3.71806452694011,[ 0.30339766 -0.95286405  3.120984  ]
196,[ 0.30339766 -0.95286405  3.120984  ],[1.4715738],-2.57022689260895,[ 0.42558655 -0.9049177   2.627072  ]
197,[ 0.42558655 -0.9049177   2.627072  ],[1.8153816],-1.973029011972853,[ 0.5232366  -0.85218745  2.2206912 ]
198,[ 0.5232366  -0.85218745  2.2206912 ],[-0.57364786],-1.534185682620216,[ 0.5854376  -0.81071746  1.4955033 ]
199,[ 0.5854376  -0.81071746  1.4955033 ],[1.0973086],-1.1185940986398824,[ 0.62725437 -0.7788145   1.0520616 ]
200,[ 0.62725437 -0.7788145   1.0520616 ],[-1.8470162],-6.250014249357031,[-0.8312709  -0.55586755 -1.1182445 ]
201,[-0.8312709  -0.55586755 -1.1182445 ],[-0.9802862],-6.639663498808208,[-0.8750308 -0.4840672 -1.6821882]
202,[-0.8750308 -0.4840672 -1.6821882],[1.3746504],-7.234920956336338,[-0.91578245 -0.40167466 -1.839041  ]
203,[-0.91578245 -0.40167466 -1.839041  ],[1.4997511],-7.783792803019356,[-0.9499945  -0.31226668 -1.9153343 ]
204,[-0.9499945  -0.31226668 -1.9153343 ],[-1.22823],-8.34341741377412,[-0.97988945 -0.19954115 -2.3337688 ]
205,[-0.97988945 -0.19954115 -2.3337688 ],[1.3462541],-9.194194298033501,[-0.99623394 -0.0867063  -2.2814865 ]
206,[-0.99623394 -0.0867063  -2.2814865 ],[1.0924013],-9.853376033890656,[-0.999751    0.02231564 -2.182656  ]
207,[-0.999751    0.02231564 -2.182656  ],[-1.7145987],-10.209216137156965,[-0.9897254   0.14298123 -2.423109  ]
208,[-0.9897254   0.14298123 -2.423109  ],[-0.8209672],-9.576541540927227,[-0.9649814  0.2623183 -2.4390182]
209,[-0.9649814  0.2623183 -2.4390182],[1.8816812],-8.870768653723204,[-0.9346847   0.35547784 -1.9600273 ]
210,[-0.9346847   0.35547784 -1.9600273 ],[-1.0674831],-8.103524467027425,[-0.89777607  0.44045222 -1.8535415 ]
211,[-0.89777607  0.44045222 -1.8535415 ],[-0.05472783],-7.555422993399681,[-0.86145276  0.5078377  -1.5314115 ]
212,[-0.86145276  0.5078377  -1.5314115 ],[0.2747014],-7.041059950003191,[-0.83197445  0.5548139  -1.109328  ]
213,[-0.83197445  0.5548139  -1.109328  ],[-1.9654931],-6.647048143118399,[-0.8035616  0.5952216 -0.9880415]
214,[-0.8035616  0.5952216 -0.9880415],[-0.2137127],-6.367941166117406,[-0.78616     0.61802304 -0.57368225]
215,[-0.78616     0.61802304 -0.57368225],[-0.6570565],-6.160785542450435,[-0.7796675   0.6261937  -0.20872347]
216,[-0.7796675   0.6261937  -0.20872347],[1.0614789],-6.081368163289312,[-0.7926491   0.60967815  0.42014363]
217,[-0.7926491   0.60967815  0.42014363],[1.1223717],-6.198800473898477,[-0.82343006  0.5674178   1.045758  ]
