,s,a,r,s1
31,[-0.8309428  -0.55635786 -0.2293202 ],[-1.5472056],-6.51829701827812,[-0.8545759  -0.51932657 -0.87866944]
32,[-0.8545759  -0.51932657 -0.87866944],[0.36983043],-6.8141183053813155,[-0.88447523 -0.4665872  -1.2126898 ]
33,[-0.88447523 -0.4665872  -1.2126898 ],[-1.467631],-7.204424940933457,[-0.9224996  -0.38599807 -1.7827748 ]
34,[-0.9224996  -0.38599807 -1.7827748 ],[1.684749],-7.85735635989257,[-0.95375335 -0.30059025 -1.819561  ]
35,[-0.95375335 -0.30059025 -1.819561  ],[-1.0112536],-1.5492709824687056,[ 0.36066625  0.9326949  -0.28308696]
36,[ 0.36066625  0.9326949  -0.28308696],[-0.38120905],-1.4525165076892304,[0.3438553  0.93902266 0.3592529 ]
37,[0.3438553  0.93902266 0.3592529 ],[1.1681906],-1.5021264797941147,[0.2850725 0.958506  1.2387484]
38,[0.2850725 0.958506  1.2387484],[-0.49306726],-1.7964843546561362,[0.19366713 0.9810673  1.8836678 ]
39,[0.19366713 0.9810673  1.8836678 ],[-0.5105354],-2.2481754737074313,[0.06770244 0.9977056  2.542888  ]
40,[0.06770244 0.9977056  2.542888  ],[-0.60512537],-5.9417108376381425,[-0.74296194 -0.6693337   0.27778274]
41,[-0.74296194 -0.6693337   0.27778274],[0.64222175],-5.807946408142756,[-0.74722654 -0.6645694  -0.12788427]
42,[-0.74722654 -0.6645694  -0.12788427],[-0.7756772],-5.832893759520891,[-0.77138335 -0.6363708  -0.7426629 ]
43,[-0.77138335 -0.6363708  -0.7426629 ],[-1.1311572],-6.067798819350892,[-0.81370205 -0.58128214 -1.3896146 ]
44,[-0.81370205 -0.58128214 -1.3896146 ],[1.2616748],-6.5515935967715935,[-0.85848546 -0.51283795 -1.6363249 ]
45,[-0.85848546 -0.51283795 -1.6363249 ],[0.669845],-9.890852627298756,[-0.9993225 -0.0368053  0.8444053]
46,[-0.9993225 -0.0368053  0.8444053],[-1.6463648],-9.713665432661507,[-0.9978683  -0.06525953  0.56984663]
47,[-0.9978683  -0.06525953  0.56984663],[0.8236858],-9.496690892645097,[-0.99524784 -0.09737415  0.64445484]
48,[-0.99524784 -0.09737415  0.64445484],[0.8259569],-9.308539850009232,[-0.99126184 -0.13190901  0.69531775]
49,[-0.99126184 -0.13190901  0.69531775],[-1.1015855],-9.10543510740815,[-0.9881881  -0.15324575  0.43114817]
50,[-0.9881881  -0.15324575  0.43114817],[0.3908578],-3.812367298336524,[-0.42442185  0.9054646   1.2655549 ]
51,[-0.42442185  0.9054646   1.2655549 ],[-0.8768997],-4.197493437454301,[-0.5046523  0.8633227  1.8131183]
52,[-0.5046523  0.8633227  1.8131183],[1.8682377],-4.741287361490188,[-0.61786264  0.78628606  2.7408462 ]
53,[-0.61786264  0.78628606  2.7408462 ],[-1.1532639],-5.755907678020587,[-0.73380095  0.6793645   3.157571  ]
54,[-0.73380095  0.6793645   3.157571  ],[-0.9298282],-6.732460737758037,[-0.8416228   0.54006577  3.52762   ]
55,[-0.8416228   0.54006577  3.52762   ],[0.12762572],-0.8323193786571091,[ 0.5897011 -0.8076216 -1.4405104]
56,[ 0.5897011 -0.8076216 -1.4405104],[1.5079434],-1.0935832603659497,[ 0.51386744 -0.85786957 -1.820035  ]
57,[ 0.51386744 -0.85786957 -1.820035  ],[0.9355898],-1.395314637895539,[ 0.41098294 -0.911643   -2.3230987 ]
58,[ 0.41098294 -0.911643   -2.3230987 ],[-1.2002606],-1.8573348286523244,[ 0.261126   -0.96530473 -3.18687   ]
59,[ 0.261126   -0.96530473 -3.18687   ],[0.9016627],-2.7236511286773166,[ 0.07533709 -0.9971581  -3.7755992 ]
60,[ 0.07533709 -0.9971581  -3.7755992 ],[-0.78615695],-5.954741254655415,[-0.77698344  0.629521    0.41183338]
61,[-0.77698344  0.629521    0.41183338],[-1.0558126],-6.072903628559548,[-0.7993062   0.6009239   0.72560227]
62,[-0.7993062   0.6009239   0.72560227],[-1.3573866],-6.289182581790608,[-0.82757515  0.56135494  0.9726872 ]
63,[-0.82757515  0.56135494  0.9726872 ],[1.2493206],-6.576102144063784,[-0.8693222  0.4942458  1.5811015]
64,[-0.8693222  0.4942458  1.5811015],[1.4012312],-7.140611184623781,[-0.91757125  0.39757138  2.1619706 ]
65,[-0.91757125  0.39757138  2.1619706 ],[-0.00302636],-2.716057318493471,[-0.13157056 -0.9913068  -1.2422328 ]
66,[-0.13157056 -0.9913068  -1.2422328 ],[1.2846763],-3.055320390750836,[-0.21979441 -0.97554624 -1.7930114 ]
67,[-0.21979441 -0.97554624 -1.7930114 ],[-1.0364091],-3.535261076748815,[-0.3481626  -0.93743414 -2.6801324 ]
68,[-0.3481626  -0.93743414 -2.6801324 ],[-1.9276184],-4.433069391867808,[-0.5134736 -0.8581054 -3.672351 ]
69,[-0.5134736 -0.8581054 -3.672351 ],[1.4951609],-5.803053788813435,[-0.6770971 -0.7358937 -4.0916557]
70,[-0.6770971 -0.7358937 -4.0916557],[-1.1034045],-1.234294905782571,[ 0.40632585 -0.91372824 -0.83853585]
71,[ 0.40632585 -0.91372824 -0.83853585],[0.58045566],-1.398600687056525,[ 0.3396937  -0.94053614 -1.4367636 ]
72,[ 0.3396937  -0.94053614 -1.4367636 ],[-1.3183274],-1.7068451121684576,[ 0.22758363 -0.9737585  -2.3399148 ]
73,[ 0.22758363 -0.9737585  -2.3399148 ],[-1.1838782],-2.347741445859922,[ 0.06715412 -0.9977426  -3.2478156 ]
74,[ 0.06715412 -0.9977426  -3.2478156 ],[-0.15683135],-3.315642922109844,[-0.13337898 -0.9910651  -4.019647  ]
75,[-0.13337898 -0.9910651  -4.019647  ],[1.2261548],-0.04108511479102723,[ 0.9970903  -0.07623004 -0.46218812]
76,[ 0.9970903  -0.07623004 -0.46218812],[-0.3676385],-0.027319255923693147,[ 0.9944895  -0.1048364  -0.57450646]
77,[ 0.9944895  -0.1048364  -0.57450646],[-0.9272237],-0.04489668163250294,[ 0.9895578  -0.14413644 -0.7922173 ]
78,[ 0.9895578  -0.14413644 -0.7922173 ],[1.6527839],-0.08641332133856666,[ 0.9843305  -0.17633352 -0.65240204]
79,[ 0.9843305  -0.17633352 -0.65240204],[-0.71049917],-0.0744888862229195,[ 0.97549826 -0.22000706 -0.89122707]
80,[ 0.97549826 -0.22000706 -0.89122707],[1.1000712],-0.22777582833045062,[ 0.88843304 -0.4590062  -0.05128652]
81,[ 0.88843304 -0.4590062  -0.05128652],[1.8156413],-0.23097056586464645,[ 0.8855889  -0.46446997 -0.12319498]
82,[ 0.8855889  -0.46446997 -0.12319498],[-0.94326645],-0.23573125260188643,[ 0.87093824 -0.49139252 -0.6130374 ]
83,[ 0.87093824 -0.49139252 -0.6130374 ],[-0.12483013],-0.30147232651439265,[ 0.8452822 -0.5343201 -1.0003064]
84,[ 0.8452822 -0.5343201 -1.0003064],[-1.5589412],-0.4202528864294361,[ 0.79883057 -0.60155606 -1.6348876 ]
85,[ 0.79883057 -0.60155606 -1.6348876 ],[1.0390027],-2.0780258853415474,[ 0.16626221  0.9860816  -0.07977346]
86,[ 0.16626221  0.9860816  -0.07977346],[-1.6269691],-1.9738211230456904,[0.14572997 0.9893244  0.41574237]
87,[0.14572997 0.9893244  0.41574237],[-0.32054925],-2.04671692534715,[0.09064353 0.9958834  1.1096532 ]
88,[0.09064353 0.9958834  1.1096532 ],[1.962606],-2.3174683524212165,[-0.01677893  0.9998592   2.1509566 ]
89,[-0.01677893  0.9998592   2.1509566 ],[1.6897088],-2.985914286525673,[-0.17361091  0.98481435  3.1543074 ]
90,[-0.17361091  0.98481435  3.1543074 ],[0.18193361],-3.3294261968574403,[-0.27439508 -0.96161705 -0.50293446]
91,[-0.27439508 -0.96161705 -0.50293446],[-0.05488626],-3.44319936679774,[-0.3330907 -0.9428948 -1.2323802]
92,[-0.3330907 -0.9428948 -1.2323802],[0.22285596],-3.801461840777611,[-0.42130676 -0.90691817 -1.9061229 ]
93,[-0.42130676 -0.90691817 -1.9061229 ],[-0.3606969],-4.386221012371881,[-0.5370251 -0.8435663 -2.6404161]
94,[-0.5370251 -0.8435663 -2.6404161],[-0.11199684],-5.266965709844115,[-0.667913  -0.7442394 -3.2898903]
95,[-0.667913  -0.7442394 -3.2898903],[-0.9419218],-1.6114998416060926,[ 0.24184386 -0.97031516 -1.3170055 ]
96,[ 0.24184386 -0.97031516 -1.3170055 ],[-0.00538762],-1.933133946688219,[ 0.14151156 -0.9899366  -2.04555   ]
97,[ 0.14151156 -0.9899366  -2.04555   ],[0.5049369],-2.460175207582635,[ 0.00637503 -0.9999797  -2.712262  ]
98,[ 0.00637503 -0.9999797  -2.712262  ],[0.6860828],-3.1835210814901203,[-0.16088931 -0.98697245 -3.3593345 ]
99,[-0.16088931 -0.98697245 -3.3593345 ],[1.5147368],-4.131975232258317,[-0.3477866  -0.93757373 -3.872353  ]
100,[-0.3477866  -0.93757373 -3.872353  ],[1.7584081],-2.7042707003154827,[-0.04920621 -0.99878865  0.19094107]
101,[-0.04920621 -0.99878865  0.19094107],[0.48036867],-2.6283492407447198,[-0.0734646 -0.9972978 -0.4860951]
102,[-0.0734646 -0.9972978 -0.4860951],[-1.7173574],-2.730390018437781,[-0.14757349 -0.9890511  -1.491672  ]
103,[-0.14757349 -0.9890511  -1.491672  ],[-0.40615532],-3.177327789781274,[-0.25981793 -0.96565765 -2.2943838 ]
104,[-0.25981793 -0.96565765 -2.2943838 ],[1.3334751],-3.8903966604434546,[-0.39288238 -0.91958874 -2.8186057 ]
105,[-0.39288238 -0.91958874 -2.8186057 ],[1.2225205],-1.4619332042432231,[0.3587923  0.93341744 0.24395515]
106,[0.3587923  0.93341744 0.24395515],[-0.28055307],-1.4552189667754991,[0.3163477 0.9486433 0.9019353]
107,[0.3163477 0.9486433 0.9019353],[0.5020076],-1.6414003006215454,[0.23521622 0.9719431  1.6887189 ]
108,[0.23521622 0.9719431  1.6887189 ],[0.1911334],-2.0630500474102544,[0.11486958 0.9933806  2.4463463 ]
109,[0.11486958 0.9933806  2.4463463 ],[-1.3222365],-2.719192041458792,[-0.03452174  0.99940395  2.993046  ]
110,[-0.03452174  0.99940395  2.993046  ],[-0.88105696],-2.0757328473177052,[0.08478487 0.9963993  1.0323851 ]
111,[0.08478487 0.9963993  1.0323851 ],[-0.8931988],-2.3153068865002355,[0.00260154 0.9999966  1.6457047 ]
112,[0.00260154 0.9999966  1.6457047 ],[-1.1778703],-2.7314566816091523,[-0.10813767  0.9941359   2.2190218 ]
113,[-0.10813767  0.9941359   2.2190218 ],[-0.45642778],-3.3121449084211623,[-0.25046209  0.9681264   2.8961594 ]
114,[-0.25046209  0.9681264   2.8961594 ],[-0.87942046],-4.166354978341323,[-0.41475594  0.9099327   3.4903412 ]
115,[-0.41475594  0.9099327   3.4903412 ],[-1.7848866],-0.23708942683676798,[0.8842541  0.46700615 0.55303234]
116,[0.8842541  0.46700615 0.55303234],[0.9674135],-0.267621111045737,[0.8585702  0.51269597 1.048399  ]
117,[0.8585702  0.51269597 1.048399  ],[-0.94471985],-0.40059704399325474,[0.82370454 0.5670192  1.2912129 ]
118,[0.82370454 0.5670192  1.2912129 ],[-1.9704554],-0.5340732018830948,[0.78137636 0.6240601  1.420909  ]
119,[0.78137636 0.6240601  1.420909  ],[1.7714915],-0.6592154476384987,[0.70974374 0.70445997 2.1546779 ]
120,[0.70974374 0.70445997 2.1546779 ],[-0.27795896],-0.6408998081686559,[ 0.6749168 -0.7378938 -1.3140662]
121,[ 0.6749168 -0.7378938 -1.3140662],[-1.2044916],-0.86293539031782,[ 0.5959466  -0.80302405 -2.0481603 ]
122,[ 0.5959466  -0.80302405 -2.0481603 ],[0.43651587],-1.2889674926252037,[ 0.48747578 -0.8731365  -2.584951  ]
123,[ 0.48747578 -0.8731365  -2.584951  ],[-1.3947525],-1.7971367864689503,[ 0.33041725 -0.94383496 -3.449016  ]
124,[ 0.33041725 -0.94383496 -3.449016  ],[0.24531396],-2.7125125601606257,[ 0.13036871 -0.99146557 -4.1200953 ]
125,[ 0.13036871 -0.99146557 -4.1200953 ],[0.3838496],-4.390496963453906,[-0.5358458  -0.8443159  -0.85201746]
126,[-0.5358458  -0.8443159  -0.85201746],[0.33129427],-4.636504383753457,[-0.5950173 -0.8037129 -1.4355602]
127,[-0.5950173 -0.8037129 -1.4355602],[0.5066863],-5.081972896650593,[-0.670887   -0.74155957 -1.9623419 ]
128,[-0.670887   -0.74155957 -1.9623419 ],[-0.9557299],-5.704553308228719,[-0.7633594 -0.645974  -2.6618712]
129,[-0.7633594 -0.645974  -2.6618712],[0.51781887],-6.6589799837132695,[-0.85311747 -0.52171886 -3.0686786 ]
130,[-0.85311747 -0.52171886 -3.0686786 ],[-0.94844466],-3.712569251947268,[-0.39721203 -0.9177269  -1.0834264 ]
131,[-0.39721203 -0.9177269  -1.0834264 ],[-0.6392972],-4.035312617335554,[-0.48105502 -0.8766904  -1.8676162 ]
132,[-0.48105502 -0.8766904  -1.8676162 ],[-1.6327909],-4.6473598849752,[-0.59748447 -0.8018805  -2.7700527 ]
133,[-0.59748447 -0.8018805  -2.7700527 ],[-0.27901438],-5.656610896344635,[-0.7249943  -0.68875486 -3.413315  ]
134,[-0.7249943  -0.68875486 -3.413315  ],[1.2520417],-6.839717776727094,[-0.8404591 -0.541875  -3.742075 ]
135,[-0.8404591 -0.541875  -3.742075 ],[1.4631451],-6.983216850029972,[-0.9014347   0.43291506  1.1602815 ]
136,[-0.9014347   0.43291506  1.1602815 ],[-0.54712516],-7.391852536630173,[-0.9295599  0.3686712  1.402899 ]
137,[-0.9295599  0.3686712  1.402899 ],[-0.37108794],-7.836721017196925,[-0.95639646  0.2920716   1.6237392 ]
138,[-0.95639646  0.2920716   1.6237392 ],[1.7299432],-8.361811399417155,[-0.98176205  0.1901137   2.1022844 ]
139,[-0.98176205  0.1901137   2.1022844 ],[1.7819232],-9.149492066991964,[-0.9978445   0.06562285  2.5121582 ]
140,[-0.9978445   0.06562285  2.5121582 ],[0.6580635],-1.9078444515886537,[ 0.14042205 -0.99009174 -1.259632  ]
141,[ 0.14042205 -0.99009174 -1.259632  ],[-0.4606439],-2.203518239264805,[ 0.03731414 -0.9993036  -2.0712974 ]
142,[ 0.03731414 -0.9993036  -2.0712974 ],[-0.3038058],-2.7806606485224767,[-0.10579614 -0.99438787 -2.866346  ]
143,[-0.10579614 -0.99438787 -2.866346  ],[1.1399791],-3.6345209416159006,[-0.27448252 -0.9615921  -3.44114   ]
144,[-0.27448252 -0.9615921  -3.44114   ],[0.03383369],-4.602383854202624,[-0.46701714 -0.88424826 -4.157259  ]
145,[-0.46701714 -0.88424826 -4.157259  ],[-0.5114928],-4.031557114011159,[-0.42537042 -0.90501934 -0.20188108]
146,[-0.42537042 -0.90501934 -0.20188108],[-0.70819485],-4.0453503703442495,[-0.4694916  -0.88293695 -0.9868748 ]
147,[-0.4694916  -0.88293695 -0.9868748 ],[0.90736586],-4.339801905176109,[-0.53487813 -0.8449292  -1.5129726 ]
148,[-0.53487813 -0.8449292  -1.5129726 ],[1.7844846],-4.791000535712176,[-0.61178356 -0.7910252  -1.8789968 ]
149,[-0.61178356 -0.7910252  -1.8789968 ],[1.1606752],-5.323340051727027,[-0.6984444  -0.71566427 -2.2981646 ]
150,[-0.6984444  -0.71566427 -2.2981646 ],[-0.72295135],-6.403742437785574,[-0.84826034 -0.5295794  -1.2668996 ]
151,[-0.84826034 -0.5295794  -1.2668996 ],[0.6542715],-6.8353417301006525,[-0.8870838 -0.4616084 -1.5659434]
152,[-0.8870838 -0.4616084 -1.5659434],[0.35571608],-7.3304446510411205,[-0.9260953  -0.37728962 -1.8587923 ]
153,[-0.9260953  -0.37728962 -1.8587923 ],[-0.7476],-7.9345783698022645,[-0.96264946 -0.27075082 -2.2538996 ]
154,[-0.96264946 -0.27075082 -2.2538996 ],[0.31887347],-8.730204002240438,[-0.9882089  -0.15311168 -2.4091315 ]
155,[-0.9882089  -0.15311168 -2.4091315 ],[-1.9694234],-2.7289102202458935,[-0.10930796  0.99400795  0.60532415]
156,[-0.10930796  0.99400795  0.60532415],[-1.73279],-2.8631301274677927,[-0.16333725  0.9865703   1.0909116 ]
157,[-0.16333725  0.9865703   1.0909116 ],[0.49853796],-3.129026797986523,[-0.25645563  0.966556    1.90562   ]
158,[-0.25645563  0.966556    1.90562   ],[0.7680496],-3.7131766229275756,[-0.38632193  0.922364    2.7457445 ]
159,[-0.38632193  0.922364    2.7457445 ],[-0.38213778],-4.6248653661766195,[-0.5359651  0.8442402  3.3801968]
160,[-0.5359651  0.8442402  3.3801968],[-0.9330017],-0.06437127336082749,[0.99771106 0.0676215  0.6751057 ]
161,[0.99771106 0.0676215  0.6751057 ],[0.8155263],-0.05082150793356852,[0.99394727 0.10985849 0.8481508 ]
162,[0.99394727 0.10985849 0.8481508 ],[1.801313],-0.08729845758876485,[0.9855648  0.16929841 1.2007416 ]
163,[0.9855648  0.16929841 1.2007416 ],[-0.34371528],-0.17323622995908525,[0.97276396 0.23179804 1.2761581 ]
164,[0.97276396 0.23179804 1.2761581 ],[0.16718265],-0.21760711845880015,[0.9530388  0.30284828 1.4750841 ]
165,[0.9530388  0.30284828 1.4750841 ],[-1.8547441],-7.346151948687121,[-0.9108736  -0.4126855  -0.18945245]
166,[-0.9108736  -0.4126855  -0.18945245],[1.1072773],-7.382515675495568,[-0.9176157  -0.39746872 -0.332875  ]
167,[-0.9176157  -0.39746872 -0.332875  ],[1.3572482],-7.481315356784395,[-0.92589927 -0.37777048 -0.42738932]
168,[-0.92589927 -0.37777048 -0.42738932],[1.3331078],-7.60569114234442,[-0.93524367 -0.35400468 -0.510751  ]
169,[-0.93524367 -0.35400468 -0.510751  ],[1.1858476],-7.754464189053627,[-0.94541496 -0.325869   -0.5983774 ]
170,[-0.94541496 -0.325869   -0.5983774 ],[-1.5753572],-2.7129578367783083,[-0.10587075  0.9943799   0.6170247 ]
171,[-0.10587075  0.9943799   0.6170247 ],[-1.7948066],-2.8531723895177366,[-0.16005756  0.9871077   1.0935887 ]
172,[-0.16005756  0.9871077   1.0935887 ],[-1.0209291],-3.1188850076774175,[-0.24235062  0.97018874  1.68078   ]
173,[-0.24235062  0.97018874  1.68078   ],[-0.3009658],-3.5789390685627085,[-0.35503528  0.9348529   2.3632767 ]
174,[-0.35503528  0.9348529   2.3632767 ],[-1.2283539],-4.299398380024186,[-0.48552182  0.87422454  2.8801634 ]
175,[-0.48552182  0.87422454  2.8801634 ],[-1.8838736],-5.97824161100955,[-0.7408633   0.67165583 -0.54947233]
176,[-0.7408633   0.67165583 -0.54947233],[0.8388856],-5.815647559819851,[-0.74354744  0.66868323  0.08010238]
177,[-0.74354744  0.66868323  0.08010238],[-0.9100793],-5.805503604543624,[-0.7582437  0.6519712  0.4451029]
178,[-0.7582437  0.6519712  0.4451029],[-1.1575855],-5.932912919307504,[-0.78247905  0.6226769   0.7604435 ]
179,[-0.78247905  0.6226769   0.7604435 ],[-1.7689742],-6.159058742817239,[-0.81151634  0.5843297   0.96210504]
180,[-0.81151634  0.5843297   0.96210504],[0.52129143],-3.1880003215585235,[-0.22768714  0.9737343   0.39769152]
181,[-0.22768714  0.9737343   0.39769152],[1.3911822],-3.259544637754444,[-0.29220843  0.9563547   1.3366696 ]
182,[-0.29220843  0.9563547   1.3366696 ],[0.09812961],-3.665605409339295,[-0.38938886  0.92107344  2.068655  ]
183,[-0.38938886  0.92107344  2.068655  ],[-1.6560628],-4.314587948665604,[-0.5016634   0.86506295  2.5110507 ]
184,[-0.5016634   0.86506295  2.5110507 ],[0.6870629],-5.025554010271216,[-0.6355077   0.77209455  3.2629073 ]
185,[-0.6355077   0.77209455  3.2629073 ],[-1.4288175],-6.320542396927392,[-0.821079   -0.57081455 -0.4290562 ]
186,[-0.821079   -0.57081455 -0.4290562 ],[-0.39610738],-6.440203682866686,[-0.8463677  -0.53259903 -0.91658324]
187,[-0.8463677  -0.53259903 -0.91658324],[-0.7874782],-6.740641675883177,[-0.88235134 -0.47059122 -1.4341543 ]
188,[-0.88235134 -0.47059122 -1.4341543 ],[1.3293906],-7.23859910729138,[-0.916891   -0.39913777 -1.587689  ]
189,[-0.916891   -0.39913777 -1.587689  ],[-1.7708778],-7.713662239863074,[-0.95446277 -0.29833004 -2.152674  ]
190,[-0.95446277 -0.29833004 -2.152674  ],[1.3665007],-1.3200654600069155,[ 0.45923027 -0.8883172   0.40899152]
191,[ 0.45923027 -0.8883172   0.40899152],[-1.6811619],-1.2156629838776418,[ 0.43645743 -0.8997249  -0.5094207 ]
192,[ 0.43645743 -0.8997249  -0.5094207 ],[0.8012984],-1.2790647698300974,[ 0.38799623 -0.92166096 -1.0640197 ]
193,[ 0.38799623 -0.92166096 -1.0640197 ],[0.38893157],-1.4877457036299504,[ 0.30849478 -0.95122606 -1.6969256 ]
194,[ 0.30849478 -0.95122606 -1.6969256 ],[-0.6266545],-1.868865246440284,[ 0.18728063 -0.9823065  -2.5043433 ]
195,[ 0.18728063 -0.9823065  -2.5043433 ],[-0.7712219],-9.86747314615913,[-0.9998928   0.01464389 -0.31398672]
196,[-0.9998928   0.01464389 -0.31398672],[-1.9145771],-9.791329653954307,[-0.99902534  0.04413959 -0.59019035]
197,[-0.99902534  0.04413959 -0.59019035],[-0.8380323],-9.629661385557748,[-0.9969366  0.0782135 -0.6827905]
198,[-0.9969366  0.0782135 -0.6827905],[1.7915262],-9.433631802651625,[-0.99538946  0.09591585 -0.3554015 ]
199,[-0.99538946  0.09591585 -0.3554015 ],[0.27670038],-9.287955201403216,[-0.99415624  0.10795074 -0.24195953]
200,[-0.99415624  0.10795074 -0.24195953],[0.22064905],-3.2961625661901843,[-0.29184356 -0.9564661  -1.1352706 ]
201,[-0.29184356 -0.9564661  -1.1352706 ],[-1.1078529],-3.615613880710545,[-0.3867398 -0.9221889 -2.018798 ]
202,[-0.3867398 -0.9221889 -2.018798 ],[-0.33468342],-4.280257582108846,[-0.5099492 -0.8602045 -2.7606423]
203,[-0.5099492 -0.8602045 -2.7606423],[0.6885459],-5.197496552974029,[-0.64441    -0.76468015 -3.3025138 ]
204,[-0.64441    -0.76468015 -3.3025138 ],[0.96688706],-6.249252628931803,[-0.7750543  -0.63189465 -3.730991  ]
205,[-0.7750543  -0.63189465 -3.730991  ],[-1.8930844],-5.2575548218289825,[-0.6846281   0.72889256  0.7508959 ]
206,[-0.6846281   0.72889256  0.7508959 ],[1.0087512],-5.462514182904261,[-0.73559004  0.67742693  1.448878  ]
207,[-0.73559004  0.67742693  1.448878  ],[0.6714142],-5.957583948506996,[-0.8012732  0.5982986  2.0576603]
208,[-0.8012732  0.5982986  2.0576603],[0.5557032],-6.67478856569626,[-0.87182075  0.48982504  2.5897398 ]
209,[-0.87182075  0.48982504  2.5897398 ],[1.7598559],-7.5891133691432335,[-0.9390862   0.34368178  3.221087  ]
210,[-0.9390862   0.34368178  3.221087  ],[1.3742943],-4.246748926117676,[-0.44047245 -0.8977661   0.34830117]
211,[-0.44047245 -0.8977661   0.34830117],[1.2211456],-4.122032086808999,[-0.4468288  -0.89461946 -0.14185157]
212,[-0.4468288  -0.89461946 -0.14185157],[-1.173793],-4.14060199759395,[-0.4904985 -0.871442  -0.9888851]
213,[-0.4904985 -0.871442  -0.9888851],[0.77224505],-4.4391830959746175,[-0.5555242 -0.8315004 -1.5266299]
214,[-0.5555242 -0.8315004 -1.5266299],[1.3740107],-4.899638573770954,[-0.63360256 -0.77365875 -1.9441535 ]
215,[-0.63360256 -0.77365875 -1.9441535 ],[-0.22733578],-0.12954262379581677,[ 0.9875672  -0.15719758  0.7727964 ]
