,s,a,r,s1
44,[-0.05361186 -0.56998175  0.00462184  0.82457703],0,1.0,[-0.06501149 -0.76516664  0.02111338  1.11871   ]
45,[-0.06501149 -0.76516664  0.02111338  1.11871   ],1,1.0,[-0.08031482 -0.57032794  0.04348758  0.83272403]
46,[-0.08031482 -0.57032794  0.04348758  0.83272403],0,1.0,[-0.09172138 -0.7660163   0.06014206  1.1387603 ]
47,[-0.09172138 -0.7660163   0.06014206  1.1387603 ],0,1.0,[-0.10704171 -0.9618709   0.08291727  1.4496822 ]
48,[-0.10704171 -0.9618709   0.08291727  1.4496822 ],1,1.0,[-0.12627913 -0.76786023  0.11191091  1.1840158 ]
49,[-0.12627913 -0.76786023  0.11191091  1.1840158 ],1,1.0,[-0.14163633 -0.57435375  0.13559122  0.9284049 ]
50,[-0.14163633 -0.57435375  0.13559122  0.9284049 ],1,1.0,[-0.15312341 -0.38129705  0.15415932  0.68121964]
51,[-0.15312341 -0.38129705  0.15415932  0.68121964],1,1.0,[-0.16074935 -0.18861401  0.16778372  0.44076613]
52,[-0.16074935 -0.18861401  0.16778372  0.44076613],0,1.0,[-0.16452162 -0.38566357  0.17659904  0.7812871 ]
53,[-0.16452162 -0.38566357  0.17659904  0.7812871 ],0,1.0,[-0.1722349  -0.5827162   0.19222479  1.1239196 ]
54,[-0.1722349  -0.5827162   0.19222479  1.1239196 ],0,1.0,[-0.18388923 -0.7797659   0.21470317  1.4702168 ]
55,[-0.18388923 -0.7797659   0.21470317  1.4702168 ],1,1.0,[-0.01476365  0.15035915  0.025972   -0.23846436]
56,[-0.01476365  0.15035915  0.025972   -0.23846436],1,1.0,[-0.01175647  0.3451006   0.02120272 -0.5228431 ]
57,[-0.01175647  0.3451006   0.02120272 -0.5228431 ],1,1.0,[-0.00485446  0.5399178   0.01074586 -0.8087701 ]
58,[-0.00485446  0.5399178   0.01074586 -0.8087701 ],1,1.0,[ 0.0059439   0.7348909  -0.00542955 -1.0980536 ]
59,[ 0.0059439   0.7348909  -0.00542955 -1.0980536 ],1,1.0,[ 0.02064172  0.93008393 -0.02739062 -1.3924351 ]
60,[ 0.02064172  0.93008393 -0.02739062 -1.3924351 ],0,1.0,[ 0.0392434   0.7353135  -0.05523932 -1.1084409 ]
61,[ 0.0392434   0.7353135  -0.05523932 -1.1084409 ],0,1.0,[ 0.05394967  0.5409593  -0.07740814 -0.8335864 ]
62,[ 0.05394967  0.5409593  -0.07740814 -0.8335864 ],0,1.0,[ 0.06476885  0.3469755  -0.09407987 -0.5662173 ]
63,[ 0.06476885  0.3469755  -0.09407987 -0.5662173 ],1,1.0,[ 0.07170836  0.5432826  -0.10540421 -0.8869945 ]
64,[ 0.07170836  0.5432826  -0.10540421 -0.8869945 ],1,1.0,[ 0.08257401  0.7396652  -0.12314411 -1.210865  ]
65,[ 0.08257401  0.7396652  -0.12314411 -1.210865  ],1,1.0,[ 0.09736732  0.93614286 -0.1473614  -1.5394626 ]
66,[ 0.09736732  0.93614286 -0.1473614  -1.5394626 ],0,1.0,[ 0.11609017  0.7430689  -0.17815065 -1.2961581 ]
67,[ 0.11609017  0.7430689  -0.17815065 -1.2961581 ],1,1.0,[ 0.13095155  0.9399492  -0.20407382 -1.6389042 ]
68,[ 0.13095155  0.9399492  -0.20407382 -1.6389042 ],0,1.0,[ 0.14975053  0.74772    -0.2368519  -1.416126  ]
69,[ 0.14975053  0.74772    -0.2368519  -1.416126  ],1,1.0,[-0.03443871  0.17432961 -0.02532383 -0.2856034 ]
70,[-0.03443871  0.17432961 -0.02532383 -0.2856034 ],0,1.0,[-0.03095212 -0.0204222  -0.0310359  -0.00101378]
71,[-0.03095212 -0.0204222  -0.0310359  -0.00101378],0,1.0,[-0.03136057 -0.21508563 -0.03105617  0.28171766]
72,[-0.03136057 -0.21508563 -0.03105617  0.28171766],1,1.0,[-0.03566228 -0.01953476 -0.02542182 -0.02059624]
73,[-0.03566228 -0.01953476 -0.02542182 -0.02059624],1,1.0,[-0.03605297  0.17594236 -0.02583374 -0.3211904 ]
74,[-0.03605297  0.17594236 -0.02583374 -0.3211904 ],0,1.0,[-0.03253413 -0.01880235 -0.03225755 -0.03676508]
75,[-0.03253413 -0.01880235 -0.03225755 -0.03676508],1,1.0,[-0.03291017  0.17676698 -0.03299285 -0.3394485 ]
76,[-0.03291017  0.17676698 -0.03299285 -0.3394485 ],0,1.0,[-0.02937483 -0.01787037 -0.03978182 -0.05734954]
77,[-0.02937483 -0.01787037 -0.03978182 -0.05734954],1,1.0,[-0.02973224  0.17779873 -0.04092881 -0.36231375]
78,[-0.02973224  0.17779873 -0.04092881 -0.36231375],1,1.0,[-0.02617627  0.3734778  -0.04817509 -0.66761625]
79,[-0.02617627  0.3734778  -0.04817509 -0.66761625],1,1.0,[-0.01870671  0.56923544 -0.06152741 -0.97507   ]
80,[-0.01870671  0.56923544 -0.06152741 -0.97507   ],0,1.0,[-0.007322    0.37499034 -0.08102881 -0.70233136]
81,[-0.007322    0.37499034 -0.08102881 -0.70233136],0,1.0,[ 1.7780472e-04  1.8107939e-01 -9.5075443e-02 -4.3621570e-01]
82,[ 1.7780472e-04  1.8107939e-01 -9.5075443e-02 -4.3621570e-01],0,1.0,[ 0.00379939 -0.01257717 -0.10379975 -0.17495285]
83,[ 0.00379939 -0.01257717 -0.10379975 -0.17495285],0,1.0,[ 0.00354785 -0.20607224 -0.10729881  0.08326522]
84,[ 0.00354785 -0.20607224 -0.10729881  0.08326522],0,1.0,[-0.0005736  -0.39950556 -0.1056335   0.3402612 ]
85,[-0.0005736  -0.39950556 -0.1056335   0.3402612 ],0,1.0,[-0.00856371 -0.59297836 -0.09882829  0.5978542 ]
86,[-0.00856371 -0.59297836 -0.09882829  0.5978542 ],0,1.0,[-0.02042327 -0.78658867 -0.0868712   0.85784435]
87,[-0.02042327 -0.78658867 -0.0868712   0.85784435],1,1.0,[-0.03615505 -0.5903975  -0.06971432  0.53915924]
88,[-0.03615505 -0.5903975  -0.06971432  0.53915924],0,1.0,[-0.047963   -0.78447366 -0.05893113  0.80908704]
89,[-0.047963   -0.78447366 -0.05893113  0.80908704],1,1.0,[-0.06365247 -0.58859587 -0.04274939  0.49846464]
90,[-0.06365247 -0.58859587 -0.04274939  0.49846464],0,1.0,[-0.07542439 -0.7830898  -0.0327801   0.77737457]
91,[-0.07542439 -0.7830898  -0.0327801   0.77737457],1,1.0,[-0.09108619 -0.5875328  -0.0172326   0.47456098]
92,[-0.09108619 -0.5875328  -0.0172326   0.47456098],1,1.0,[-0.10283684 -0.3921718  -0.00774138  0.17649683]
93,[-0.10283684 -0.3921718  -0.00774138  0.17649683],0,1.0,[-0.11068027 -0.5871821  -0.00421145  0.46672758]
94,[-0.11068027 -0.5871821  -0.00421145  0.46672758],0,1.0,[-0.12242392 -0.7822443   0.0051231   0.7580801 ]
95,[-0.12242392 -0.7822443   0.0051231   0.7580801 ],0,1.0,[-0.13806881 -0.9774365   0.02028471  1.0523708 ]
96,[-0.13806881 -0.9774365   0.02028471  1.0523708 ],0,1.0,[-0.15761754 -1.1728214   0.04133212  1.3513513 ]
97,[-0.15761754 -1.1728214   0.04133212  1.3513513 ],1,1.0,[-0.18107396 -0.9782423   0.06835914  1.0718799 ]
98,[-0.18107396 -0.9782423   0.06835914  1.0718799 ],1,1.0,[-0.2006388  -0.78408736  0.08979674  0.80140966]
99,[-0.2006388  -0.78408736  0.08979674  0.80140966],1,1.0,[-0.21632056 -0.59030414  0.10582494  0.5382708 ]
100,[-0.21632056 -0.59030414  0.10582494  0.5382708 ],1,1.0,[-0.02305118  0.21369605 -0.02923103 -0.31623763]
101,[-0.02305118  0.21369605 -0.02923103 -0.31623763],1,1.0,[-0.01877726  0.4092219  -0.03555578 -0.61799383]
102,[-0.01877726  0.4092219  -0.03555578 -0.61799383],0,1.0,[-0.01059282  0.21461418 -0.04791566 -0.33671796]
103,[-0.01059282  0.21461418 -0.04791566 -0.33671796],1,1.0,[-0.00630054  0.41038412 -0.05465002 -0.6441176 ]
104,[-0.00630054  0.41038412 -0.05465002 -0.6441176 ],0,1.0,[ 0.00190714  0.21606468 -0.06753237 -0.36913273]
105,[ 0.00190714  0.21606468 -0.06753237 -0.36913273],1,1.0,[ 0.00622844  0.4120779  -0.07491502 -0.6823218 ]
106,[ 0.00622844  0.4120779  -0.07491502 -0.6823218 ],1,1.0,[ 0.01447     0.60815585 -0.08856146 -0.99761826]
107,[ 0.01447     0.60815585 -0.08856146 -0.99761826],1,1.0,[ 0.02663311  0.8043431  -0.10851382 -1.3167489 ]
108,[ 0.02663311  0.8043431  -0.10851382 -1.3167489 ],0,1.0,[ 0.04271998  0.6107482  -0.1348488  -1.0599049 ]
109,[ 0.04271998  0.6107482  -0.1348488  -1.0599049 ],0,1.0,[ 0.05493494  0.41764483 -0.1560469  -0.81240505]
110,[ 0.05493494  0.41764483 -0.1560469  -0.81240505],1,1.0,[ 0.06328783  0.61452055 -0.172295   -1.1498222 ]
111,[ 0.06328783  0.61452055 -0.172295   -1.1498222 ],0,1.0,[ 0.07557825  0.42201385 -0.19529144 -0.91574204]
112,[ 0.07557825  0.42201385 -0.19529144 -0.91574204],0,1.0,[ 0.08401852  0.22999232 -0.21360628 -0.69023633]
113,[ 0.08401852  0.22999232 -0.21360628 -0.69023633],1,1.0,[-0.02077801  0.17149717 -0.00727613 -0.33850864]
114,[-0.02077801  0.17149717 -0.00727613 -0.33850864],1,1.0,[-0.01734807  0.3667219  -0.0140463  -0.63347715]
115,[-0.01734807  0.3667219  -0.0140463  -0.63347715],0,1.0,[-0.01001363  0.17179868 -0.02671584 -0.3452506 ]
116,[-0.01001363  0.17179868 -0.02671584 -0.3452506 ],0,1.0,[-0.00657766 -0.02293325 -0.03362086 -0.06111049]
117,[-0.00657766 -0.02293325 -0.03362086 -0.06111049],1,1.0,[-0.00703632  0.17265421 -0.03484306 -0.36420855]
118,[-0.00703632  0.17265421 -0.03484306 -0.36420855],0,1.0,[-0.00358324 -0.02195567 -0.04212724 -0.0827127 ]
119,[-0.00358324 -0.02195567 -0.04212724 -0.0827127 ],0,1.0,[-0.00402235 -0.2164492  -0.04378149  0.19638702]
120,[-0.00402235 -0.2164492  -0.04378149  0.19638702],1,1.0,[-0.00835133 -0.02072925 -0.03985375 -0.10977924]
121,[-0.00835133 -0.02072925 -0.03985375 -0.10977924],1,1.0,[-0.00876592  0.17494047 -0.04204933 -0.41476464]
122,[-0.00876592  0.17494047 -0.04204933 -0.41476464],0,1.0,[-0.00526711 -0.01956105 -0.05034463 -0.13562912]
123,[-0.00526711 -0.01956105 -0.05034463 -0.13562912],0,1.0,[-0.00565833 -0.21392709 -0.05305721  0.14075547]
124,[-0.00565833 -0.21392709 -0.05305721  0.14075547],1,1.0,[-0.00993687 -0.01808698 -0.0502421  -0.16818282]
125,[-0.00993687 -0.01808698 -0.0502421  -0.16818282],1,1.0,[-0.01029861  0.17771678 -0.05360576 -0.4762828 ]
126,[-0.01029861  0.17771678 -0.05360576 -0.4762828 ],1,1.0,[-0.00674428  0.37355304 -0.06313141 -0.7853678 ]
127,[-0.00674428  0.37355304 -0.06313141 -0.7853678 ],1,1.0,[ 7.2678371e-04  5.6948298e-01 -7.8838773e-02 -1.0972255e+00]
128,[ 7.2678371e-04  5.6948298e-01 -7.8838773e-02 -1.0972255e+00],0,1.0,[ 0.01211644  0.37548256 -0.10078328 -0.83028334]
129,[ 0.01211644  0.37548256 -0.10078328 -0.83028334],1,1.0,[ 0.01962609  0.571827   -0.11738895 -1.1528857 ]
130,[ 0.01962609  0.571827   -0.11738895 -1.1528857 ],1,1.0,[ 0.03106263  0.76826805 -0.14044666 -1.4799525 ]
131,[ 0.03106263  0.76826805 -0.14044666 -1.4799525 ],0,1.0,[ 0.04642799  0.57511175 -0.17004572 -1.2342266 ]
132,[ 0.04642799  0.57511175 -0.17004572 -1.2342266 ],1,1.0,[ 0.05793023  0.7719617  -0.19473024 -1.5749956 ]
133,[ 0.05793023  0.7719617  -0.19473024 -1.5749956 ],1,1.0,[ 0.07336947  0.9687987  -0.22623016 -1.9215603 ]
134,[ 0.07336947  0.9687987  -0.22623016 -1.9215603 ],0,1.0,[ 0.00462447 -0.21891081 -0.04776834  0.26221427]
135,[ 0.00462447 -0.21891081 -0.04776834  0.26221427],1,1.0,[ 0.00024626 -0.0231407  -0.04252405 -0.04514446]
136,[ 0.00024626 -0.0231407  -0.04252405 -0.04514446],0,1.0,[-2.1655668e-04 -2.1762790e-01 -4.3426942e-02  2.3382430e-01]
137,[-2.1655668e-04 -2.1762790e-01 -4.3426942e-02  2.3382430e-01],1,1.0,[-0.00456911 -0.02191323 -0.03875046 -0.07223444]
138,[-0.00456911 -0.02191323 -0.03875046 -0.07223444],0,1.0,[-0.00500738 -0.21645883 -0.04019514  0.20797512]
139,[-0.00500738 -0.21645883 -0.04019514  0.20797512],1,1.0,[-0.00933656 -0.02078586 -0.03603565 -0.09711146]
140,[-0.00933656 -0.02078586 -0.03603565 -0.09711146],0,1.0,[-0.00975227 -0.21537331 -0.03797787  0.18398802]
141,[-0.00975227 -0.21537331 -0.03797787  0.18398802],1,1.0,[-0.01405974 -0.01972911 -0.03429811 -0.12042947]
142,[-0.01405974 -0.01972911 -0.03429811 -0.12042947],1,1.0,[-0.01445432  0.17586702 -0.0367067  -0.4237328 ]
143,[-0.01445432  0.17586702 -0.0367067  -0.4237328 ],0,1.0,[-0.01093698 -0.01871622 -0.04518136 -0.14284387]
144,[-0.01093698 -0.01871622 -0.04518136 -0.14284387],0,1.0,[-0.0113113  -0.21316296 -0.04803824  0.13524978]
145,[-0.0113113  -0.21316296 -0.04803824  0.13524978],0,1.0,[-0.01557456 -0.4075651  -0.04533324  0.4123988 ]
146,[-0.01557456 -0.4075651  -0.04533324  0.4123988 ],1,1.0,[-0.02372587 -0.21183081 -0.03708526  0.10577559]
147,[-0.02372587 -0.21183081 -0.03708526  0.10577559],1,1.0,[-0.02796248 -0.01619758 -0.03496975 -0.19837306]
148,[-0.02796248 -0.01619758 -0.03496975 -0.19837306],1,1.0,[-0.02828643  0.17940664 -0.03893721 -0.50187904]
149,[-0.02828643  0.17940664 -0.03893721 -0.50187904],0,1.0,[-0.0246983  -0.01514545 -0.04897479 -0.22171673]
150,[-0.0246983  -0.01514545 -0.04897479 -0.22171673],0,1.0,[-0.02500121 -0.2095344  -0.05340913  0.05512426]
151,[-0.02500121 -0.2095344  -0.05340913  0.05512426],0,1.0,[-0.0291919  -0.40385148 -0.05230664  0.33048946]
152,[-0.0291919  -0.40385148 -0.05230664  0.33048946],0,1.0,[-0.03726893 -0.5981914  -0.04569685  0.6062294 ]
153,[-0.03726893 -0.5981914  -0.04569685  0.6062294 ],1,1.0,[-0.04923275 -0.40246123 -0.03357227  0.2995105 ]
154,[-0.04923275 -0.40246123 -0.03357227  0.2995105 ],1,1.0,[-0.05728198 -0.20687722 -0.02758206 -0.00356859]
155,[-0.05728198 -0.20687722 -0.02758206 -0.00356859],0,1.0,[-0.06141952 -0.40159297 -0.02765343  0.28028584]
156,[-0.06141952 -0.40159297 -0.02765343  0.28028584],0,1.0,[-0.06945138 -0.5963098  -0.02204771  0.5641203 ]
157,[-0.06945138 -0.5963098  -0.02204771  0.5641203 ],0,1.0,[-0.08137758 -0.7911155  -0.01076531  0.84977645]
158,[-0.08137758 -0.7911155  -0.01076531  0.84977645],1,1.0,[-0.09719989 -0.59584844  0.00623022  0.5537278 ]
159,[-0.09719989 -0.59584844  0.00623022  0.5537278 ],0,1.0,[-0.10911686 -0.79105735  0.01730478  0.84836715]
160,[-0.10911686 -0.79105735  0.01730478  0.84836715],0,1.0,[-0.124938   -0.986411    0.03427212  1.1464411 ]
161,[-0.124938   -0.986411    0.03427212  1.1464411 ],0,1.0,[-0.14466622 -1.1819633   0.05720095  1.4496714 ]
162,[-0.14466622 -1.1819633   0.05720095  1.4496714 ],1,1.0,[-0.16830549 -0.9875892   0.08619437  1.175395  ]
163,[-0.16830549 -0.9875892   0.08619437  1.175395  ],0,1.0,[-0.18805727 -1.1837188   0.10970227  1.493807  ]
164,[-0.18805727 -1.1837188   0.10970227  1.493807  ],0,1.0,[-0.21173166 -1.3799909   0.13957842  1.8186332 ]
165,[-0.21173166 -1.3799909   0.13957842  1.8186332 ],1,1.0,[-0.23933147 -1.1866697   0.17595108  1.5723745 ]
166,[-0.23933147 -1.1866697   0.17595108  1.5723745 ],0,1.0,[-0.26306486 -1.3834001   0.20739856  1.914377  ]
167,[-0.26306486 -1.3834001   0.20739856  1.914377  ],0,1.0,[-0.29073286 -1.5800655   0.2456861   2.2635922 ]
168,[-0.29073286 -1.5800655   0.2456861   2.2635922 ],0,1.0,[-0.04625751 -0.22518647 -0.02908835  0.2582388 ]
169,[-0.04625751 -0.22518647 -0.02908835  0.2582388 ],0,1.0,[-0.05076124 -0.4198813  -0.02392357  0.5416068 ]
170,[-0.05076124 -0.4198813  -0.02392357  0.5416068 ],1,1.0,[-0.05915887 -0.22443143 -0.01309144  0.24148296]
171,[-0.05915887 -0.22443143 -0.01309144  0.24148296],0,1.0,[-0.06364749 -0.41936395 -0.00826178  0.5300079 ]
172,[-0.06364749 -0.41936395 -0.00826178  0.5300079 ],0,1.0,[-0.07203478 -0.61436874  0.00233838  0.82007617]
173,[-0.07203478 -0.61436874  0.00233838  0.82007617],1,1.0,[-0.08432215 -0.41927883  0.0187399   0.52812964]
174,[-0.08432215 -0.41927883  0.0187399   0.52812964],0,1.0,[-0.09270772 -0.61465937  0.0293025   0.8266581 ]
175,[-0.09270772 -0.61465937  0.0293025   0.8266581 ],0,1.0,[-0.10500091 -0.8101695   0.04583566  1.1284112 ]
176,[-0.10500091 -0.8101695   0.04583566  1.1284112 ],1,1.0,[-0.1212043  -0.61567694  0.06840388  0.8504497 ]
177,[-0.1212043  -0.61567694  0.06840388  0.8504497 ],1,1.0,[-0.13351785 -0.42155108  0.08541287  0.58003694]
178,[-0.13351785 -0.42155108  0.08541287  0.58003694],1,1.0,[-0.14194886 -0.22772333  0.09701362  0.31543607]
179,[-0.14194886 -0.22772333  0.09701362  0.31543607],1,1.0,[-0.14650333 -0.0341075   0.10332233  0.05485522]
180,[-0.14650333 -0.0341075   0.10332233  0.05485522],0,1.0,[-0.14718547 -0.23054752  0.10441944  0.37826657]
181,[-0.14718547 -0.23054752  0.10441944  0.37826657],1,1.0,[-0.15179643 -0.0370515   0.11198477  0.12024699]
182,[-0.15179643 -0.0370515   0.11198477  0.12024699],1,1.0,[-0.15253747  0.15630272  0.11438971 -0.1351129 ]
183,[-0.15253747  0.15630272  0.11438971 -0.1351129 ],1,1.0,[-0.14941141  0.34961617  0.11168745 -0.38963073]
184,[-0.14941141  0.34961617  0.11168745 -0.38963073],0,1.0,[-0.14241908  0.15310088  0.10389484 -0.06392652]
185,[-0.14241908  0.15310088  0.10389484 -0.06392652],0,1.0,[-0.13935706 -0.04334536  0.10261631  0.2596441 ]
186,[-0.13935706 -0.04334536  0.10261631  0.2596441 ],0,1.0,[-0.14022397 -0.23977111  0.10780919  0.5828491 ]
187,[-0.14022397 -0.23977111  0.10780919  0.5828491 ],1,1.0,[-0.1450194  -0.04631159  0.11946617  0.32597908]
188,[-0.1450194  -0.04631159  0.11946617  0.32597908],1,1.0,[-0.14594562  0.14692481  0.12598576  0.07323002]
189,[-0.14594562  0.14692481  0.12598576  0.07323002],0,1.0,[-0.14300713 -0.04975702  0.12745036  0.4028564 ]
190,[-0.14300713 -0.04975702  0.12745036  0.4028564 ],1,1.0,[-0.14400227  0.14334868  0.13550748  0.15291627]
191,[-0.14400227  0.14334868  0.13550748  0.15291627],0,1.0,[-0.14113529 -0.05342709  0.13856581  0.4850915 ]
192,[-0.14113529 -0.05342709  0.13856581  0.4850915 ],0,1.0,[-0.14220384 -0.25020453  0.14826764  0.8180367 ]
193,[-0.14220384 -0.25020453  0.14826764  0.8180367 ],1,1.0,[-0.14720793 -0.05738937  0.16462837  0.5754183 ]
194,[-0.14720793 -0.05738937  0.16462837  0.5754183 ],1,1.0,[-0.14835572  0.13508867  0.17613673  0.3387873 ]
195,[-0.14835572  0.13508867  0.17613673  0.3387873 ],0,1.0,[-0.14565395 -0.0620449   0.18291248  0.6814294 ]
196,[-0.14565395 -0.0620449   0.18291248  0.6814294 ],1,1.0,[-0.14689484  0.1301291   0.19654107  0.45145404]
197,[-0.14689484  0.1301291   0.19654107  0.45145404],0,1.0,[-0.14429227 -0.06715021  0.20557015  0.79908776]
198,[-0.14429227 -0.06715021  0.20557015  0.79908776],1,1.0,[-0.14563526  0.12464833  0.22155191  0.57746035]
199,[-0.14563526  0.12464833  0.22155191  0.57746035],1,1.0,[-0.00548471  0.24279256  0.00744841 -0.28998792]
200,[-0.00548471  0.24279256  0.00744841 -0.28998792],1,1.0,[ 0.04568331  0.22324222  0.01902359 -0.25017974]
201,[ 0.04568331  0.22324222  0.01902359 -0.25017974],1,1.0,[ 0.05014816  0.41808742  0.01401999 -0.53680205]
202,[ 0.05014816  0.41808742  0.01401999 -0.53680205],0,1.0,[ 0.0585099   0.22277117  0.00328395 -0.23973472]
203,[ 0.0585099   0.22277117  0.00328395 -0.23973472],1,1.0,[ 0.06296533  0.41784605 -0.00151074 -0.53138   ]
204,[ 0.06296533  0.41784605 -0.00151074 -0.53138   ],0,1.0,[ 0.07132225  0.22274539 -0.01213834 -0.23917347]
205,[ 0.07132225  0.22274539 -0.01213834 -0.23917347],0,1.0,[ 0.07577716  0.02779892 -0.01692181  0.04965609]
206,[ 0.07577716  0.02779892 -0.01692181  0.04965609],1,1.0,[ 0.07633314  0.22315937 -0.01592869 -0.2483174 ]
207,[ 0.07633314  0.22315937 -0.01592869 -0.2483174 ],1,1.0,[ 0.08079632  0.41850513 -0.02089504 -0.5459817 ]
