,s,a,r,s1
23,[-0.52192926  0.00562747],[-0.17719895],-0.003139946663219817,[-0.5165801   0.00534915]
24,[-0.5165801   0.00534915],[-0.3031315],-0.009188870080303335,[-0.5117383   0.00484182]
25,[-0.5117383   0.00484182],[-0.6049308],-0.03659412946640295,[-0.5078928   0.00384549]
26,[-0.5078928   0.00384549],[0.5800582],-0.0336467535165653,[-0.50329494  0.00459782]
27,[-0.50329494  0.00459782],[-0.80602235],-0.06496720222831734,[-0.50005835  0.0032366 ]
28,[-0.50005835  0.0032366 ],[0.5537784],-0.030667052733548417,[-0.49616748  0.00389087]
29,[-0.49616748  0.00389087],[-0.05379647],-0.00028940598014259996,[-0.4925628   0.00360467]
30,[-0.4925628   0.00360467],[0.14063503],-0.0019778211235987665,[-0.4889796   0.00358319]
31,[-0.4889796   0.00358319],[0.50963795],-0.025973084196677123,[-0.48489115  0.00408847]
32,[-0.48489115  0.00408847],[-0.7263659],-0.052760745537626975,[-0.48218188  0.00270926]
33,[-0.48218188  0.00270926],[-0.3995273],-0.015962207249464202,[-0.48038173  0.00180014]
34,[-0.48038173  0.00180014],[-0.66400415],-0.04409015073032699,[-0.4799008   0.00048092]
35,[-0.4799008   0.00048092],[-0.20665947],-0.0042708134899066335,[-4.8005667e-01 -1.5586909e-04]
36,[-4.8005667e-01 -1.5586909e-04],[-0.86266667],-0.07441937775035434,[-0.48183218 -0.00177551]
37,[-0.48183218 -0.00177551],[0.79439557],-0.06310643152592235,[-0.4827285  -0.00089634]
38,[-0.4827285  -0.00089634],[0.9552745],-0.09125494129641575,[-4.8249769e-01  2.3080823e-04]
39,[-4.8249769e-01  2.3080823e-04],[-0.9269374],-0.0859212945918987,[-0.48396477 -0.00146708]
40,[-0.48396477 -0.00146708],[0.7134051],-0.05089467977384779,[-0.4846583  -0.00069352]
41,[-0.4846583  -0.00069352],[-0.19634748],-0.0038552330959248596,[-0.48593774 -0.00127943]
42,[-0.48593774 -0.00127943],[-0.86441314],-0.07472100804154849,[-0.48879567 -0.00285791]
43,[-0.48879567 -0.00285791],[-0.6807565],-0.04634294249598306,[-0.49293527 -0.00413959]
44,[-0.49293527 -0.00413959],[-0.49658862],-0.024660025509337748,[-0.4980494  -0.00511413]
45,[-0.4980494  -0.00511413],[-0.5768554],-0.033276217681356,[-0.50422025 -0.00617085]
46,[-0.50422025 -0.00617085],[-0.7811026],-0.06101212681547317,[-0.511708   -0.00748776]
47,[-0.511708   -0.00748776],[0.98591924],-0.09720367421564902,[-0.51780605 -0.00609804]
48,[-0.51780605 -0.00609804],[-0.97591805],-0.09524160492565557,[-0.5254114  -0.00760536]
49,[-0.5254114  -0.00760536],[-0.82814884],-0.0685830504270598,[-0.53424543 -0.00883399]
50,[-0.53424543 -0.00883399],[-0.0092002],-8.464363669844714e-06,[-0.5430134  -0.00876795]
51,[-0.5430134  -0.00876795],[0.08259802],-0.0006822433422768504,[-0.55151194 -0.00849853]
52,[-0.55151194 -0.00849853],[0.5789622],-0.03351972369496394,[-0.5589329  -0.00742098]
53,[-0.5589329  -0.00742098],[0.5101011],-0.026020311175676627,[-0.56532425 -0.00639132]
54,[-0.56532425 -0.00639132],[0.47479734],-0.022543251240672024,[-0.5706912 -0.005367 ]
55,[-0.5706912 -0.005367 ],[-0.54528916],-0.029734026672782934,[-0.57652414 -0.00583291]
56,[-0.57652414 -0.00583291],[-0.66688085],-0.04447300627930986,[-0.5829621  -0.00643796]
57,[-0.5829621  -0.00643796],[0.54063576],-0.02922870299633793,[-0.5881462  -0.00518413]
58,[-0.5881462  -0.00518413],[0.82148576],-0.06748388503138472,[-0.59161705 -0.00347082]
59,[-0.59161705 -0.00347082],[-0.80082864],-0.06413265037452653,[-0.5957825  -0.00416545]
60,[-0.5957825  -0.00416545],[-0.70912063],-0.05028520696189531,[-0.6004745  -0.00469198]
61,[-0.6004745  -0.00469198],[-0.38061664],-0.01448690229027827,[-0.6051659  -0.00469143]
62,[-0.6051659  -0.00469143],[0.38870466],-0.015109131080465944,[-0.6086686  -0.00350271]
63,[-0.6086686  -0.00350271],[0.7664521],-0.05874487818169314,[-0.61039054 -0.00172191]
64,[-0.61039054 -0.00172191],[-0.6459002],-0.04171870552825716,[-0.6124377  -0.00204715]
65,[-0.6124377  -0.00204715],[-0.88516015],-0.0783508487861898,[-0.6151542  -0.00271646]
66,[-0.6151542  -0.00271646],[0.9012479],-0.08122478107912948,[-0.61584073 -0.00068653]
67,[-0.61584073 -0.00068653],[-0.9764561],-0.0953466526376534,[-0.6173089  -0.00146819]
68,[-0.6173089  -0.00146819],[0.2721278],-0.007405354341901572,[-6.1767530e-01 -3.6639432e-04]
69,[-6.1767530e-01 -3.6639432e-04],[-0.01602184],-2.566993657762695e-05,[-6.173695e-01  3.058172e-04]
70,[-6.173695e-01  3.058172e-04],[-0.802791],-0.06444733887377795,[-6.1757380e-01 -2.0432829e-04]
71,[-6.1757380e-01 -2.0432829e-04],[-0.62793314],-0.03943000340488112,[-6.1802453e-01 -4.5071493e-04]
72,[-6.1802453e-01 -4.5071493e-04],[0.6730727],-0.04530268537400986,[-0.61676687  0.00125765]
73,[-0.61676687  0.00125765],[-0.18527809],-0.0034327969838977347,[-0.61509746  0.00166943]
74,[-0.61509746  0.00166943],[0.8495188],-0.07216821506744964,[-0.6114761   0.00362137]
75,[-0.6114761   0.00362137],[-0.07984123],-0.0006374621423369753,[-0.60732305  0.00415308]
76,[-0.60732305  0.00415308],[0.20573762],-0.004232796852690602,[-0.60224     0.00508303]
77,[-0.60224     0.00508303],[0.44066644],-0.019418690882963576,[-0.5959116   0.00632839]
78,[-0.5959116   0.00632839],[0.58304507],-0.03399415482907706,[-0.5881706   0.00774106]
79,[-0.5881706   0.00774106],[-0.64650303],-0.041796616942037096,[-0.580918    0.00725257]
80,[-0.580918    0.00725257],[-0.6729992],-0.04529279275147111,[-0.5742472   0.00667085]
81,[-0.5742472   0.00667085],[0.80380094],-0.06460959519705654,[-0.56599224  0.00825495]
82,[-0.56599224  0.00825495],[-0.25840816],-0.006677477664684606,[-0.5578078   0.00818443]
83,[-0.5578078   0.00818443],[-0.24987133],-0.00624356807929074,[-0.54974204  0.00806575]
84,[-0.54974204  0.00806575],[-0.86143947],-0.07420779544032144,[-0.5427726   0.00696946]
85,[-0.5427726   0.00696946],[-0.36581713],-0.013382217231754014,[-0.53620815  0.00656446]
86,[-0.53620815  0.00656446],[-0.8701955],-0.07572402221490081,[-0.53085446  0.00535371]
87,[-0.53085446  0.00535371],[0.95474553],-0.09115390291213431,[-0.52401423  0.00684024]
88,[-0.52401423  0.00684024],[0.00860211],-7.399624387130835e-06,[-0.517158    0.00685626]
89,[-0.517158    0.00685626],[-0.76342577],-0.058281890236344586,[-0.5114952   0.00566282]
90,[-0.5114952   0.00566282],[0.23897846],-0.005711070455001833,[-0.50556463  0.00593053]
91,[-0.50556463  0.00593053],[-0.26741582],-0.007151122161647905,[-0.5001704   0.00539422]
92,[-0.5001704   0.00539422],[0.10150176],-0.0010302607865103398,[-0.4947995  0.0053709]
93,[-0.4947995  0.0053709],[0.55624217],-0.030940534940535613,[-0.48880994  0.00598954]
94,[-0.48880994  0.00598954],[-0.9373226],-0.08785736875470321,[-0.48448682  0.00432311]
95,[-0.48448682  0.00432311],[0.46528614],-0.021649118805000003,[-0.47975844  0.00472838]
96,[-0.47975844  0.00472838],[0.7403056],-0.054805238516766865,[-0.47424746  0.00551098]
97,[-0.47424746  0.00551098],[0.3776739],-0.014263757033522584,[-0.46853876  0.00570871]
98,[-0.46853876  0.00570871],[-0.4982093],-0.024821250427189412,[-0.46398845  0.00455032]
99,[-0.46398845  0.00455032],[0.8548267],-0.07307286678274637,[-0.45860058  0.00538786]
100,[-0.45860058  0.00538786],[-0.4194176],-0.01759111147199386,[-0.45432624  0.00427433]
101,[-0.45432624  0.00427433],[-0.7081091],-0.050141847029934544,[-0.45162988  0.00269635]
102,[-0.45162988  0.00269635],[-0.7788984],-0.0606682745484509,[-0.45063746  0.00099242]
103,[-0.45063746  0.00099242],[-0.86002606],-0.07396448265192,[-0.45147792 -0.00084047]
104,[-0.45147792 -0.00084047],[0.8713852],-0.07593121959058778,[-4.515480e-01 -7.008597e-05]
105,[-4.515480e-01 -7.008597e-05],[0.8993522],-0.08088343668357681,[-0.45080525  0.00074276]
106,[-0.45080525  0.00074276],[0.02500855],-6.254274756251205e-05,[-4.505666e-01  2.386501e-04]
107,[-4.505666e-01  2.386501e-04],[0.67217606],-0.04518206597518635,[-0.44986305  0.00070354]
108,[-0.44986305  0.00070354],[-0.9176477],-0.08420773368892612,[-0.4510845  -0.00122145]
109,[-0.4510845  -0.00122145],[0.5556274],-0.030872181390208555,[-0.4520121  -0.00092758]
110,[-0.4520121  -0.00092758],[0.20601839],-0.004244357630591722,[-0.45316342 -0.00115134]
111,[-0.45316342 -0.00115134],[-0.81879956],-0.06704327117622065,[-0.4560673  -0.00290388]
112,[-0.4560673  -0.00290388],[0.28790894],-0.008289155859987662,[-0.45904234 -0.00297504]
113,[-0.45904234 -0.00297504],[0.7337043],-0.053832204171391146,[-0.46139798 -0.00235564]
114,[-0.46139798 -0.00235564],[0.7783964],-0.060590099854929136,[-0.46304983 -0.00165185]
115,[-0.46304983 -0.00165185],[0.05247654],-0.00027537868812067687,[-0.4650746  -0.00202476]
116,[-0.4650746  -0.00202476],[-0.31756893],-0.010085002403317223,[-0.4680124  -0.00293779]
117,[-0.4680124  -0.00293779],[0.3741147],-0.013996180292824435,[-0.47080398 -0.00279159]
118,[-0.47080398 -0.00279159],[0.06316987],-0.0003990432071568684,[-0.4738951  -0.00309114]
119,[-0.4738951  -0.00309114],[0.2707998],-0.007333252401772317,[-0.47695145 -0.00305634]
120,[-0.47695145 -0.00305634],[0.00367476],-1.3503831931992314e-06,[-0.480351   -0.00339954]
121,[-0.480351   -0.00339954],[-0.96747553],-0.09360089078928838,[-0.4855252 -0.0051742]
122,[-0.4855252 -0.0051742],[-0.5280652],-0.02788528603307441,[-0.49177644 -0.00625123]
123,[-0.49177644 -0.00625123],[-0.09256671],-0.0008568595104155252,[-0.49840483 -0.00662839]
124,[-0.49840483 -0.00662839],[0.0032626],-1.0644544630933047e-06,[-0.5052171  -0.00681227]
125,[-0.5052171  -0.00681227],[-0.00067702],-4.5835489541351396e-08,[-0.51216817 -0.00695108]
126,[-0.51216817 -0.00695108],[0.00147307],-2.169921180255176e-07,[-0.51920277 -0.00703458]
127,[-0.51920277 -0.00703458],[0.21969156],-0.004826438139127221,[-0.5259408  -0.00673801]
128,[-0.5259408  -0.00673801],[0.4178104],-0.017456553892259398,[-0.5320345  -0.00609373]
129,[-0.5320345  -0.00609373],[-0.09922081],-0.0009844769597581406,[-0.5382138 -0.0061793]
130,[-0.5382138 -0.0061793],[0.4763093],-0.022687054876064396,[-0.543569   -0.00535526]
131,[-0.543569   -0.00535526],[-0.32002777],-0.01024177726827169,[-0.54925466 -0.00568561]
132,[-0.54925466 -0.00568561],[-0.6566231],-0.04311539283849584,[-0.55573297 -0.00647832]
133,[-0.55573297 -0.00647832],[0.7682336],-0.05901828599876105,[-0.5608183  -0.00508534]
134,[-0.5608183  -0.00508534],[-0.46344337],-0.021477975596727907,[-0.56632024 -0.00550193]
135,[-0.56632024 -0.00550193],[0.34251598],-0.01173171932924797,[-0.5709889  -0.00466863]
136,[-0.5709889  -0.00466863],[-0.966473],-0.09340700275653405,[-0.576753   -0.00576411]
137,[-0.576753   -0.00576411],[0.445034],-0.019805525875040166,[-0.5814526  -0.00469959]
138,[-0.5814526  -0.00469959],[-0.8421721],-0.07092538228399158,[-0.58698374 -0.00553111]
139,[-0.58698374 -0.00553111],[0.1501557],-0.0022546732228186706,[-0.5918171  -0.00483335]
140,[-0.5918171  -0.00483335],[-0.5001254],-0.02501254238998172,[-0.59689254 -0.00507547]
141,[-0.59689254 -0.00507547],[0.72798127],-0.0529956728538398,[-0.60033077 -0.00343821]
142,[-0.60033077 -0.00343821],[0.17478734],-0.003055061511512136,[-0.6029364  -0.00260561]
143,[-0.6029364  -0.00260561],[0.2683155],-0.007199320435293899,[-0.6045501  -0.00161371]
144,[-0.6045501  -0.00161371],[0.98050237],-0.0961384891731143,[-6.040919e-01  4.582304e-04]
145,[-6.040919e-01  4.582304e-04],[0.96075773],-0.09230554203497832,[-0.6015947   0.00249722]
146,[-0.6015947   0.00249722],[-0.4271751],-0.01824785700054612,[-0.5991586  0.0024361]
147,[-0.5991586  0.0024361],[0.72213286],-0.05214758698231528,[-0.59507746  0.00408116]
148,[-0.59507746  0.00408116],[0.27290535],-0.007447732991204248,[-0.5900549  0.0050225]
149,[-0.5900549  0.0050225],[0.05840109],-0.00034106872152651766,[-0.5844497   0.00560523]
150,[-0.5844497   0.00560523],[-0.18660398],-0.003482104470852421,[-0.5786705   0.00577918]
151,[-0.5786705   0.00577918],[-0.21067643],-0.004438455885525628,[-0.57279617  0.00587432]
152,[-0.57279617  0.00587432],[-0.7229126],-0.05226026410856868,[-0.5676386  0.0051576]
153,[-0.5676386  0.0051576],[-0.2854194],-0.008146423646894973,[-0.56257975  0.00505881]
154,[-0.56257975  0.00505881],[-0.6730261],-0.04529641109556906,[-0.5582388   0.00434096]
155,[-0.5582388   0.00434096],[0.757139],-0.05732595063862256,[-0.5525028  0.005736 ]
156,[-0.5525028  0.005736 ],[-0.08506542],-0.0007236125167973617,[-0.5466779   0.00582491]
157,[-0.5466779   0.00582491],[-0.1768699],-0.003128296118447427,[-0.54094535  0.00573256]
158,[-0.54094535  0.00573256],[0.12728186],-0.0016200671762130138,[-0.53489184  0.00605353]
159,[-0.53489184  0.00605353],[-0.4071049],-0.016573440727387735,[-0.5293643   0.00552755]
160,[-0.5293643   0.00552755],[-0.497041],-0.02470497427726173,[-0.52453905  0.00482523]
161,[-0.52453905  0.00482523],[-0.69209176],-0.047899100843952526,[-0.5207449   0.00379414]
162,[-0.5207449   0.00379414],[-0.28098327],-0.00789515975785413,[-0.51739365  0.00335126]
163,[-0.51739365  0.00335126],[-0.26369524],-0.006953517960960199,[-0.51448447  0.00290918]
164,[-0.51448447  0.00290918],[-0.16737445],-0.0028014205504574233,[-0.5118947   0.00258977]
165,[-0.5118947   0.00258977],[-0.45572126],-0.020768186601129914,[-0.5100763   0.00181843]
166,[-0.5100763   0.00181843],[-0.01328474],-1.7648426839347258e-05,[-0.50837916  0.00169711]
167,[-0.50837916  0.00169711],[0.02925668],-8.559533819844957e-05,[-0.50675225  0.00162689]
168,[-0.50675225  0.00162689],[-0.3030754],-0.009185469988850859,[-0.50570625  0.00104598]
169,[-0.50570625  0.00104598],[-0.5226156],-0.0273127077439117,[-5.0557834e-01  1.2792816e-04]
170,[-5.0557834e-01  1.2792816e-04],[0.69760233],-0.04866490131072432,[-0.5045391   0.00103924]
171,[-0.5045391   0.00103924],[-0.6434879],-0.04140766397292772,[-5.0460792e-01 -6.8857466e-05]
172,[-5.0460792e-01 -6.8857466e-05],[0.7489352],-0.05609039676894554,[-0.5036957   0.00091219]
173,[-0.5036957   0.00091219],[0.32066593],-0.010282663593145802,[-0.5024517   0.00124401]
174,[-0.5024517   0.00124401],[0.16471896],-0.002713233438509466,[-0.50111914  0.00133259]
175,[-0.50111914  0.00133259],[0.12671821],-0.0016057504287841917,[-0.49976495  0.0013542 ]
176,[-0.49976495  0.0013542 ],[0.16399595],-0.0026894672080218563,[-0.49834335  0.00142159]
177,[-0.49834335  0.00142159],[0.99671686],-0.09934444929412081,[-0.49561593  0.00272743]
178,[-0.49561593  0.00272743],[0.74894565],-0.05609195918045238,[-0.4919747   0.00364122]
179,[-0.4919747   0.00364122],[-0.09576991],-0.0009171876045344085,[-0.48871398  0.00326074]
180,[-0.48871398  0.00326074],[0.8865071],-0.07858948275463754,[-0.48438463  0.00432934]
181,[-0.48438463  0.00432934],[-0.42896038],-0.018400701013064593,[-0.48099214  0.00339248]
182,[-0.48099214  0.00339248],[0.28302297],-0.008010200152563929,[-0.47749382  0.00349833]
183,[-0.47749382  0.00349833],[0.5079256],-0.02579884452205903,[-0.4735783   0.00391553]
184,[-0.4735783   0.00391553],[-0.09289356],-0.0008629214086029402,[-0.47017586  0.00340244]
185,[-0.47017586  0.00340244],[-0.91836894],-0.08434015018475663,[-0.46854994  0.00162593]
186,[-0.46854994  0.00162593],[-0.04095835],-0.00016775866302536915,[-0.46739644  0.0011535 ]
187,[-0.46739644  0.0011535 ],[-0.49893805],-0.02489391815759925,[-4.6741086e-01 -1.4427081e-05]
188,[-4.6741086e-01 -1.4427081e-05],[0.224979],-0.0050615549677607286,[-4.6750724e-01 -9.6375130e-05]
189,[-4.6750724e-01 -9.6375130e-05],[0.39374232],-0.015503301685981796,[-4.674317e-01  7.553444e-05]
190,[-4.674317e-01  7.553444e-05],[-0.895196],-0.0801375915303769,[-0.4691182  -0.00168652]
191,[-0.4691182  -0.00168652],[0.80353135],-0.06456626283521452,[-0.47000623 -0.00088801]
192,[-0.47000623 -0.00088801],[0.26648557],-0.007101456001022655,[-0.47089472 -0.0008885 ]
193,[-0.47089472 -0.0008885 ],[0.01529964],-2.3407905935971322e-05,[-0.4721539  -0.00125919]
194,[-0.4721539  -0.00125919],[-0.02348571],-5.515784388844848e-05,[-0.47383264 -0.00167872]
195,[-0.47383264 -0.00167872],[-0.85189384],-0.07257231184128764,[-0.47716105 -0.00332842]
196,[-0.47716105 -0.00332842],[0.34695664],-0.012037891037452031,[-0.4803162  -0.00315514]
197,[-0.4803162  -0.00315514],[-0.99949276],-0.09989857862338028,[-0.48529428 -0.00497809]
198,[-0.48529428 -0.00497809],[-0.5837067],-0.03407134847276758,[-0.49143457 -0.0061403 ]
199,[-0.49143457 -0.0061403 ],[0.01282157],-1.643926582597377e-05,[-0.4977965  -0.00636193]
200,[-0.4977965  -0.00636193],[0.41236076],-0.01700413943996546,[-0.5037332  -0.00593671]
201,[-0.5037332  -0.00593671],[0.24774235],-0.006137627439645499,[-0.5094472 -0.005714 ]
202,[-0.5094472 -0.005714 ],[-0.18574099],-0.0034499716267719417,[-0.51554596 -0.00609872]
203,[-0.51554596 -0.00609872],[-0.43212312],-0.018673039481359767,[-0.52235323 -0.00680729]
204,[-0.52235323 -0.00680729],[-0.9660786],-0.09333078216253946,[-0.53061897 -0.00826575]
205,[-0.53061897 -0.00826575],[0.43454748],-0.01888315157821161,[-0.53818023 -0.00756128]
206,[-0.53818023 -0.00756128],[0.9238383],-0.08534772366858512,[-0.54424644 -0.0060662 ]
207,[-0.54424644 -0.0060662 ],[-0.05761882],-0.00033199278940755503,[-0.55024433 -0.00599787]
208,[-0.55024433 -0.00599787],[0.8671437],-0.07519381801232648,[-0.55474186 -0.00449753]
209,[-0.55474186 -0.00449753],[0.46006763],-0.02116622240028079,[-0.55831605 -0.00357419]
210,[-0.55831605 -0.00357419],[0.97448915],-0.09496291082066399,[-0.5601686  -0.00185255]
211,[-0.5601686  -0.00185255],[-0.54629546],-0.029843873402942124,[-0.5625669  -0.00239827]
212,[-0.5625669  -0.00239827],[0.65449905],-0.04283690116280923,[-0.5636918  -0.00112492]
213,[-0.5636918  -0.00112492],[-0.05309992],-0.00028196014095455276,[-0.5645964 -0.0009046]
214,[-0.5645964 -0.0009046],[-0.57990927],-0.033629475568080026,[-0.5660642  -0.00146776]
215,[-0.5660642  -0.00146776],[0.38938215],-0.015161846165857274,[-5.6663024e-01 -5.6605338e-04]
216,[-5.6663024e-01 -5.6605338e-04],[0.44274038],-0.019601904475905842,[-5.6621033e-01  4.1989752e-04]
217,[-5.6621033e-01  4.1989752e-04],[0.10148686],-0.0010299583098888122,[-0.5653195   0.00089084]
218,[-0.5653195   0.00089084],[0.52414584],-0.027472886326501113,[-0.56333035  0.00198915]
219,[-0.56333035  0.00198915],[-0.8950659],-0.08011429719012,[-0.5623865   0.00094384]
220,[-0.5623865   0.00094384],[-0.599691],-0.03596292640076548,[-5.6205195e-01  3.3455086e-04]
221,[-5.6205195e-01  3.3455086e-04],[-0.04949231],-0.0002449488452906101,[-5.615039e-01  5.480720e-04]
222,[-5.615039e-01  5.480720e-04],[0.9989216],-0.09978443093286025,[-0.55917376  0.00233013]
223,[-0.55917376  0.00233013],[0.83145463],-0.0691316809508308,[-0.55533016  0.00384362]
224,[-0.55533016  0.00384362],[-0.66455287],-0.044163051358626505,[-0.55224574  0.00308442]
225,[-0.55224574  0.00308442],[-0.16241215],-0.0026377707017971597,[-0.54919034  0.00305538]
226,[-0.54919034  0.00305538],[-0.31422597],-0.009873796129003055,[-0.54641455  0.00277579]
227,[-0.54641455  0.00277579],[0.10593989],-0.001122326133452223,[-0.54330885  0.00310569]
228,[-0.54330885  0.00310569],[-0.7260403],-0.05271345226071311,[-0.5411445   0.00216437]
229,[-0.5411445   0.00216437],[-0.91606927],-0.08391829059365251,[-0.5402227  0.0009218]
230,[-0.5402227  0.0009218],[0.7196004],-0.051782470612906556,[-0.5380969   0.00212582]
231,[-0.5380969   0.00212582],[-0.17929077],-0.0032145180739462376,[-0.5361313   0.00196559]
232,[-0.5361313   0.00196559],[-0.9400498],-0.08836936774285711,[-0.5354818   0.00064949]
233,[-0.5354818   0.00064949],[0.59557587],-0.03547106158344526,[-0.53384984  0.00163195]
234,[-0.53384984  0.00163195],[0.51526856],-0.0265501693277713,[-0.53136814  0.00248173]
235,[-0.53136814  0.00248173],[0.96937853],-0.09396947363233076,[-0.5273741   0.00399406]
236,[-0.5273741   0.00399406],[0.98050004],-0.09613803332219142,[-0.521881    0.00549313]
237,[-0.521881    0.00549313],[-0.51871747],-0.026906781138515967,[-0.51717883  0.00470217]
238,[-0.51717883  0.00470217],[0.7242733],-0.052457184787648714,[-0.5114384   0.00574043]
239,[-0.5114384   0.00574043],[0.8624769],-0.07438663777091428,[-0.50449544  0.00694296]
240,[-0.50449544  0.00694296],[-0.7774682],-0.06044568090057965,[-0.49886188  0.00563356]
241,[-0.49886188  0.00563356],[-0.8650071],-0.0748237287357231,[-0.4947112  0.0041507]
242,[-0.4947112  0.0041507],[-0.21813002],-0.0047580706623088,[-0.49110407  0.00360712]
243,[-0.49110407  0.00360712],[-0.3084005],-0.009511087564250433,[-0.48820287  0.00290119]
244,[-0.48820287  0.00290119],[0.38672194],-0.014955385798673948,[-0.48498657  0.0032163 ]
245,[-0.48498657  0.0032163 ],[-0.7401239],-0.05477834281960306,[-0.4831694   0.00181717]
246,[-0.4831694   0.00181717],[0.9265965],-0.0858581115196344,[-0.4802648   0.00290459]
247,[-0.4802648   0.00290459],[0.5788142],-0.03350258879702075,[-0.4768161   0.00344872]
248,[-0.4768161   0.00344872],[0.3785729],-0.014331744896125632,[-0.47314924  0.00366686]
249,[-0.47314924  0.00366686],[-0.2789909],-0.007783591924518252,[-0.4702778   0.00287145]
250,[-0.4702778   0.00287145],[0.66000485],-0.04356064075705604,[-0.48546633  0.00070993]
251,[-0.48546633  0.00070993],[-0.7955381],-0.06328809121826318,[-0.48623508 -0.00076875]
252,[-0.48623508 -0.00076875],[-0.14215969],-0.002020937617933094,[-0.4874967  -0.00126163]
253,[-0.4874967  -0.00126163],[-0.6969414],-0.04857272812078009,[-0.49007398 -0.00257728]
254,[-0.49007398 -0.00257728],[0.61450106],-0.03776115515801202,[-0.49198052 -0.00190654]
255,[-0.49198052 -0.00190654],[-0.586173],-0.03435987835274581,[-0.4950031  -0.00302258]
256,[-0.4950031  -0.00302258],[0.21541695],-0.004640446362586404,[-0.49791676 -0.00291366]
257,[-0.49791676 -0.00291366],[0.62161124],-0.03864005306185306,[-0.5000904  -0.00217367]
258,[-0.5000904  -0.00217367],[0.8696702],-0.07563262781077107,[-0.50113577 -0.00104533]
259,[-0.50113577 -0.00104533],[-0.9970629],-0.09941344694780696,[-0.50384504 -0.00270927]
260,[-0.50384504 -0.00270927],[0.85663754],-0.07338278706187716,[-0.5054174  -0.00157238]
261,[-0.5054174  -0.00157238],[-0.0394664],-0.00015575969992843164,[-0.5071853  -0.00176787]
262,[-0.5071853  -0.00176787],[-0.21792391],-0.004749083029939616,[-0.5094031  -0.00221781]
263,[-0.5094031  -0.00221781],[0.04234911],-0.00017934472269499763,[-0.51166385 -0.00226072]
264,[-0.51166385 -0.00226072],[0.7608925],-0.05789574124043071,[-0.51287276 -0.00120887]
265,[-0.51287276 -0.00120887],[0.64433616],-0.04151690922352067,[-5.131956e-01 -3.228007e-04]
266,[-5.131956e-01 -3.228007e-04],[0.16637112],-0.0027679350236404555,[-5.1334685e-01 -1.5125537e-04]
267,[-5.1334685e-01 -1.5125537e-04],[0.73014563],-0.0533112645711217,[-0.5124798   0.00086709]
268,[-0.5124798   0.00086709],[0.23290007],-0.005424244175073612,[-0.5113467   0.00113306]
269,[-0.5113467   0.00113306],[0.5335484],-0.028467391083654904,[-0.5095052   0.00184151]
270,[-0.5095052   0.00184151],[0.75680137],-0.05727483087994756,[-0.5066342   0.00287104]
271,[-0.5066342   0.00287104],[-0.06328437],-0.0004004911147462487,[-0.5039852   0.00264894]
272,[-0.5039852   0.00264894],[0.00466152],-2.172980789212132e-06,[-0.5014763   0.00250891]
273,[-0.5014763   0.00250891],[0.73541594],-0.05408365982113992,[-0.49803004  0.00344624]
274,[-0.49803004  0.00344624],[-0.29178938],-0.00851410438542013,[-0.49521306  0.00281698]
275,[-0.49521306  0.00281698],[0.6084695],-0.03702351156809982,[-0.491696    0.00351705]
