,s,a,r,s1
86,[-0.92015666  0.39155045  0.7800504 ],[-0.22182687],-7.5645338402805615,[-0.93927187  0.34317398  1.0404392 ]
87,[-0.93927187  0.34317398  1.0404392 ],[1.9331492],-7.903336583807321,[-0.9635293   0.26760295  1.587792  ]
88,[-0.9635293   0.26760295  1.587792  ],[-0.8503901],-8.493682571271433,[-0.9824066   0.18675463  1.6609358 ]
89,[-0.9824066   0.18675463  1.6609358 ],[-0.535045],-9.000707737832839,[-0.9948208   0.10164452  1.720745  ]
90,[-0.9948208   0.10164452  1.720745  ],[-1.9620608],-9.54016160693398,[-0.9996439   0.02668373  1.5026693 ]
91,[-0.9996439   0.02668373  1.5026693 ],[-1.7733523],-9.931584139380012,[-0.9993468  -0.03613919  1.2566792 ]
92,[-0.9993468  -0.03613919  1.2566792 ],[-0.7096238],-9.802220147674975,[-0.99574304 -0.09217262  1.1231313 ]
93,[-0.99574304 -0.09217262  1.1231313 ],[0.21522224],-9.424352272652074,[-0.98927087 -0.14609315  1.0862851 ]
94,[-0.98927087 -0.14609315  1.0862851 ],[-0.12824655],-9.08789185794782,[-0.98114604 -0.19326794  0.9574783 ]
95,[-0.98114604 -0.19326794  0.9574783 ],[-1.5193633],-8.779388380113163,[-0.9750782  -0.22186132  0.58462286]
96,[-0.9750782  -0.22186132  0.58462286],[-0.3608219],-8.548272234358405,[-0.9708778  -0.23957504  0.3641036 ]
97,[-0.9708778  -0.23957504  0.3641036 ],[-1.7552056],-8.424392288941789,[-0.97181493 -0.23574509 -0.07885854]
98,[-0.97181493 -0.23574509 -0.07885854],[1.3679577],-8.433429453275863,[-0.9724068  -0.23329179 -0.0504737 ]
99,[-0.9724068  -0.23329179 -0.0504737 ],[-0.767267],-8.446441686186741,[-0.97623783 -0.21670195 -0.3405326 ]
100,[-0.97623783 -0.21670195 -0.3405326 ],[1.0393114],-1.8891144313174055,[0.16790998 0.98580235 0.61578083]
101,[0.16790998 0.98580235 0.61578083],[1.2767884],-2.0053972032578478,[0.09124952 0.99582803 1.5466509 ]
102,[0.09124952 0.99582803 1.5466509 ],[1.2633158],-2.4294915149334027,[-0.03276847  0.99946296  2.4830194 ]
103,[-0.03276847  0.99946296  2.4830194 ],[-0.17554322],-3.188008171051104,[-0.191891   0.9814162  3.206285 ]
104,[-0.191891   0.9814162  3.206285 ],[1.701737],-4.142212273020721,[-0.39215124  0.9199008   4.1976075 ]
105,[-0.39215124  0.9199008   4.1976075 ],[0.5837149],-5.658081291546485,[-0.60655755  0.7950396   4.9750905 ]
106,[-0.60655755  0.7950396   4.9750905 ],[-1.2370754],-7.41627737583385,[-0.7962155   0.60501313  5.385809  ]
107,[-0.7962155   0.60501313  5.385809  ],[-1.3970095],-9.111763882601064,[-0.9329474  0.3600127  5.6300173]
108,[-0.9329474  0.3600127  5.6300173],[0.7083807],-10.861466068507374,[-0.9976911   0.06791499  6.0062838 ]
109,[-0.9976911   0.06791499  6.0062838 ],[-1.0570791],-13.055834921457132,[-0.9743537 -0.225022   5.8986583]
110,[-0.9743537 -0.225022   5.8986583],[0.77750856],-11.9750723623951,[-0.868171   -0.49626517  5.846518  ]
111,[-0.868171   -0.49626517  5.846518  ],[1.5815758],-10.297142068994592,[-0.6932054 -0.72074    5.7115555]
112,[-0.6932054 -0.72074    5.7115555],[1.9890654],-8.72641917824904,[-0.47279412 -0.8811729   5.4693604 ]
113,[-0.47279412 -0.8811729   5.4693604 ],[0.5123059],-7.248675347577052,[-0.24565242 -0.96935797  4.8853264 ]
114,[-0.24565242 -0.96935797  4.8853264 ],[-0.8090269],-5.6960171156847395,[-0.04632838 -0.9989263   4.036954  ]
115,[-0.04632838 -0.9989263   4.036954  ],[0.72341293],-4.245369131944916,[ 0.12315513 -0.9923874   3.3962712 ]
116,[ 0.12315513 -0.9923874   3.3962712 ],[1.0102718],-3.249244104397337,[ 0.260601  -0.9654466  2.8035216]
117,[ 0.260601  -0.9654466  2.8035216],[1.768861],-2.497747612713544,[ 0.37174028 -0.92833674  2.3447657 ]
118,[ 0.37174028 -0.92833674  2.3447657 ],[-0.1188371],-1.9657005849981144,[ 0.44611287 -0.89497674  1.6306876 ]
119,[ 0.44611287 -0.89497674  1.6306876 ],[-1.751291],-1.4974852088631807,[ 0.47701514 -0.8788951   0.6967614 ]
120,[ 0.47701514 -0.8788951   0.6967614 ],[-0.31891397],-1.201139457421417,[ 0.47656476 -0.87913936 -0.010247  ]
121,[ 0.47656476 -0.87913936 -0.010247  ],[0.4475457],-1.1538012217707019,[ 0.4498698 -0.8930941 -0.6024697]
122,[ 0.4498698 -0.8930941 -0.6024697],[-0.77497315],-1.2561038531438664,[ 0.38683116 -0.92215055 -1.3885362 ]
123,[ 0.38683116 -0.92215055 -1.3885362 ],[-0.9991481],-1.571146912701432,[ 0.28182116 -0.95946693 -2.2300215 ]
124,[ 0.28182116 -0.95946693 -2.2300215 ],[-0.06917354],-2.1487982321420978,[ 0.13725714 -0.99053544 -2.9599977 ]
125,[ 0.13725714 -0.99053544 -2.9599977 ],[-0.7864937],-2.9305657030190946,[-0.05332654 -0.9985771  -3.8208733 ]
126,[-0.05332654 -0.9985771  -3.8208733 ],[0.56745386],-4.098086544092752,[-0.2740351 -0.9617197 -4.484688 ]
127,[-0.2740351 -0.9617197 -4.484688 ],[0.4119998],-5.427930559538771,[-0.5096648 -0.8603731 -5.144178 ]
128,[-0.5096648 -0.8603731 -5.144178 ],[0.39538696],-7.079928306576434,[-0.7320339 -0.6812682 -5.7301497]
129,[-0.7320339 -0.6812682 -5.7301497],[-0.9952563],-9.006589313070368,[-0.9089765 -0.4168474 -6.390389 ]
130,[-0.9089765 -0.4168474 -6.390389 ],[0.43865114],-11.436774182776507,[-0.9951908  -0.09795556 -6.637227  ]
131,[-0.9951908  -0.09795556 -6.637227  ],[-0.08849757],-13.668055172120987,[-0.97179127  0.23584259 -6.7239685 ]
132,[-0.97179127  0.23584259 -6.7239685 ],[1.6509789],-12.954254445101956,[-0.8509224  0.5252914 -6.2994394]
133,[-0.8509224  0.5252914 -6.2994394],[-0.7061686],-10.669306812178455,[-0.6572537   0.75366944 -6.0113964 ]
134,[-0.6572537   0.75366944 -6.0113964 ],[-0.59323776],-8.848825898350961,[-0.42631266  0.9045759  -5.53513   ]
135,[-0.42631266  0.9045759  -5.53513   ],[-0.3684818],-7.108863105773678,[-0.19358405  0.9810837  -4.91197   ]
136,[-0.19358405  0.9810837  -4.91197   ],[0.50240743],-5.53037744308567,[ 0.01022565  0.9999477  -4.100796  ]
137,[ 0.01022565  0.9999477  -4.100796  ],[-1.8238912],-4.1203599910437925,[ 0.19027945  0.98173    -3.6244192 ]
138,[ 0.19027945  0.98173    -3.6244192 ],[1.4481585],-3.2183438333033716,[ 0.31930092  0.94765335 -2.670898  ]
139,[ 0.31930092  0.94765335 -2.670898  ],[1.366966],-2.2672674217361815,[ 0.40112746  0.91602224 -1.7551131 ]
140,[ 0.40112746  0.91602224 -1.7551131 ],[1.9752262],-1.653021160301567,[ 0.43616992  0.8998643  -0.7718125 ]
141,[ 0.43616992  0.8998643  -0.7718125 ],[0.23889899],-1.3128135340287521,[ 0.43891603  0.8985281  -0.06107941]
142,[ 0.43891603  0.8985281  -0.06107941],[-0.7742915],-1.24733134563928,[0.41646928 0.90914977 0.49667293]
143,[0.41646928 0.90914977 0.49667293],[-1.9915142],-1.3310587700414873,[0.3760854 0.926585  0.8798081]
144,[0.3760854 0.926585  0.8798081],[-1.2088284],-1.4836339508741159,[0.31066898 0.9505182  1.3934226 ]
145,[0.31066898 0.9505182  1.3934226 ],[-0.18344994],-1.7689692429231139,[0.21037358 0.9776211  2.0787938 ]
146,[0.21037358 0.9776211  2.0787938 ],[-0.01328058],-2.2785826517747125,[0.0713954 0.9974481 2.8100176]
147,[0.0713954 0.9974481 2.8100176],[-1.5790881],-3.04013416875551,[-0.09446476  0.9955282   3.3212404 ]
148,[-0.09446476  0.9955282   3.3212404 ],[0.08868295],-3.8766359115068743,[-0.29424483  0.9557301   4.081189  ]
149,[-0.29424483  0.9557301   4.081189  ],[-0.8664097],-5.161247624413471,[-0.5073153   0.86176056  4.668025  ]
150,[-0.5073153   0.86176056  4.668025  ],[-0.3363661],-6.601191057314983,[-0.71404636  0.7000984   5.2638907 ]
151,[-0.71404636  0.7000984   5.2638907 ],[-0.3078652],-8.36917660489762,[-0.88308656  0.46921006  5.7427845 ]
152,[-0.88308656  0.46921006  5.7427845 ],[0.78988194],-10.338033519779014,[-0.98424625  0.17680301  6.2131743 ]
153,[-0.98424625  0.17680301  6.2131743 ],[0.4222987],-12.644970259724236,[-0.98983294 -0.14223473  6.4091215 ]
154,[-0.98983294 -0.14223473  6.4091215 ],[-0.10356797],-13.100939268426782,[-0.897352   -0.44131562  6.28691   ]
155,[-0.897352   -0.44131562  6.28691   ],[-1.806838],-11.162481422989549,[-0.7375852 -0.6752541  5.684898 ]
156,[-0.7375852 -0.6752541  5.684898 ],[-0.69623035],-8.99365199384308,[-0.5444943  -0.83876455  5.074023  ]
157,[-0.5444943  -0.83876455  5.074023  ],[-1.339447],-7.184180660770969,[-0.35562664 -0.9346281   4.2440324 ]
158,[-0.35562664 -0.9346281   4.2440324 ],[-1.7611945],-5.546111721177432,[-0.19831684 -0.98013794  3.278882  ]
159,[-0.19831684 -0.98013794  3.278882  ],[0.9365909],-4.210429918194965,[-0.06538033 -0.99786043  2.684267  ]
160,[-0.06538033 -0.99786043  2.684267  ],[1.3145077],-3.3994836853446464,[ 0.04121372 -0.99915034  2.133048  ]
161,[ 0.04121372 -0.99915034  2.133048  ],[-0.10074472],-2.794586722945284,[ 0.10943446 -0.993994    1.3685734 ]
162,[ 0.10943446 -0.993994    1.3685734 ],[0.7323656],-2.3227723749646207,[ 0.14577937 -0.9893171   0.7329328 ]
163,[ 0.14577937 -0.9893171   0.7329328 ],[-0.2223359],-2.0829562283444587,[ 0.14368142 -0.98962396 -0.04240542]
164,[ 0.14368142 -0.98962396 -0.04240542],[0.5802631],-2.035749399917874,[ 0.10908374 -0.99403256 -0.697584  ]
165,[ 0.10908374 -0.99403256 -0.697584  ],[0.90776163],-2.1854542330852156,[ 0.04393989 -0.99903417 -1.3069441 ]
166,[ 0.04393989 -0.99903417 -1.3069441 ],[1.4730644],-2.5042275774239857,[-0.04779075 -0.9988574  -1.8352602 ]
167,[-0.04779075 -0.9988574  -1.8352602 ],[1.7749553],-2.9598515126446925,[-0.16298658 -0.9866283  -2.3181598 ]
168,[-0.16298658 -0.9866283  -2.3181598 ],[0.6008746],-3.5462838745514693,[-0.30707398 -0.95168567 -2.968     ]
169,[-0.30707398 -0.95168567 -2.968     ],[1.4176384],-4.4282744119791335,[-0.46671507 -0.88440776 -3.4691184 ]
170,[-0.46671507 -0.88440776 -3.4691184 ],[0.9395339],-5.433015167695737,[-0.6327873  -0.77432567 -3.991494  ]
171,[-0.6327873  -0.77432567 -3.991494  ],[1.6091745],-6.685074756026612,[-0.78437674 -0.62028474 -4.330862  ]
172,[-0.78437674 -0.62028474 -4.330862  ],[-1.5283643],-7.9911645310409565,[-0.9139679  -0.40578645 -5.0253305 ]
173,[-0.9139679  -0.40578645 -5.0253305 ],[0.7356308],-9.944768842747758,[-0.98772067 -0.15623024 -5.2193255 ]
174,[-0.98772067 -0.15623024 -5.2193255 ],[-1.8606229],-11.636150048681971,[-0.99233335  0.12358991 -5.6155915 ]
175,[-0.99233335  0.12358991 -5.6155915 ],[-1.7874843],-12.26311044292702,[-0.91573703  0.40177816 -5.791022  ]
176,[-0.91573703  0.40177816 -5.791022  ],[0.44013682],-10.796506841756663,[-0.774646   0.6323951 -5.423668 ]
177,[-0.774646   0.6323951 -5.423668 ],[1.24446],-8.979776272338908,[-0.60360897  0.7972805  -4.7627025 ]
178,[-0.60360897  0.7972805  -4.7627025 ],[0.11827646],-7.191493318595018,[-0.42654553  0.9044661  -4.1470003 ]
179,[-0.42654553  0.9044661  -4.1470003 ],[-0.17055543],-5.765787148660858,[-0.26283395  0.96484107 -3.4942343 ]
180,[-0.26283395  0.96484107 -3.4942343 ],[-1.4168897],-4.596642345582854,[-0.11653603  0.9931865  -2.983137  ]
181,[-0.11653603  0.9931865  -2.983137  ],[0.4182839],-3.738071719651435,[-0.00802611  0.9999678  -2.1755044 ]
182,[-0.00802611  0.9999678  -2.1755044 ],[1.0416598],-2.9670476034922353,[ 0.05540939  0.9984637  -1.2692797 ]
183,[ 0.05540939  0.9984637  -1.2692797 ],[-1.1746156],-2.4587983255409824,[ 0.09014645  0.9959285  -0.6966242 ]
184,[ 0.09014645  0.9959285  -0.6966242 ],[1.5178322],-2.242793528326521,[0.07629493 0.9970853  0.277997  ]
185,[0.07629493 0.9970853  0.277997  ],[0.37755778],-2.241183386975459,[0.02224508 0.9997525  1.0824447 ]
186,[0.02224508 0.9997525  1.0824447 ],[1.9812077],-2.5190991107246736,[-0.08412556  0.99645513  2.1294403 ]
187,[-0.08412556  0.99645513  2.1294403 ],[1.0323669],-3.1936132541525595,[-0.23362766  0.97232616  3.0316367 ]
188,[-0.23362766  0.97232616  3.0316367 ],[0.62774706],-4.183291436803196,[-0.41556063  0.9095655   3.8550432 ]
189,[-0.41556063  0.9095655   3.8550432 ],[1.7552752],-5.486638937878931,[-0.6198759   0.78469986  4.8005085 ]
190,[-0.6198759   0.78469986  4.8005085 ],[-0.58979046],-7.319662792342078,[-0.80377454  0.594934    5.300565  ]
191,[-0.80377454  0.594934    5.300565  ],[-1.9909488],-9.085627751468365,[-0.9342032   0.35674134  5.448123  ]
192,[-0.9342032   0.35674134  5.448123  ],[1.6224573],-10.6815399869745,[-0.99776804  0.06677528  5.959048  ]
193,[-0.99776804  0.06677528  5.959048  ],[0.88184386],-13.005998801147221,[-0.9712796  -0.23794088  6.141406  ]
194,[-0.9712796  -0.23794088  6.141406  ],[1.0460964],-12.19059740800609,[-0.85448456 -0.5194768   6.1198645 ]
195,[-0.85448456 -0.5194768   6.1198645 ],[0.78135103],-10.481747907107438,[-0.66849613 -0.74371564  5.84746   ]
196,[-0.66849613 -0.74371564  5.84746   ],[0.0594784],-8.72300420736672,[-0.4504373 -0.8928081  5.298595 ]
197,[-0.4504373 -0.8928081  5.298595 ],[0.6278639],-6.961558391106755,[-0.22904518 -0.9734158   4.7231684 ]
198,[-0.22904518 -0.9734158   4.7231684 ],[1.8972665],-5.4812498525909135,[-0.017211  -0.9998519  4.2776966]
199,[-0.017211  -0.9998519  4.2776966],[1.0612117],-4.3527647980900825,[ 0.16636053 -0.986065    3.6869893 ]
200,[ 0.16636053 -0.986065    3.6869893 ],[-1.3834964],-4.862506561900572,[-0.59467155  0.8039687   0.09982201]
201,[-0.59467155  0.8039687   0.09982201],[1.6609888],-4.8774887747215345,[-0.63225037  0.7747641   0.9519469 ]
202,[-0.63225037  0.7747641   0.9519469 ],[-0.39047134],-5.176928587083894,[-0.6875988  0.7260908  1.4744493]
203,[-0.6875988  0.7260908  1.4744493],[-1.8397766],-5.644900958300514,[-0.7481897  0.6634849  1.7430509]
204,[-0.7481897  0.6634849  1.7430509],[-1.0352842],-6.142558009046432,[-0.8131816   0.58201003  2.085372  ]
205,[-0.8131816   0.58201003  2.085372  ],[0.08534994],-6.787272452697703,[-0.8802231  0.4745601  2.534682 ]
206,[-0.8802231  0.4745601  2.534682 ],[-1.3361593],-7.651535461567814,[-0.93591255  0.35223243  2.6901782 ]
207,[-0.93591255  0.35223243  2.6901782 ],[-1.0972022],-8.46241591504444,[-0.9757955   0.21868508  2.789772  ]
208,[-0.9757955   0.21868508  2.789772  ],[1.2322514],-9.312778008018341,[-0.9979823  0.0634928  3.1386237]
209,[-0.9979823  0.0634928  3.1386237],[-1.7360702],-10.462545364081375,[-0.9965777  -0.08266167  2.9258327 ]
210,[-0.9965777  -0.08266167  2.9258327 ],[-1.5901653],-10.21505940178618,[-0.97718465 -0.21239153  2.6253116 ]
211,[-0.97718465 -0.21239153  2.6253116 ],[1.4468585],-9.26199133726409,[-0.93999726 -0.34118196  2.6830468 ]
212,[-0.93999726 -0.34118196  2.6830468 ],[-1.9544585],-8.526881584939606,[-0.89831656 -0.43934876  2.1339915 ]
213,[-0.89831656 -0.43934876  2.1339915 ],[0.03215355],-7.673852323476394,[-0.8549516  -0.51870775  1.809303  ]
214,[-0.8549516  -0.51870775  1.809303  ],[0.68545836],-7.068361945833828,[-0.8130099 -0.5822499  1.523091 ]
215,[-0.8130099 -0.5822499  1.523091 ],[0.67793787],-6.583340994794527,[-0.77700776 -0.62949103  1.1880943 ]
216,[-0.77700776 -0.62949103  1.1880943 ],[0.060326],-6.196178587398388,[-0.75368243 -0.6572388   0.7250249 ]
217,[-0.75368243 -0.6572388   0.7250249 ],[-1.9476022],-5.934285090511654,[-0.7556522  -0.6549731  -0.06004455]
